system,source_line,iteration,observed_at,raw_rows,query_number,query_name,latency_sec,compilation_sec,execution_sec,runtime_source,included_in_plot,exclusion_reason
ClickHouse Cloud,11,11,2026-08-08T16:56:02Z,33749879001,2,Risk & liquidity (B7),0.45,,,clickhouse-client --time,True,
ClickHouse Cloud,12,12,2026-08-08T17:56:02Z,36853722010,2,Risk & liquidity (B7),0.58,,,clickhouse-client --time,True,
ClickHouse Cloud,13,13,2026-08-08T18:56:02Z,39940404643,2,Risk & liquidity (B7),0.426,,,clickhouse-client --time,True,
ClickHouse Cloud,14,14,2026-08-08T19:56:02Z,43039194322,2,Risk & liquidity (B7),0.584,,,clickhouse-client --time,True,
ClickHouse Cloud,15,15,2026-08-08T20:56:02Z,46111116140,2,Risk & liquidity (B7),0.596,,,clickhouse-client --time,True,
ClickHouse Cloud,16,16,2026-08-08T21:56:02Z,49175866023,2,Risk & liquidity (B7),0.576,,,clickhouse-client --time,True,
ClickHouse Cloud,17,17,2026-08-08T22:56:02Z,52443266481,2,Risk & liquidity (B7),0.538,,,clickhouse-client --time,True,
ClickHouse Cloud,18,18,2026-08-08T23:56:02Z,55419548257,2,Risk & liquidity (B7),0.463,,,clickhouse-client --time,True,
ClickHouse Cloud,19,19,2026-08-09T00:56:02Z,58512627462,2,Risk & liquidity (B7),0.667,,,clickhouse-client --time,True,
ClickHouse Cloud,20,20,2026-08-09T01:56:02Z,61372336571,2,Risk & liquidity (B7),0.67,,,clickhouse-client --time,True,
ClickHouse Cloud,21,21,2026-08-09T02:56:02Z,64300511639,2,Risk & liquidity (B7),0.603,,,clickhouse-client --time,True,
ClickHouse Cloud,22,22,2026-08-09T03:56:02Z,67296751626,2,Risk & liquidity (B7),0.637,,,clickhouse-client --time,True,
ClickHouse Cloud,23,23,2026-08-09T04:56:02Z,70171105615,2,Risk & liquidity (B7),0.661,,,clickhouse-client --time,True,
ClickHouse Cloud,24,24,2026-08-09T05:56:02Z,73014746623,2,Risk & liquidity (B7),0.686,,,clickhouse-client --time,True,
ClickHouse Cloud,25,25,2026-08-09T06:56:02Z,75968034150,2,Risk & liquidity (B7),0.704,,,clickhouse-client --time,True,
ClickHouse Cloud,26,26,2026-08-09T07:56:02Z,78744711237,2,Risk & liquidity (B7),0.728,,,clickhouse-client --time,True,
ClickHouse Cloud,27,27,2026-08-09T08:56:02Z,81363815092,2,Risk & liquidity (B7),0.735,,,clickhouse-client --time,True,
ClickHouse Cloud,28,28,2026-08-09T09:56:02Z,83951753947,2,Risk & liquidity (B7),0.778,,,clickhouse-client --time,True,
ClickHouse Cloud,29,29,2026-08-09T10:56:02Z,87063780214,2,Risk & liquidity (B7),0.811,,,clickhouse-client --time,True,
ClickHouse Cloud,30,30,2026-08-09T11:56:02Z,90313224986,2,Risk & liquidity (B7),0.722,,,clickhouse-client --time,True,
ClickHouse Cloud,31,31,2026-08-09T12:56:02Z,93296187953,2,Risk & liquidity (B7),0.835,,,clickhouse-client --time,True,
ClickHouse Cloud,32,32,2026-08-09T13:56:02Z,96365836441,2,Risk & liquidity (B7),0.7,,,clickhouse-client --time,True,
ClickHouse Cloud,33,33,2026-08-09T14:56:02Z,99569689379,2,Risk & liquidity (B7),0.843,,,clickhouse-client --time,True,
Snowflake,2,2,2026-08-11T12:18:57Z,3343738155,2,Risk & liquidity (B7),0.315,0.191,0.124,runner result (end-to-end); compilation/execution retained,True,
Snowflake,3,3,2026-08-11T13:18:57Z,6662885451,2,Risk & liquidity (B7),0.339,0.145,0.194,runner result (end-to-end); compilation/execution retained,True,
Snowflake,4,4,2026-08-11T14:18:57Z,9966828956,2,Risk & liquidity (B7),0.383,0.163,0.22,runner result (end-to-end); compilation/execution retained,True,
Snowflake,5,5,2026-08-11T15:18:57Z,13239818975,2,Risk & liquidity (B7),0.751,0.143,0.608,runner result (end-to-end); compilation/execution retained,True,
Snowflake,6,6,2026-08-11T16:18:57Z,16496810019,2,Risk & liquidity (B7),0.498,0.201,0.297,runner result (end-to-end); compilation/execution retained,True,
Snowflake,7,7,2026-08-11T17:18:57Z,19759272533,2,Risk & liquidity (B7),0.421,0.146,0.275,runner result (end-to-end); compilation/execution retained,True,
Snowflake,8,8,2026-08-11T18:18:57Z,23027036303,2,Risk & liquidity (B7),0.983,0.319,0.664,runner result (end-to-end); compilation/execution retained,True,
Snowflake,9,9,2026-08-11T19:18:57Z,26292597940,2,Risk & liquidity (B7),1.051,0.167,0.884,runner result (end-to-end); compilation/execution retained,True,
Snowflake,10,10,2026-08-11T20:18:57Z,29545700964,2,Risk & liquidity (B7),0.556,0.143,0.413,runner result (end-to-end); compilation/execution retained,True,
Snowflake,11,11,2026-08-11T21:18:57Z,32804567571,2,Risk & liquidity (B7),0.766,0.319,0.447,runner result (end-to-end); compilation/execution retained,True,
Snowflake,12,12,2026-08-11T22:18:57Z,36086551556,2,Risk & liquidity (B7),0.655,0.232,0.423,runner result (end-to-end); compilation/execution retained,True,
Snowflake,13,13,2026-08-11T23:18:57Z,39353814542,2,Risk & liquidity (B7),0.759,0.16,0.599,runner result (end-to-end); compilation/execution retained,True,
Snowflake,14,14,2026-08-12T00:18:57Z,42638946619,2,Risk & liquidity (B7),1.525,0.191,1.334,runner result (end-to-end); compilation/execution retained,True,
Snowflake,15,15,2026-08-12T01:18:57Z,45915210443,2,Risk & liquidity (B7),1.004,0.346,0.658,runner result (end-to-end); compilation/execution retained,True,
Snowflake,16,16,2026-08-12T02:18:57Z,49198792764,2,Risk & liquidity (B7),0.822,0.158,0.664,runner result (end-to-end); compilation/execution retained,True,
Snowflake,17,17,2026-08-12T03:18:57Z,52476957308,2,Risk & liquidity (B7),1.118,0.4,0.718,runner result (end-to-end); compilation/execution retained,True,
Snowflake,18,18,2026-08-12T04:18:57Z,55728939933,2,Risk & liquidity (B7),1.5,0.254,1.246,runner result (end-to-end); compilation/execution retained,True,
Snowflake,19,19,2026-08-12T05:18:57Z,58996538773,2,Risk & liquidity (B7),1.018,0.142,0.876,runner result (end-to-end); compilation/execution retained,True,
Snowflake,20,20,2026-08-12T06:18:57Z,62279567684,2,Risk & liquidity (B7),1.191,0.373,0.818,runner result (end-to-end); compilation/execution retained,True,
Snowflake,21,21,2026-08-12T07:18:57Z,65557201130,2,Risk & liquidity (B7),1.05,0.208,0.842,runner result (end-to-end); compilation/execution retained,True,
Snowflake,22,22,2026-08-12T08:18:57Z,68815578104,2,Risk & liquidity (B7),1.072,0.179,0.893,runner result (end-to-end); compilation/execution retained,True,
Snowflake,23,23,2026-08-12T09:18:57Z,72058735690,2,Risk & liquidity (B7),2.011,0.291,1.72,runner result (end-to-end); compilation/execution retained,True,
Snowflake,24,24,2026-08-12T10:18:57Z,75292467460,2,Risk & liquidity (B7),1.304,0.385,0.919,runner result (end-to-end); compilation/execution retained,True,
Snowflake,25,25,2026-08-12T11:18:57Z,78556038400,2,Risk & liquidity (B7),1.191,0.197,0.994,runner result (end-to-end); compilation/execution retained,True,
Snowflake,26,26,2026-08-12T12:18:57Z,81806775602,2,Risk & liquidity (B7),1.194,0.232,0.962,runner result (end-to-end); compilation/execution retained,True,
Snowflake,27,27,2026-08-12T13:18:57Z,85080158709,2,Risk & liquidity (B7),2.245,0.17,2.075,runner result (end-to-end); compilation/execution retained,True,
Snowflake,28,28,2026-08-12T14:18:57Z,88330971978,2,Risk & liquidity (B7),1.981,0.148,1.833,runner result (end-to-end); compilation/execution retained,True,
Snowflake,29,29,2026-08-12T15:18:57Z,91608517197,2,Risk & liquidity (B7),1.309,0.163,1.146,runner result (end-to-end); compilation/execution retained,True,
Snowflake,30,30,2026-08-12T16:18:57Z,94877773840,2,Risk & liquidity (B7),2.556,0.217,2.339,runner result (end-to-end); compilation/execution retained,True,
Snowflake,31,31,2026-08-12T17:18:57Z,98161784620,2,Risk & liquidity (B7),1.276,0.154,1.122,runner result (end-to-end); compilation/execution retained,True,
