system,source_line,iteration,observed_at,raw_rows,query_number,query_name,latency_sec,compilation_sec,execution_sec,runtime_source,included_in_plot,exclusion_reason
ClickHouse Cloud,88,88,2026-08-08T21:25:59Z,47630286458,1,Single-symbol summary,0.014,,,clickhouse-client --time,True,
ClickHouse Cloud,89,89,2026-08-08T21:35:59Z,48152769396,1,Single-symbol summary,0.015,,,clickhouse-client --time,True,
ClickHouse Cloud,90,90,2026-08-08T21:45:59Z,48651039753,1,Single-symbol summary,0.017,,,clickhouse-client --time,True,
ClickHouse Cloud,91,91,2026-08-08T21:55:59Z,49173608481,1,Single-symbol summary,0.014,,,clickhouse-client --time,True,
ClickHouse Cloud,92,92,2026-08-08T22:05:59Z,49691385785,1,Single-symbol summary,0.014,,,clickhouse-client --time,True,
ClickHouse Cloud,93,93,2026-08-08T22:15:59Z,50238320035,1,Single-symbol summary,0.014,,,clickhouse-client --time,True,
ClickHouse Cloud,94,94,2026-08-08T22:25:59Z,50788829774,1,Single-symbol summary,0.007,,,clickhouse-client --time,True,
ClickHouse Cloud,95,95,2026-08-08T22:35:59Z,51325118756,1,Single-symbol summary,0.008,,,clickhouse-client --time,True,
ClickHouse Cloud,96,96,2026-08-08T22:45:59Z,51886771408,1,Single-symbol summary,0.007,,,clickhouse-client --time,True,
ClickHouse Cloud,97,97,2026-08-08T22:55:59Z,52441318029,1,Single-symbol summary,0.007,,,clickhouse-client --time,True,
ClickHouse Cloud,98,98,2026-08-08T23:05:59Z,52920335727,1,Single-symbol summary,0.035,,,clickhouse-client --time,True,
ClickHouse Cloud,99,99,2026-08-08T23:15:59Z,53408601648,1,Single-symbol summary,0.013,,,clickhouse-client --time,True,
ClickHouse Cloud,100,100,2026-08-08T23:25:59Z,53910086618,1,Single-symbol summary,0.014,,,clickhouse-client --time,True,
ClickHouse Cloud,101,101,2026-08-08T23:35:59Z,54424699241,1,Single-symbol summary,0.007,,,clickhouse-client --time,True,
ClickHouse Cloud,102,102,2026-08-08T23:45:59Z,54899250491,1,Single-symbol summary,0.008,,,clickhouse-client --time,True,
ClickHouse Cloud,103,103,2026-08-08T23:55:59Z,55416633625,1,Single-symbol summary,0.007,,,clickhouse-client --time,True,
ClickHouse Cloud,104,104,2026-08-09T00:05:59Z,55944840077,1,Single-symbol summary,0.008,,,clickhouse-client --time,True,
ClickHouse Cloud,105,105,2026-08-09T00:15:59Z,56450202011,1,Single-symbol summary,0.015,,,clickhouse-client --time,True,
ClickHouse Cloud,106,106,2026-08-09T00:25:59Z,56976658135,1,Single-symbol summary,0.015,,,clickhouse-client --time,True,
ClickHouse Cloud,107,107,2026-08-09T00:35:59Z,57502590981,1,Single-symbol summary,0.007,,,clickhouse-client --time,True,
ClickHouse Cloud,108,108,2026-08-09T00:45:59Z,58017492696,1,Single-symbol summary,0.007,,,clickhouse-client --time,True,
ClickHouse Cloud,109,109,2026-08-09T00:55:59Z,58509450012,1,Single-symbol summary,0.008,,,clickhouse-client --time,True,
ClickHouse Cloud,110,110,2026-08-09T01:05:59Z,59010783142,1,Single-symbol summary,0.014,,,clickhouse-client --time,True,
ClickHouse Cloud,111,111,2026-08-09T01:15:59Z,59503489949,1,Single-symbol summary,0.01,,,clickhouse-client --time,True,
ClickHouse Cloud,112,112,2026-08-09T01:25:59Z,59972983401,1,Single-symbol summary,0.014,,,clickhouse-client --time,True,
ClickHouse Cloud,113,113,2026-08-09T01:35:59Z,60442237749,1,Single-symbol summary,0.009,,,clickhouse-client --time,True,
ClickHouse Cloud,114,114,2026-08-09T01:45:59Z,60904448195,1,Single-symbol summary,0.007,,,clickhouse-client --time,True,
ClickHouse Cloud,115,115,2026-08-09T01:55:59Z,61370139665,1,Single-symbol summary,0.014,,,clickhouse-client --time,True,
ClickHouse Cloud,116,116,2026-08-09T02:05:59Z,61872097967,1,Single-symbol summary,0.013,,,clickhouse-client --time,True,
ClickHouse Cloud,117,117,2026-08-09T02:15:59Z,62362523974,1,Single-symbol summary,0.015,,,clickhouse-client --time,True,
ClickHouse Cloud,118,118,2026-08-09T02:25:59Z,62852767644,1,Single-symbol summary,0.015,,,clickhouse-client --time,True,
ClickHouse Cloud,119,119,2026-08-09T02:35:59Z,63303274836,1,Single-symbol summary,0.015,,,clickhouse-client --time,True,
ClickHouse Cloud,120,120,2026-08-09T02:45:59Z,63813706871,1,Single-symbol summary,0.014,,,clickhouse-client --time,True,
ClickHouse Cloud,121,121,2026-08-09T02:55:59Z,64297816643,1,Single-symbol summary,0.014,,,clickhouse-client --time,True,
ClickHouse Cloud,122,122,2026-08-09T03:05:59Z,64830505943,1,Single-symbol summary,0.007,,,clickhouse-client --time,True,
ClickHouse Cloud,123,123,2026-08-09T03:15:59Z,65325007686,1,Single-symbol summary,0.006,,,clickhouse-client --time,True,
ClickHouse Cloud,124,124,2026-08-09T03:25:59Z,65803792964,1,Single-symbol summary,0.007,,,clickhouse-client --time,True,
ClickHouse Cloud,125,125,2026-08-09T03:35:59Z,66304040996,1,Single-symbol summary,0.007,,,clickhouse-client --time,True,
ClickHouse Cloud,126,126,2026-08-09T03:45:59Z,66813762801,1,Single-symbol summary,0.007,,,clickhouse-client --time,True,
ClickHouse Cloud,127,127,2026-08-09T03:55:59Z,67293866994,1,Single-symbol summary,0.013,,,clickhouse-client --time,True,
ClickHouse Cloud,128,128,2026-08-09T04:05:59Z,67748504407,1,Single-symbol summary,0.015,,,clickhouse-client --time,True,
ClickHouse Cloud,129,129,2026-08-09T04:15:59Z,68201006429,1,Single-symbol summary,0.014,,,clickhouse-client --time,True,
ClickHouse Cloud,130,130,2026-08-09T04:25:59Z,68684069442,1,Single-symbol summary,0.01,,,clickhouse-client --time,True,
ClickHouse Cloud,131,131,2026-08-09T04:35:59Z,69181831398,1,Single-symbol summary,0.008,,,clickhouse-client --time,True,
ClickHouse Cloud,132,132,2026-08-09T04:45:59Z,69676432303,1,Single-symbol summary,0.014,,,clickhouse-client --time,True,
ClickHouse Cloud,133,133,2026-08-09T04:55:59Z,70168596073,1,Single-symbol summary,0.007,,,clickhouse-client --time,True,
ClickHouse Cloud,134,134,2026-08-09T05:05:59Z,70659299166,1,Single-symbol summary,0.007,,,clickhouse-client --time,True,
ClickHouse Cloud,135,135,2026-08-09T05:15:59Z,71156738966,1,Single-symbol summary,0.007,,,clickhouse-client --time,True,
ClickHouse Cloud,136,136,2026-08-09T05:25:59Z,71624709770,1,Single-symbol summary,0.007,,,clickhouse-client --time,True,
ClickHouse Cloud,137,137,2026-08-09T05:35:59Z,72091825703,1,Single-symbol summary,0.015,,,clickhouse-client --time,True,
ClickHouse Cloud,138,138,2026-08-09T05:45:59Z,72547878251,1,Single-symbol summary,0.007,,,clickhouse-client --time,True,
ClickHouse Cloud,139,139,2026-08-09T05:55:59Z,73013213443,1,Single-symbol summary,0.007,,,clickhouse-client --time,True,
ClickHouse Cloud,140,140,2026-08-09T06:05:59Z,73476437585,1,Single-symbol summary,0.007,,,clickhouse-client --time,True,
ClickHouse Cloud,141,141,2026-08-09T06:15:59Z,73987325693,1,Single-symbol summary,0.008,,,clickhouse-client --time,True,
ClickHouse Cloud,142,142,2026-08-09T06:25:59Z,74486757162,1,Single-symbol summary,0.013,,,clickhouse-client --time,True,
ClickHouse Cloud,143,143,2026-08-09T06:35:59Z,74995355831,1,Single-symbol summary,0.015,,,clickhouse-client --time,True,
ClickHouse Cloud,144,144,2026-08-09T06:45:59Z,75466940903,1,Single-symbol summary,0.008,,,clickhouse-client --time,True,
ClickHouse Cloud,145,145,2026-08-09T06:55:59Z,75964855518,1,Single-symbol summary,0.014,,,clickhouse-client --time,True,
ClickHouse Cloud,146,146,2026-08-09T07:05:59Z,76430868234,1,Single-symbol summary,0.007,,,clickhouse-client --time,True,
ClickHouse Cloud,147,147,2026-08-09T07:15:59Z,76885010641,1,Single-symbol summary,0.008,,,clickhouse-client --time,True,
ClickHouse Cloud,148,148,2026-08-09T07:25:59Z,77350951993,1,Single-symbol summary,0.008,,,clickhouse-client --time,True,
ClickHouse Cloud,149,149,2026-08-09T07:35:59Z,77850423857,1,Single-symbol summary,0.007,,,clickhouse-client --time,True,
ClickHouse Cloud,150,150,2026-08-09T07:45:59Z,78316136469,1,Single-symbol summary,0.014,,,clickhouse-client --time,True,
ClickHouse Cloud,151,151,2026-08-09T07:55:59Z,78743691693,1,Single-symbol summary,0.009,,,clickhouse-client --time,True,
ClickHouse Cloud,152,152,2026-08-09T08:05:59Z,79106273696,1,Single-symbol summary,0.013,,,clickhouse-client --time,True,
ClickHouse Cloud,153,153,2026-08-09T08:15:59Z,79558355522,1,Single-symbol summary,0.009,,,clickhouse-client --time,True,
ClickHouse Cloud,154,154,2026-08-09T08:25:59Z,80034599414,1,Single-symbol summary,0.015,,,clickhouse-client --time,True,
ClickHouse Cloud,155,155,2026-08-09T08:35:59Z,80503603294,1,Single-symbol summary,0.009,,,clickhouse-client --time,True,
ClickHouse Cloud,156,156,2026-08-09T08:45:59Z,80949316423,1,Single-symbol summary,0.014,,,clickhouse-client --time,True,
ClickHouse Cloud,157,157,2026-08-09T08:55:59Z,81360968914,1,Single-symbol summary,0.007,,,clickhouse-client --time,True,
ClickHouse Cloud,158,158,2026-08-09T09:05:59Z,81786894322,1,Single-symbol summary,0.014,,,clickhouse-client --time,True,
ClickHouse Cloud,159,159,2026-08-09T09:15:59Z,82193904360,1,Single-symbol summary,0.007,,,clickhouse-client --time,True,
ClickHouse Cloud,160,160,2026-08-09T09:25:59Z,82614022776,1,Single-symbol summary,0.015,,,clickhouse-client --time,True,
ClickHouse Cloud,161,161,2026-08-09T09:35:59Z,83038964951,1,Single-symbol summary,0.01,,,clickhouse-client --time,True,
ClickHouse Cloud,162,162,2026-08-09T09:45:59Z,83491097777,1,Single-symbol summary,0.015,,,clickhouse-client --time,True,
ClickHouse Cloud,163,163,2026-08-09T09:55:59Z,83949333223,1,Single-symbol summary,0.014,,,clickhouse-client --time,True,
ClickHouse Cloud,164,164,2026-08-09T10:05:59Z,84454230067,1,Single-symbol summary,0.007,,,clickhouse-client --time,True,
ClickHouse Cloud,165,165,2026-08-09T10:15:59Z,84942338016,1,Single-symbol summary,0.007,,,clickhouse-client --time,True,
ClickHouse Cloud,166,166,2026-08-09T10:25:59Z,85486320046,1,Single-symbol summary,0.007,,,clickhouse-client --time,True,
ClickHouse Cloud,167,167,2026-08-09T10:35:59Z,86027059928,1,Single-symbol summary,0.015,,,clickhouse-client --time,True,
ClickHouse Cloud,168,168,2026-08-09T10:45:59Z,86536377584,1,Single-symbol summary,0.009,,,clickhouse-client --time,True,
ClickHouse Cloud,169,169,2026-08-09T10:55:59Z,87060073492,1,Single-symbol summary,0.014,,,clickhouse-client --time,True,
ClickHouse Cloud,170,170,2026-08-09T11:05:59Z,87633622969,1,Single-symbol summary,0.014,,,clickhouse-client --time,True,
ClickHouse Cloud,171,171,2026-08-09T11:15:59Z,88183458683,1,Single-symbol summary,0.014,,,clickhouse-client --time,True,
ClickHouse Cloud,172,172,2026-08-09T11:25:59Z,88722660479,1,Single-symbol summary,0.008,,,clickhouse-client --time,True,
ClickHouse Cloud,173,173,2026-08-09T11:35:59Z,89252600968,1,Single-symbol summary,0.007,,,clickhouse-client --time,True,
ClickHouse Cloud,174,174,2026-08-09T11:45:59Z,89771307204,1,Single-symbol summary,0.007,,,clickhouse-client --time,True,
ClickHouse Cloud,175,175,2026-08-09T11:55:59Z,90310361990,1,Single-symbol summary,0.014,,,clickhouse-client --time,True,
ClickHouse Cloud,176,176,2026-08-09T12:05:59Z,90786625328,1,Single-symbol summary,0.007,,,clickhouse-client --time,True,
ClickHouse Cloud,177,177,2026-08-09T12:15:59Z,91318721092,1,Single-symbol summary,0.007,,,clickhouse-client --time,True,
ClickHouse Cloud,178,178,2026-08-09T12:25:59Z,91841644344,1,Single-symbol summary,0.007,,,clickhouse-client --time,True,
ClickHouse Cloud,179,179,2026-08-09T12:35:59Z,92330582028,1,Single-symbol summary,0.007,,,clickhouse-client --time,True,
ClickHouse Cloud,180,180,2026-08-09T12:45:59Z,92808126794,1,Single-symbol summary,0.013,,,clickhouse-client --time,True,
ClickHouse Cloud,181,181,2026-08-09T12:55:59Z,93292685867,1,Single-symbol summary,0.014,,,clickhouse-client --time,True,
ClickHouse Cloud,182,182,2026-08-09T13:05:59Z,93798216437,1,Single-symbol summary,0.013,,,clickhouse-client --time,True,
ClickHouse Cloud,183,183,2026-08-09T13:15:59Z,94324820860,1,Single-symbol summary,0.014,,,clickhouse-client --time,True,
ClickHouse Cloud,184,184,2026-08-09T13:25:59Z,94869720583,1,Single-symbol summary,0.015,,,clickhouse-client --time,True,
ClickHouse Cloud,185,185,2026-08-09T13:35:59Z,95368092163,1,Single-symbol summary,0.008,,,clickhouse-client --time,True,
ClickHouse Cloud,186,186,2026-08-09T13:45:59Z,95854521730,1,Single-symbol summary,0.008,,,clickhouse-client --time,True,
ClickHouse Cloud,187,187,2026-08-09T13:55:59Z,96363475717,1,Single-symbol summary,0.01,,,clickhouse-client --time,True,
ClickHouse Cloud,188,188,2026-08-09T14:05:59Z,96870245467,1,Single-symbol summary,0.007,,,clickhouse-client --time,True,
ClickHouse Cloud,189,189,2026-08-09T14:15:59Z,97440595296,1,Single-symbol summary,0.016,,,clickhouse-client --time,True,
ClickHouse Cloud,190,190,2026-08-09T14:25:59Z,97990299109,1,Single-symbol summary,0.015,,,clickhouse-client --time,True,
ClickHouse Cloud,191,191,2026-08-09T14:35:59Z,98531195718,1,Single-symbol summary,0.007,,,clickhouse-client --time,True,
ClickHouse Cloud,192,192,2026-08-09T14:45:59Z,99080355059,1,Single-symbol summary,0.008,,,clickhouse-client --time,True,
ClickHouse Cloud,193,193,2026-08-09T14:55:59Z,99566521565,1,Single-symbol summary,0.007,,,clickhouse-client --time,True,
Snowflake,2,2,2026-08-11T11:28:57Z,532996784,1,Single-symbol summary,0.226,0.184,0.042,runner result (end-to-end); compilation/execution retained,True,
Snowflake,3,3,2026-08-11T11:38:57Z,1108625165,1,Single-symbol summary,0.321,0.264,0.057,runner result (end-to-end); compilation/execution retained,True,
Snowflake,4,4,2026-08-11T11:48:57Z,1658912507,1,Single-symbol summary,0.265,0.176,0.089,runner result (end-to-end); compilation/execution retained,True,
Snowflake,5,5,2026-08-11T11:58:57Z,2217147353,1,Single-symbol summary,0.274,0.197,0.077,runner result (end-to-end); compilation/execution retained,True,
Snowflake,6,6,2026-08-11T12:08:57Z,2786291244,1,Single-symbol summary,0.247,0.144,0.103,runner result (end-to-end); compilation/execution retained,True,
Snowflake,7,7,2026-08-11T12:18:57Z,3343738155,1,Single-symbol summary,0.331,0.222,0.109,runner result (end-to-end); compilation/execution retained,True,
Snowflake,8,8,2026-08-11T12:28:57Z,3899391577,1,Single-symbol summary,0.302,0.217,0.085,runner result (end-to-end); compilation/execution retained,True,
Snowflake,9,9,2026-08-11T12:38:57Z,4448004794,1,Single-symbol summary,0.369,0.275,0.094,runner result (end-to-end); compilation/execution retained,True,
Snowflake,10,10,2026-08-11T12:48:57Z,5002254267,1,Single-symbol summary,0.369,0.263,0.106,runner result (end-to-end); compilation/execution retained,True,
Snowflake,11,11,2026-08-11T12:58:57Z,5553730140,1,Single-symbol summary,0.292,0.2,0.092,runner result (end-to-end); compilation/execution retained,True,
Snowflake,12,12,2026-08-11T13:08:57Z,6107183801,1,Single-symbol summary,0.234,0.121,0.113,runner result (end-to-end); compilation/execution retained,True,
Snowflake,13,13,2026-08-11T13:18:57Z,6662885451,1,Single-symbol summary,0.367,0.188,0.179,runner result (end-to-end); compilation/execution retained,True,
Snowflake,14,14,2026-08-11T13:28:57Z,7220407062,1,Single-symbol summary,0.478,0.361,0.117,runner result (end-to-end); compilation/execution retained,True,
Snowflake,15,15,2026-08-11T13:38:57Z,7772453021,1,Single-symbol summary,0.238,0.135,0.103,runner result (end-to-end); compilation/execution retained,True,
Snowflake,16,16,2026-08-11T13:48:57Z,8327660844,1,Single-symbol summary,0.309,0.196,0.113,runner result (end-to-end); compilation/execution retained,True,
Snowflake,17,17,2026-08-11T13:58:57Z,8869790384,1,Single-symbol summary,0.277,0.148,0.129,runner result (end-to-end); compilation/execution retained,True,
Snowflake,18,18,2026-08-11T14:08:57Z,9416167217,1,Single-symbol summary,0.399,0.282,0.117,runner result (end-to-end); compilation/execution retained,True,
Snowflake,19,19,2026-08-11T14:18:57Z,9966828956,1,Single-symbol summary,0.312,0.167,0.145,runner result (end-to-end); compilation/execution retained,True,
