source_line,iteration,observed_at,raw_rows,query_number,query_name,latency_sec,compilation_sec,execution_sec,residual_sec,included_in_plot,exclusion_reason,display_compilation_sec,display_execution_sec
34,34,2026-08-11T16:48:57Z,18120902444,1,Single-symbol summary,15.428,14.791,0.464,0.17300000000000043,True,,14.791,0.4640000000000004
35,35,2026-08-11T16:58:57Z,18664388826,1,Single-symbol summary,16.046,15.333,0.63,0.08299999999999919,True,,15.333,0.39200000000000124
36,36,2026-08-11T17:08:57Z,19216193045,1,Single-symbol summary,17.385,16.724,0.577,0.0840000000000014,True,,15.454,0.5090000000000003
37,37,2026-08-11T17:18:57Z,19745883933,1,Single-symbol summary,15.811,15.454,0.271,0.0859999999999993,True,,15.489,0.6069999999999993
38,38,2026-08-11T17:28:57Z,20305329136,1,Single-symbol summary,16.188,15.489,0.607,0.09199999999999808,True,,16.037,0.5530000000000008
39,39,2026-08-11T17:38:57Z,20844684066,1,Single-symbol summary,16.699,16.037,0.553,0.10900000000000254,True,,16.037,0.5530000000000008
40,40,2026-08-11T17:48:57Z,21391428069,1,Single-symbol summary,18.327,17.224,0.955,0.14800000000000157,True,,16.037,0.5530000000000008
41,41,2026-08-11T17:58:57Z,21938345201,1,Single-symbol summary,17.613,16.925,0.648,0.039999999999998814,True,,16.501,0.7660000000000018
42,42,2026-08-11T18:08:57Z,22480394175,1,Single-symbol summary,16.347,15.618,0.624,0.10500000000000098,True,,16.925,0.6479999999999997
43,43,2026-08-11T18:18:57Z,23027036303,1,Single-symbol summary,18.343,17.622,0.615,0.1060000000000001,True,,16.925,0.6479999999999997
44,44,2026-08-11T18:28:57Z,23563684837,1,Single-symbol summary,17.34,16.501,0.766,0.07299999999999862,True,,16.925,0.6479999999999997
45,45,2026-08-11T18:38:57Z,24108292723,1,Single-symbol summary,17.962,17.218,0.675,0.06899999999999973,True,,17.218,0.6750000000000007
46,46,2026-08-11T18:48:57Z,24651647019,1,Single-symbol summary,17.391,16.619,0.674,0.09799999999999842,True,,17.622,0.6149999999999984
47,47,2026-08-11T18:58:57Z,25200289313,1,Single-symbol summary,18.832,18.052,0.672,0.1080000000000011,True,,17.218,0.6750000000000007
48,48,2026-08-11T19:08:57Z,25747852434,1,Single-symbol summary,20.249,19.541,0.596,0.11199999999999843,True,,17.262,0.6310000000000002
49,49,2026-08-11T19:18:57Z,26283076869,1,Single-symbol summary,19.108,18.046,0.782,0.28000000000000114,True,,17.369,0.620000000000001
50,50,2026-08-11T19:28:57Z,26820178083,1,Single-symbol summary,17.532,16.975,0.498,0.05899999999999861,True,,18.046,0.6780000000000008
51,51,2026-08-11T19:38:57Z,27375417517,1,Single-symbol summary,18.332,17.262,0.538,0.5320000000000003,True,,17.369,0.620000000000001
52,52,2026-08-11T19:48:57Z,27918995748,1,Single-symbol summary,18.486,17.369,0.62,0.4970000000000009,True,,17.369,0.620000000000001
53,53,2026-08-11T19:58:57Z,28455528243,1,Single-symbol summary,20.013,19.503,0.424,0.08600000000000158,True,,17.369,0.620000000000001
54,54,2026-08-11T20:08:57Z,28993570106,1,Single-symbol summary,17.617,16.875,0.661,0.08100000000000085,True,,18.144,0.6159999999999997
55,55,2026-08-11T20:18:57Z,29545700964,1,Single-symbol summary,21.191,20.231,0.527,0.4329999999999973,True,,18.144,0.6159999999999997
56,56,2026-08-11T20:28:57Z,30083988028,1,Single-symbol summary,18.76,18.144,0.616,3.219646771412954e-15,True,,18.267,0.5420000000000016
57,57,2026-08-11T20:38:57Z,30630575890,1,Single-symbol summary,18.868,18.267,0.542,0.05899999999999905,True,,18.267,0.5420000000000016
58,58,2026-08-11T20:48:57Z,31165284381,1,Single-symbol summary,18.797,18.087,0.618,0.09200000000000086,True,,19.769,0.7839999999999989
59,59,2026-08-11T20:58:57Z,31720586913,1,Single-symbol summary,21.674,20.83,0.752,0.09200000000000119,True,,19.769,0.7839999999999989
60,60,2026-08-11T21:08:57Z,32256432850,1,Single-symbol summary,20.629,19.769,0.784,0.07600000000000295,True,,20.364,0.6359999999999992
61,61,2026-08-11T21:18:57Z,32804567571,1,Single-symbol summary,21.397,20.516,0.513,0.3680000000000002,True,,20.364,0.6359999999999992
62,62,2026-08-11T21:28:57Z,33359668543,1,Single-symbol summary,21.059,20.364,0.636,0.059000000000000274,True,,20.364,0.6359999999999992
63,63,2026-08-11T21:38:57Z,33893505898,1,Single-symbol summary,21.941,21.04,0.53,0.3709999999999998,True,,20.364,0.6359999999999992
64,64,2026-08-11T21:48:57Z,34442826434,1,Single-symbol summary,19.752,19.12,0.523,0.10899999999999788,True,,20.516,0.5130000000000017
65,65,2026-08-11T21:58:57Z,34990195086,1,Single-symbol summary,21.055,20.165,0.773,0.11700000000000055,True,,20.826,0.5579999999999998
66,66,2026-08-11T22:08:57Z,35543561911,1,Single-symbol summary,22.141,21.415,0.608,0.1179999999999991,True,,21.007,0.3769999999999989
67,67,2026-08-11T22:18:57Z,36086551556,1,Single-symbol summary,22.204,21.718,0.353,0.13300000000000067,True,,20.826,0.5579999999999998
68,68,2026-08-11T22:28:57Z,36629144961,1,Single-symbol summary,21.463,20.826,0.558,0.0790000000000004,True,,21.007,0.4059999999999988
69,69,2026-08-11T22:38:57Z,37176739226,1,Single-symbol summary,21.439,21.007,0.36,0.07199999999999862,True,,21.007,0.4059999999999988
70,70,2026-08-11T22:48:57Z,37714068818,1,Single-symbol summary,21.478,20.692,0.721,0.06500000000000139,True,,21.007,0.4059999999999988
71,71,2026-08-11T22:58:57Z,38258658415,1,Single-symbol summary,21.956,21.218,0.635,0.10299999999999954,True,,20.826,0.5579999999999998
72,72,2026-08-11T23:08:57Z,38815458699,1,Single-symbol summary,20.802,19.884,0.777,0.14099999999999924,True,,21.007,0.4059999999999988
73,73,2026-08-11T23:18:57Z,39353814542,1,Single-symbol summary,22.201,21.503,0.608,0.09000000000000041,True,,21.09,0.6780000000000008
74,74,2026-08-11T23:28:57Z,39910561199,1,Single-symbol summary,20.33,19.618,0.62,0.09199999999999975,True,,21.218,0.6350000000000016
75,75,2026-08-11T23:38:57Z,40450795463,1,Single-symbol summary,24.133,23.642,0.42,0.07099999999999967,True,,21.09,0.6780000000000008
76,76,2026-08-11T23:48:57Z,41001235716,1,Single-symbol summary,21.87,21.09,0.678,0.10200000000000109,True,,21.09,0.6780000000000008
77,77,2026-08-11T23:58:57Z,41541364286,1,Single-symbol summary,22.798,21.891,0.788,0.119,True,,20.791,0.5730000000000004
78,78,2026-08-12T00:08:57Z,42087321356,1,Single-symbol summary,18.654,17.944,0.624,0.08600000000000085,True,,20.791,0.5730000000000004
79,79,2026-08-12T00:18:57Z,42638946619,1,Single-symbol summary,21.591,20.791,0.573,0.22700000000000076,True,,20.694,0.5779999999999994
80,80,2026-08-12T00:28:57Z,43189555601,1,Single-symbol summary,19.195,18.157,0.976,0.06200000000000028,True,,20.694,0.5779999999999994
81,81,2026-08-12T00:38:57Z,43737335549,1,Single-symbol summary,21.557,20.694,0.578,0.2849999999999996,True,,18.792,0.9390000000000001
82,82,2026-08-12T00:48:57Z,44285385932,1,Single-symbol summary,19.056,18.25,0.645,0.16100000000000092,True,,20.694,0.5779999999999994
83,83,2026-08-12T00:58:57Z,44819116712,1,Single-symbol summary,21.997,21.003,0.784,0.20999999999999974,True,,20.694,0.5779999999999994
84,84,2026-08-12T01:08:57Z,45370941730,1,Single-symbol summary,19.847,18.792,0.939,0.11599999999999977,True,,20.896,0.7369999999999983
85,85,2026-08-12T01:18:57Z,45915210443,1,Single-symbol summary,24.167,23.025,0.792,0.350000000000003,True,,20.896,0.7369999999999983
86,86,2026-08-12T01:28:57Z,46469268846,1,Single-symbol summary,21.699,20.896,0.737,0.06600000000000084,True,,20.896,0.7369999999999983
87,87,2026-08-12T01:38:57Z,47014619196,1,Single-symbol summary,23.027,21.858,0.632,0.5370000000000005,True,,18.792,0.9390000000000001
88,88,2026-08-12T01:48:57Z,47557887173,1,Single-symbol summary,7.109,6.59,0.426,0.09300000000000014,True,,12.2,0.5890000000000004
89,89,2026-08-12T01:58:57Z,48108937450,1,Single-symbol summary,12.183,11.284,0.46,0.4389999999999991,True,,12.129,0.4369999999999994
90,90,2026-08-12T02:08:57Z,48654354733,1,Single-symbol summary,10.873,10.236,0.488,0.1489999999999987,True,,11.284,0.46000000000000085
91,91,2026-08-12T02:18:57Z,49198792764,1,Single-symbol summary,13.217,12.2,0.589,0.42800000000000127,True,,10.236,0.48799999999999955
92,92,2026-08-12T02:28:57Z,49752959746,1,Single-symbol summary,12.637,12.129,0.437,0.0710000000000009,True,,10.691,0.4640000000000004
93,93,2026-08-12T02:38:57Z,50295558507,1,Single-symbol summary,4.437,4.351,0.086,3.0531133177191805e-16,True,,10.691,0.4640000000000004
94,94,2026-08-12T02:48:57Z,50839423797,1,Single-symbol summary,10.411,9.75,0.4,0.26099999999999957,True,,10.802,0.6539999999999999
95,95,2026-08-12T02:58:57Z,51388846496,1,Single-symbol summary,11.252,10.691,0.464,0.09699999999999992,True,,10.691,0.4640000000000004
96,96,2026-08-12T03:08:57Z,51921113849,1,Single-symbol summary,11.515,10.802,0.654,0.05900000000000094,True,,10.691,0.4640000000000004
97,97,2026-08-12T03:18:57Z,52476957308,1,Single-symbol summary,12.149,11.233,0.45,0.4659999999999986,True,,10.802,0.5990000000000002
98,98,2026-08-12T03:28:57Z,53013859627,1,Single-symbol summary,10.951,9.801,0.512,0.6380000000000003,True,,10.872,0.5839999999999996
99,99,2026-08-12T03:38:57Z,53553602030,1,Single-symbol summary,11.967,10.872,0.529,0.5660000000000006,True,,11.095,0.38599999999999923
100,100,2026-08-12T03:48:57Z,54096739316,1,Single-symbol summary,13.463,12.521,0.435,0.5069999999999983,True,,11.233,0.4499999999999993
101,101,2026-08-12T03:58:57Z,54638958461,1,Single-symbol summary,11.72,11.095,0.386,0.239,True,,12.056,0.5250000000000004
102,102,2026-08-12T04:08:57Z,55184688243,1,Single-symbol summary,12.673,12.056,0.525,0.09200000000000086,True,,12.384,0.572000000000001
103,103,2026-08-12T04:18:57Z,55728939933,1,Single-symbol summary,14.742,13.774,0.441,0.5270000000000017,True,,12.521,0.4469999999999992
104,104,2026-08-12T04:28:57Z,56273535672,1,Single-symbol summary,13.597,12.796,0.45,0.35100000000000015,True,,12.754,0.4919999999999991
105,105,2026-08-12T04:38:57Z,56810381460,1,Single-symbol summary,13.059,12.384,0.584,0.09099999999999897,True,,12.796,0.5760000000000005
106,106,2026-08-12T04:48:57Z,57362361385,1,Single-symbol summary,14.316,12.754,0.618,0.9440000000000012,True,,12.796,0.5760000000000005
107,107,2026-08-12T04:58:57Z,57913493016,1,Single-symbol summary,14.803,13.784,0.548,0.4710000000000001,True,,12.796,0.5760000000000005
108,108,2026-08-12T05:08:57Z,58446958006,1,Single-symbol summary,19.42,18.38,0.486,0.5540000000000027,True,,12.754,0.6180000000000003
109,109,2026-08-12T05:18:57Z,58996538773,1,Single-symbol summary,10.824,10.264,0.487,0.07300000000000051,True,,13.784,0.548
110,110,2026-08-12T05:28:57Z,59543392881,1,Single-symbol summary,17.535,16.838,0.622,0.07499999999999918,True,,14.975,0.5909999999999993
111,111,2026-08-12T05:38:57Z,60095495207,1,Single-symbol summary,11.333,10.699,0.471,0.16300000000000037,True,,14.975,0.5909999999999993
112,112,2026-08-12T05:48:57Z,60639957737,1,Single-symbol summary,15.838,15.238,0.519,0.08099999999999963,True,,14.975,0.5909999999999993
113,113,2026-08-12T05:58:57Z,61187361357,1,Single-symbol summary,15.701,14.975,0.591,0.1350000000000009,True,,14.975,0.5909999999999993
114,114,2026-08-12T06:08:57Z,61731139656,1,Single-symbol summary,15.574,14.812,0.617,0.14500000000000046,True,,14.975,0.5909999999999993
115,115,2026-08-12T06:18:57Z,62279567684,1,Single-symbol summary,18.016,17.322,0.606,0.08799999999999908,True,,15.207,0.5499999999999989
116,116,2026-08-12T06:28:57Z,62825580983,1,Single-symbol summary,14.176,13.585,0.502,0.0889999999999993,True,,15.207,0.5670000000000002
117,117,2026-08-12T06:38:57Z,63370928291,1,Single-symbol summary,18.898,18.233,0.586,0.07899999999999918,True,,16.173,0.5249999999999986
118,118,2026-08-12T06:48:57Z,63914819184,1,Single-symbol summary,15.863,15.207,0.567,0.08899999999999886,True,,17.018,0.5219999999999985
119,119,2026-08-12T06:58:57Z,64455955665,1,Single-symbol summary,17.643,17.018,0.522,0.10299999999999998,True,,17.018,0.5219999999999985
120,120,2026-08-12T07:08:57Z,65003623242,1,Single-symbol summary,16.834,16.173,0.525,0.13600000000000134,True,,17.018,0.5219999999999985
121,121,2026-08-12T07:18:57Z,65557201130,1,Single-symbol summary,19.322,18.352,0.526,0.44399999999999884,True,,17.018,0.5219999999999985
122,122,2026-08-12T07:28:57Z,66099065156,1,Single-symbol summary,18.15,17.455,0.605,0.0900000000000003,True,,17.455,0.6050000000000004
123,123,2026-08-12T07:38:57Z,66642452422,1,Single-symbol summary,16.976,16.406,0.497,0.07300000000000029,True,,17.815,0.6900000000000013
124,124,2026-08-12T07:48:57Z,67182421438,1,Single-symbol summary,19.134,18.447,0.578,0.10900000000000121,True,,18.352,0.5259999999999998
125,125,2026-08-12T07:58:57Z,67727916114,1,Single-symbol summary,19.811,19.26,0.551,-1.6653345369377348e-15,True,,18.447,0.5779999999999994
126,126,2026-08-12T08:08:57Z,68267471024,1,Single-symbol summary,18.616,17.815,0.69,0.11099999999999843,True,,18.447,0.5779999999999994
127,127,2026-08-12T08:18:57Z,68802200323,1,Single-symbol summary,19.873,19.142,0.57,0.1610000000000017,True,,18.447,0.5779999999999994
128,128,2026-08-12T08:28:57Z,69346329844,1,Single-symbol summary,21.691,20.982,0.551,0.15799999999999959,True,,17.921,0.5840000000000032
129,129,2026-08-12T08:38:57Z,69897183390,1,Single-symbol summary,18.548,17.921,0.545,0.08199999999999885,True,,17.815,0.6509999999999998
130,130,2026-08-12T08:48:57Z,70428726736,1,Single-symbol summary,10.196,9.656,0.413,0.12699999999999917,True,,11.737,0.5839999999999996
131,131,2026-08-12T08:58:57Z,70979357463,1,Single-symbol summary,12.005,11.417,0.516,0.07200000000000095,True,,11.723,0.44200000000000017
132,132,2026-08-12T09:08:57Z,71519985704,1,Single-symbol summary,12.454,11.737,0.584,0.13300000000000056,True,,11.417,0.516
133,133,2026-08-12T09:18:57Z,72058735690,1,Single-symbol summary,12.265,11.723,0.442,0.09999999999999981,True,,11.407,0.4789999999999992
134,134,2026-08-12T09:28:57Z,72596851158,1,Single-symbol summary,11.257,10.502,0.584,0.17099999999999904,True,,11.417,0.516
135,135,2026-08-12T09:38:57Z,73126410994,1,Single-symbol summary,12.274,11.407,0.479,0.3879999999999991,True,,11.723,0.44200000000000017
136,136,2026-08-12T09:48:57Z,73663989869,1,Single-symbol summary,11.493,10.547,0.45,0.4959999999999997,True,,11.723,0.44200000000000017
137,137,2026-08-12T09:58:57Z,74210734717,1,Single-symbol summary,13.789,13.1,0.6,0.08900000000000008,True,,11.91,0.5280000000000005
138,138,2026-08-12T10:08:57Z,74754170511,1,Single-symbol summary,12.842,11.91,0.528,0.40400000000000036,True,,11.952,0.5259999999999998
139,139,2026-08-12T10:18:57Z,75292467460,1,Single-symbol summary,12.807,12.186,0.457,0.16400000000000042,True,,11.952,0.5259999999999998
140,140,2026-08-12T10:28:57Z,75839048271,1,Single-symbol summary,15.092,14.009,0.5,0.5830000000000002,True,,12.186,0.45700000000000074
141,141,2026-08-12T10:38:57Z,76379287699,1,Single-symbol summary,12.554,11.952,0.526,0.07600000000000029,True,,11.952,0.5259999999999998
142,142,2026-08-12T10:48:57Z,76921212731,1,Single-symbol summary,12.023,11.537,0.358,0.1279999999999989,True,,12.01,0.6330000000000009
143,143,2026-08-12T10:58:57Z,77474274891,1,Single-symbol summary,13.165,12.458,0.575,0.131999999999999,True,,12.01,0.6419999999999995
144,144,2026-08-12T11:08:57Z,78020239558,1,Single-symbol summary,2.579,2.422,0.157,2.7755575615628914e-17,True,,12.01,0.6419999999999995
145,145,2026-08-12T11:18:57Z,78556038400,1,Single-symbol summary,12.71,12.01,0.642,0.05800000000000105,True,,12.458,0.5749999999999993
146,146,2026-08-12T11:28:57Z,79095605628,1,Single-symbol summary,15.06,14.411,0.538,0.11100000000000088,True,,12.67,0.47499999999999964
147,147,2026-08-12T11:38:57Z,79642025309,1,Single-symbol summary,13.816,13.167,0.542,0.10700000000000087,True,,12.757,0.5440000000000005
148,148,2026-08-12T11:48:57Z,80174044570,1,Single-symbol summary,13.391,12.757,0.544,0.0900000000000003,True,,13.167,0.5419999999999998
149,149,2026-08-12T11:58:57Z,80719696641,1,Single-symbol summary,13.621,12.67,0.475,0.47600000000000053,True,,13.854,0.4900000000000002
150,150,2026-08-12T12:08:57Z,81262895664,1,Single-symbol summary,16.578,15.826,0.502,0.2499999999999989,True,,13.854,0.4900000000000002
151,151,2026-08-12T12:18:57Z,81806775602,1,Single-symbol summary,14.756,13.854,0.49,0.41200000000000103,True,,13.854,0.4900000000000002
152,152,2026-08-12T12:28:57Z,82353792598,1,Single-symbol summary,15.736,15.034,0.457,0.24499999999999994,True,,14.527,0.5860000000000003
153,153,2026-08-12T12:38:57Z,82888706006,1,Single-symbol summary,16.568,15.921,0.566,0.08100000000000207,True,,14.527,0.5860000000000003
154,154,2026-08-12T12:48:57Z,83443900439,1,Single-symbol summary,2.669,2.547,0.122,-1.1102230246251565e-16,True,,14.48,0.6300000000000008
155,155,2026-08-12T12:58:57Z,83986715739,1,Single-symbol summary,15.201,14.527,0.586,0.0880000000000013,True,,14.527,0.5860000000000003
156,156,2026-08-12T13:08:57Z,84528180207,1,Single-symbol summary,15.116,14.364,0.585,0.16699999999999893,True,,14.48,0.6300000000000008
157,157,2026-08-12T13:18:57Z,85066604156,1,Single-symbol summary,15.184,14.48,0.63,0.07399999999999884,True,,14.48,0.6079999999999988
158,158,2026-08-12T13:28:57Z,85620033283,1,Single-symbol summary,16.782,16.087,0.59,0.10500000000000032,True,,14.48,0.6079999999999988
159,159,2026-08-12T13:38:57Z,86152994817,1,Single-symbol summary,14.68,13.996,0.578,0.10599999999999932,True,,14.48,0.6079999999999988
160,160,2026-08-12T13:48:57Z,86704737177,1,Single-symbol summary,15.158,14.485,0.603,0.07000000000000006,True,,14.48,0.6079999999999988
161,161,2026-08-12T13:58:57Z,87242847941,1,Single-symbol summary,9.427,8.777,0.65,3.3306690738754696e-16,True,,14.485,0.6029999999999998
162,162,2026-08-12T14:08:57Z,87786454820,1,Single-symbol summary,22.388,21.673,0.715,3.4416913763379853e-15,True,,14.485,0.6029999999999998
163,163,2026-08-12T14:18:57Z,88330971978,1,Single-symbol summary,9.547,9.07,0.477,3.3306690738754696e-16,True,,15.445,0.5540000000000003
164,164,2026-08-12T14:28:57Z,88873955947,1,Single-symbol summary,16.311,15.671,0.545,0.09500000000000053,True,,15.671,0.5450000000000017
165,165,2026-08-12T14:38:57Z,89419840113,1,Single-symbol summary,18.805,18.017,0.555,0.2330000000000002,True,,17.368,0.5569999999999986
166,166,2026-08-12T14:48:57Z,89959994694,1,Single-symbol summary,16.571,15.445,0.554,0.5720000000000012,True,,17.368,0.5569999999999986
167,167,2026-08-12T14:58:57Z,90505068849,1,Single-symbol summary,18.609,17.368,0.557,0.6840000000000032,True,,18.017,0.5549999999999997
168,168,2026-08-12T15:08:57Z,91061606220,1,Single-symbol summary,20.572,19.721,0.777,0.07399999999999907,True,,18.596,0.48900000000000077
169,169,2026-08-12T15:18:57Z,91608517197,1,Single-symbol summary,19.568,18.596,0.489,0.4830000000000013,True,,19.167,0.532
170,170,2026-08-12T15:28:57Z,92153494394,1,Single-symbol summary,20.293,19.167,0.532,0.5939999999999976,True,,19.188,0.6129999999999995
171,171,2026-08-12T15:38:57Z,92698030525,1,Single-symbol summary,20.886,19.778,0.59,0.5180000000000006,True,,19.721,0.6469999999999985
172,172,2026-08-12T15:48:57Z,93242607069,1,Single-symbol summary,19.801,19.188,0.613,-4.440892098500626e-16,True,,19.778,0.5899999999999999
173,173,2026-08-12T15:58:57Z,93787407199,1,Single-symbol summary,21.245,20.293,0.598,0.35400000000000176,True,,19.778,0.5899999999999999
174,174,2026-08-12T16:08:57Z,94330065240,1,Single-symbol summary,21.902,21.209,0.632,0.061000000000001386,True,,20.013,0.5829999999999984
175,175,2026-08-12T16:18:57Z,94877773840,1,Single-symbol summary,21.972,20.874,0.619,0.47900000000000253,True,,20.013,0.5829999999999984
176,176,2026-08-12T16:28:57Z,95419508344,1,Single-symbol summary,19.534,18.681,0.578,0.274999999999998,True,,20.013,0.5829999999999984
177,177,2026-08-12T16:38:57Z,95972724266,1,Single-symbol summary,20.886,20.013,0.583,0.2899999999999976,True,,20.013,0.5829999999999984
178,178,2026-08-12T16:48:57Z,96513946374,1,Single-symbol summary,19.938,19.253,0.58,0.10499999999999876,True,,20.006,0.5740000000000016
179,179,2026-08-12T16:58:57Z,97064716964,1,Single-symbol summary,20.734,20.006,0.574,0.15400000000000158,True,,19.419,0.5519999999999996
180,180,2026-08-12T17:08:57Z,97615350266,1,Single-symbol summary,23.459,22.823,0.636,-7.771561172376096e-16,True,,20.006,0.5740000000000016
181,181,2026-08-12T17:18:57Z,98161784620,1,Single-symbol summary,20.07,19.341,0.63,0.0989999999999992,True,,20.006,0.5740000000000016
182,182,2026-08-12T17:28:57Z,98700378757,1,Single-symbol summary,20.016,19.419,0.525,0.07199999999999773,True,,20.346,0.5955000000000013
183,183,2026-08-12T17:38:57Z,99259158207,1,Single-symbol summary,22.324,21.688,0.566,0.07000000000000284,True,,20.686,0.6170000000000009
184,184,2026-08-12T17:48:57Z,99801890611,1,Single-symbol summary,21.414,20.686,0.617,0.11100000000000154,True,,20.052500000000002,0.5844999999999985
2,2,2026-08-11T11:28:57Z,532996784,2,Watchlist summary,0.282,0.198,0.084,-4.163336342344337e-17,True,,0.5455,0.08900000000000008
3,3,2026-08-11T11:38:57Z,1108625165,2,Watchlist summary,0.515,0.424,0.091,2.7755575615628914e-17,True,,0.667,0.08699999999999997
4,4,2026-08-11T11:48:57Z,1658912507,2,Watchlist summary,0.754,0.667,0.087,-2.7755575615628914e-17,True,,0.753,0.09799999999999998
5,5,2026-08-11T11:58:57Z,2217147353,2,Watchlist summary,0.948,0.839,0.109,-1.3877787807814457e-17,True,,0.839,0.10899999999999999
6,6,2026-08-11T12:08:57Z,2786291244,2,Watchlist summary,0.964,0.89,0.074,-4.163336342344337e-17,True,,0.89,0.07399999999999995
7,7,2026-08-11T12:18:57Z,3343738155,2,Watchlist summary,1.206,1.119,0.087,-2.7755575615628914e-17,True,,1.119,0.08699999999999997
8,8,2026-08-11T12:28:57Z,3899391577,2,Watchlist summary,1.481,1.214,0.267,1.1102230246251565e-16,True,,1.214,0.2669999999999999
9,9,2026-08-11T12:38:57Z,4448004794,2,Watchlist summary,1.868,1.787,0.081,1.8041124150158794e-16,True,,1.606,0.14700000000000002
10,10,2026-08-11T12:48:57Z,5002254267,2,Watchlist summary,1.753,1.606,0.147,-1.942890293094024e-16,True,,1.778,0.08999999999999986
