system,source_line,iteration,observed_at,raw_rows,query_number,query_name,latency_sec,runtime_source
BigQuery,21,21,2026-08-10T18:44:39.579Z,12001571093,1,Single-symbol summary,3.583000000,statistics.finalExecutionDurationMs
BigQuery,22,22,2026-08-10T18:54:39.579Z,12597271666,1,Single-symbol summary,3.244000000,statistics.finalExecutionDurationMs
BigQuery,23,23,2026-08-10T19:04:39.579Z,13203448934,1,Single-symbol summary,4.286000000,statistics.finalExecutionDurationMs
BigQuery,24,24,2026-08-10T19:14:39.579Z,13798518071,1,Single-symbol summary,3.582000000,statistics.finalExecutionDurationMs
BigQuery,25,25,2026-08-10T19:24:39.579Z,14404336229,1,Single-symbol summary,3.556000000,statistics.finalExecutionDurationMs
BigQuery,26,26,2026-08-10T19:34:39.579Z,14999241228,1,Single-symbol summary,3.537000000,statistics.finalExecutionDurationMs
BigQuery,27,27,2026-08-10T19:44:39.579Z,15605550950,1,Single-symbol summary,3.342000000,statistics.finalExecutionDurationMs
BigQuery,28,28,2026-08-10T19:54:39.579Z,16200947974,1,Single-symbol summary,4.110000000,statistics.finalExecutionDurationMs
BigQuery,29,29,2026-08-10T20:04:39.579Z,16807146979,1,Single-symbol summary,3.972000000,statistics.finalExecutionDurationMs
BigQuery,30,30,2026-08-10T20:14:39.579Z,17402555707,1,Single-symbol summary,3.745000000,statistics.finalExecutionDurationMs
BigQuery,31,31,2026-08-10T20:24:39.579Z,17998995835,1,Single-symbol summary,2.930000000,statistics.finalExecutionDurationMs
BigQuery,32,32,2026-08-10T20:34:39.579Z,18604029085,1,Single-symbol summary,3.429000000,statistics.finalExecutionDurationMs
BigQuery,33,33,2026-08-10T20:44:39.579Z,19199653116,1,Single-symbol summary,3.033000000,statistics.finalExecutionDurationMs
BigQuery,34,34,2026-08-10T20:54:39.579Z,19805409379,1,Single-symbol summary,3.603000000,statistics.finalExecutionDurationMs
BigQuery,35,35,2026-08-10T21:04:39.579Z,20400542570,1,Single-symbol summary,3.722000000,statistics.finalExecutionDurationMs
BigQuery,36,36,2026-08-10T21:14:39.579Z,21006667534,1,Single-symbol summary,3.236000000,statistics.finalExecutionDurationMs
BigQuery,37,37,2026-08-10T21:24:39.579Z,21601183337,1,Single-symbol summary,3.303000000,statistics.finalExecutionDurationMs
BigQuery,38,38,2026-08-10T21:34:39.579Z,22206993122,1,Single-symbol summary,4.014000000,statistics.finalExecutionDurationMs
BigQuery,39,39,2026-08-10T21:44:39.579Z,22802655256,1,Single-symbol summary,3.264000000,statistics.finalExecutionDurationMs
BigQuery,40,40,2026-08-10T21:54:39.579Z,23398904314,1,Single-symbol summary,3.812000000,statistics.finalExecutionDurationMs
BigQuery,41,41,2026-08-10T22:04:39.579Z,24004847021,1,Single-symbol summary,4.761000000,statistics.finalExecutionDurationMs
BigQuery,42,42,2026-08-10T22:14:39.579Z,24600068921,1,Single-symbol summary,3.482000000,statistics.finalExecutionDurationMs
BigQuery,43,43,2026-08-10T22:24:39.579Z,25206685539,1,Single-symbol summary,3.197000000,statistics.finalExecutionDurationMs
BigQuery,44,44,2026-08-10T22:34:39.579Z,25802727686,1,Single-symbol summary,2.914000000,statistics.finalExecutionDurationMs
BigQuery,45,45,2026-08-10T22:44:39.579Z,26398352066,1,Single-symbol summary,3.264000000,statistics.finalExecutionDurationMs
BigQuery,46,46,2026-08-10T22:54:39.579Z,27004194883,1,Single-symbol summary,3.171000000,statistics.finalExecutionDurationMs
BigQuery,47,47,2026-08-10T23:04:39.579Z,27599591934,1,Single-symbol summary,4.323000000,statistics.finalExecutionDurationMs
BigQuery,48,48,2026-08-10T23:14:39.579Z,28205634313,1,Single-symbol summary,2.838000000,statistics.finalExecutionDurationMs
BigQuery,49,49,2026-08-10T23:24:39.579Z,28801641121,1,Single-symbol summary,3.344000000,statistics.finalExecutionDurationMs
BigQuery,50,50,2026-08-10T23:34:39.579Z,29397415634,1,Single-symbol summary,3.077000000,statistics.finalExecutionDurationMs
BigQuery,51,51,2026-08-10T23:44:39.579Z,30003608628,1,Single-symbol summary,3.169000000,statistics.finalExecutionDurationMs
BigQuery,52,52,2026-08-10T23:54:39.579Z,30600069441,1,Single-symbol summary,2.940000000,statistics.finalExecutionDurationMs
BigQuery,53,53,2026-08-11T00:04:39.579Z,31205495145,1,Single-symbol summary,4.151000000,statistics.finalExecutionDurationMs
BigQuery,54,54,2026-08-11T00:14:39.579Z,31801399689,1,Single-symbol summary,3.521000000,statistics.finalExecutionDurationMs
BigQuery,55,55,2026-08-11T00:24:39.579Z,32398116275,1,Single-symbol summary,3.483000000,statistics.finalExecutionDurationMs
BigQuery,56,56,2026-08-11T00:34:39.579Z,33004071572,1,Single-symbol summary,3.704000000,statistics.finalExecutionDurationMs
BigQuery,57,57,2026-08-11T00:44:39.579Z,33600190081,1,Single-symbol summary,3.214000000,statistics.finalExecutionDurationMs
BigQuery,58,58,2026-08-11T00:54:39.579Z,34206081915,1,Single-symbol summary,2.816000000,statistics.finalExecutionDurationMs
BigQuery,59,59,2026-08-11T01:04:39.579Z,34801233262,1,Single-symbol summary,2.761000000,statistics.finalExecutionDurationMs
BigQuery,60,60,2026-08-11T01:14:39.579Z,35407029166,1,Single-symbol summary,3.319000000,statistics.finalExecutionDurationMs
BigQuery,61,61,2026-08-11T01:24:39.579Z,36003582107,1,Single-symbol summary,2.896000000,statistics.finalExecutionDurationMs
BigQuery,62,62,2026-08-11T01:34:39.579Z,36598508182,1,Single-symbol summary,3.407000000,statistics.finalExecutionDurationMs
BigQuery,63,63,2026-08-11T01:44:39.579Z,37204082523,1,Single-symbol summary,3.216000000,statistics.finalExecutionDurationMs
BigQuery,64,64,2026-08-11T01:54:39.579Z,37800379174,1,Single-symbol summary,2.739000000,statistics.finalExecutionDurationMs
BigQuery,65,65,2026-08-11T02:04:39.579Z,38405927027,1,Single-symbol summary,4.179000000,statistics.finalExecutionDurationMs
BigQuery,66,66,2026-08-11T02:14:39.579Z,39001327706,1,Single-symbol summary,3.849000000,statistics.finalExecutionDurationMs
BigQuery,67,67,2026-08-11T02:24:39.579Z,39595633880,1,Single-symbol summary,3.842000000,statistics.finalExecutionDurationMs
BigQuery,68,68,2026-08-11T02:34:39.579Z,40200374281,1,Single-symbol summary,3.470000000,statistics.finalExecutionDurationMs
BigQuery,69,69,2026-08-11T02:44:39.579Z,40796294375,1,Single-symbol summary,3.617000000,statistics.finalExecutionDurationMs
BigQuery,70,70,2026-08-11T02:54:39.579Z,41402385196,1,Single-symbol summary,3.791000000,statistics.finalExecutionDurationMs
BigQuery,71,71,2026-08-11T03:04:39.579Z,41997868732,1,Single-symbol summary,3.823000000,statistics.finalExecutionDurationMs
BigQuery,72,72,2026-08-11T03:14:39.579Z,42603772573,1,Single-symbol summary,2.911000000,statistics.finalExecutionDurationMs
BigQuery,73,73,2026-08-11T03:24:39.579Z,43199914240,1,Single-symbol summary,3.087000000,statistics.finalExecutionDurationMs
BigQuery,74,74,2026-08-11T03:34:39.579Z,43796089229,1,Single-symbol summary,3.022000000,statistics.finalExecutionDurationMs
BigQuery,75,75,2026-08-11T03:44:39.579Z,44401549734,1,Single-symbol summary,3.275000000,statistics.finalExecutionDurationMs
BigQuery,76,76,2026-08-11T03:54:39.579Z,44997483458,1,Single-symbol summary,3.733000000,statistics.finalExecutionDurationMs
BigQuery,77,77,2026-08-11T04:04:39.579Z,45604478978,1,Single-symbol summary,3.322000000,statistics.finalExecutionDurationMs
BigQuery,78,78,2026-08-11T04:14:39.579Z,46199581562,1,Single-symbol summary,3.740000000,statistics.finalExecutionDurationMs
BigQuery,79,79,2026-08-11T04:24:39.579Z,46795809862,1,Single-symbol summary,3.660000000,statistics.finalExecutionDurationMs
BigQuery,80,80,2026-08-11T04:34:39.579Z,47401662866,1,Single-symbol summary,3.475000000,statistics.finalExecutionDurationMs
BigQuery,81,81,2026-08-11T04:44:39.579Z,47998689882,1,Single-symbol summary,3.468000000,statistics.finalExecutionDurationMs
BigQuery,82,82,2026-08-11T04:54:39.579Z,48604116999,1,Single-symbol summary,3.440000000,statistics.finalExecutionDurationMs
BigQuery,83,83,2026-08-11T05:04:39.579Z,49199731353,1,Single-symbol summary,3.709000000,statistics.finalExecutionDurationMs
BigQuery,84,84,2026-08-11T05:14:39.579Z,49795200731,1,Single-symbol summary,3.729000000,statistics.finalExecutionDurationMs
BigQuery,85,85,2026-08-11T05:24:39.579Z,50401430353,1,Single-symbol summary,3.455000000,statistics.finalExecutionDurationMs
BigQuery,86,86,2026-08-11T05:34:39.579Z,50997115484,1,Single-symbol summary,3.111000000,statistics.finalExecutionDurationMs
BigQuery,87,87,2026-08-11T05:44:39.579Z,51603339256,1,Single-symbol summary,4.429000000,statistics.finalExecutionDurationMs
BigQuery,88,88,2026-08-11T05:54:39.579Z,52199110365,1,Single-symbol summary,3.734000000,statistics.finalExecutionDurationMs
BigQuery,89,89,2026-08-11T06:04:39.579Z,52794070629,1,Single-symbol summary,3.635000000,statistics.finalExecutionDurationMs
BigQuery,90,90,2026-08-11T06:14:39.579Z,53400358386,1,Single-symbol summary,2.977000000,statistics.finalExecutionDurationMs
BigQuery,91,91,2026-08-11T06:24:39.579Z,53996988224,1,Single-symbol summary,3.308000000,statistics.finalExecutionDurationMs
BigQuery,92,92,2026-08-11T06:34:39.579Z,54603361265,1,Single-symbol summary,3.227000000,statistics.finalExecutionDurationMs
BigQuery,93,93,2026-08-11T06:44:39.579Z,55199779471,1,Single-symbol summary,3.570000000,statistics.finalExecutionDurationMs
BigQuery,94,94,2026-08-11T06:54:39.579Z,55795624829,1,Single-symbol summary,3.422000000,statistics.finalExecutionDurationMs
BigQuery,95,95,2026-08-11T07:04:39.579Z,56401181351,1,Single-symbol summary,3.337000000,statistics.finalExecutionDurationMs
BigQuery,96,96,2026-08-11T07:14:39.579Z,56997628105,1,Single-symbol summary,3.964000000,statistics.finalExecutionDurationMs
BigQuery,97,97,2026-08-11T07:24:39.579Z,57593250309,1,Single-symbol summary,3.179000000,statistics.finalExecutionDurationMs
BigQuery,98,98,2026-08-11T07:34:39.579Z,58199490624,1,Single-symbol summary,3.714000000,statistics.finalExecutionDurationMs
BigQuery,99,99,2026-08-11T07:44:39.579Z,58795901440,1,Single-symbol summary,3.623000000,statistics.finalExecutionDurationMs
BigQuery,100,100,2026-08-11T07:54:39.579Z,59401622999,1,Single-symbol summary,3.640000000,statistics.finalExecutionDurationMs
BigQuery,101,101,2026-08-11T08:04:39.579Z,59998313547,1,Single-symbol summary,3.713000000,statistics.finalExecutionDurationMs
BigQuery,102,102,2026-08-11T08:14:39.579Z,60593666265,1,Single-symbol summary,2.950000000,statistics.finalExecutionDurationMs
BigQuery,103,103,2026-08-11T08:24:39.579Z,61199564057,1,Single-symbol summary,3.584000000,statistics.finalExecutionDurationMs
BigQuery,104,104,2026-08-11T08:34:39.579Z,61795448255,1,Single-symbol summary,3.482000000,statistics.finalExecutionDurationMs
BigQuery,105,105,2026-08-11T08:44:39.579Z,62390940934,1,Single-symbol summary,2.885000000,statistics.finalExecutionDurationMs
BigQuery,106,106,2026-08-11T08:54:39.579Z,62997805260,1,Single-symbol summary,3.929000000,statistics.finalExecutionDurationMs
BigQuery,107,107,2026-08-11T09:04:39.579Z,63592256087,1,Single-symbol summary,4.217000000,statistics.finalExecutionDurationMs
BigQuery,108,108,2026-08-11T09:14:39.579Z,64197589145,1,Single-symbol summary,4.854000000,statistics.finalExecutionDurationMs
BigQuery,109,109,2026-08-11T09:24:39.579Z,64793072681,1,Single-symbol summary,4.104000000,statistics.finalExecutionDurationMs
BigQuery,110,110,2026-08-11T09:34:39.579Z,65388044598,1,Single-symbol summary,4.091000000,statistics.finalExecutionDurationMs
BigQuery,111,111,2026-08-11T09:44:39.579Z,65994164426,1,Single-symbol summary,3.051000000,statistics.finalExecutionDurationMs
BigQuery,112,112,2026-08-11T09:54:39.579Z,66590125293,1,Single-symbol summary,3.123000000,statistics.finalExecutionDurationMs
BigQuery,113,113,2026-08-11T10:04:39.579Z,67194687348,1,Single-symbol summary,3.702000000,statistics.finalExecutionDurationMs
BigQuery,114,114,2026-08-11T10:14:39.579Z,67789162648,1,Single-symbol summary,3.490000000,statistics.finalExecutionDurationMs
BigQuery,115,115,2026-08-11T10:24:39.579Z,68385889621,1,Single-symbol summary,2.875000000,statistics.finalExecutionDurationMs
BigQuery,116,116,2026-08-11T10:34:39.579Z,68990654754,1,Single-symbol summary,3.105000000,statistics.finalExecutionDurationMs
BigQuery,117,117,2026-08-11T10:44:39.579Z,69586595245,1,Single-symbol summary,3.382000000,statistics.finalExecutionDurationMs
BigQuery,118,118,2026-08-11T10:54:39.579Z,70181947963,1,Single-symbol summary,3.392000000,statistics.finalExecutionDurationMs
BigQuery,119,119,2026-08-11T11:04:39.579Z,70786952988,1,Single-symbol summary,3.347000000,statistics.finalExecutionDurationMs
BigQuery,120,120,2026-08-11T11:14:39.579Z,71381571380,1,Single-symbol summary,3.868000000,statistics.finalExecutionDurationMs
BigQuery,121,121,2026-08-11T11:24:39.579Z,71987342393,1,Single-symbol summary,4.226000000,statistics.finalExecutionDurationMs
BigQuery,122,122,2026-08-11T11:34:39.579Z,72582825929,1,Single-symbol summary,4.114000000,statistics.finalExecutionDurationMs
BigQuery,123,123,2026-08-11T11:44:39.579Z,73177660123,1,Single-symbol summary,4.153000000,statistics.finalExecutionDurationMs
BigQuery,124,124,2026-08-11T11:54:39.579Z,73782641795,1,Single-symbol summary,3.099000000,statistics.finalExecutionDurationMs
BigQuery,125,125,2026-08-11T12:04:39.579Z,74377938858,1,Single-symbol summary,2.941000000,statistics.finalExecutionDurationMs
BigQuery,126,126,2026-08-11T12:14:39.579Z,74982628757,1,Single-symbol summary,3.078000000,statistics.finalExecutionDurationMs
BigQuery,127,127,2026-08-11T12:24:39.579Z,75577981475,1,Single-symbol summary,3.136000000,statistics.finalExecutionDurationMs
BigQuery,128,128,2026-08-11T12:34:39.579Z,76173291864,1,Single-symbol summary,3.370000000,statistics.finalExecutionDurationMs
BigQuery,129,129,2026-08-11T12:44:39.579Z,76777893607,1,Single-symbol summary,3.822000000,statistics.finalExecutionDurationMs
BigQuery,130,130,2026-08-11T12:54:39.579Z,77372955611,1,Single-symbol summary,3.229000000,statistics.finalExecutionDurationMs
BigQuery,131,131,2026-08-11T13:04:39.579Z,77978642951,1,Single-symbol summary,3.475000000,statistics.finalExecutionDurationMs
BigQuery,132,132,2026-08-11T13:14:39.579Z,78572993475,1,Single-symbol summary,3.779000000,statistics.finalExecutionDurationMs
BigQuery,133,133,2026-08-11T13:24:39.579Z,79170037334,1,Single-symbol summary,3.089000000,statistics.finalExecutionDurationMs
BigQuery,134,134,2026-08-11T13:34:39.579Z,79767221504,1,Single-symbol summary,4.343000000,statistics.finalExecutionDurationMs
BigQuery,135,135,2026-08-11T13:44:39.579Z,80362814944,1,Single-symbol summary,3.180000000,statistics.finalExecutionDurationMs
BigQuery,136,136,2026-08-11T13:54:39.579Z,80957551411,1,Single-symbol summary,2.744000000,statistics.finalExecutionDurationMs
BigQuery,137,137,2026-08-11T14:04:39.579Z,81563124178,1,Single-symbol summary,3.392000000,statistics.finalExecutionDurationMs
BigQuery,138,138,2026-08-11T14:14:39.579Z,82159036590,1,Single-symbol summary,3.242000000,statistics.finalExecutionDurationMs
BigQuery,139,139,2026-08-11T14:24:39.579Z,82761715116,1,Single-symbol summary,3.886000000,statistics.finalExecutionDurationMs
BigQuery,140,140,2026-08-11T14:34:39.579Z,83356722509,1,Single-symbol summary,3.354000000,statistics.finalExecutionDurationMs
BigQuery,141,141,2026-08-11T14:44:39.579Z,83952456673,1,Single-symbol summary,4.080000000,statistics.finalExecutionDurationMs
BigQuery,142,142,2026-08-11T14:54:39.579Z,84558774276,1,Single-symbol summary,4.252000000,statistics.finalExecutionDurationMs
BigQuery,143,143,2026-08-11T15:04:39.579Z,85153080450,1,Single-symbol summary,4.605000000,statistics.finalExecutionDurationMs
BigQuery,144,144,2026-08-11T15:14:39.579Z,85748630590,1,Single-symbol summary,2.966000000,statistics.finalExecutionDurationMs
BigQuery,145,145,2026-08-11T15:24:39.579Z,86354594018,1,Single-symbol summary,3.276000000,statistics.finalExecutionDurationMs
BigQuery,146,146,2026-08-11T15:34:39.579Z,86950287826,1,Single-symbol summary,3.158000000,statistics.finalExecutionDurationMs
BigQuery,147,147,2026-08-11T15:44:39.579Z,87546429181,1,Single-symbol summary,3.394000000,statistics.finalExecutionDurationMs
BigQuery,148,148,2026-08-11T15:54:39.579Z,88153549997,1,Single-symbol summary,3.337000000,statistics.finalExecutionDurationMs
BigQuery,149,149,2026-08-11T16:04:39.579Z,88749556805,1,Single-symbol summary,3.167000000,statistics.finalExecutionDurationMs
BigQuery,150,150,2026-08-11T16:14:39.579Z,89346074656,1,Single-symbol summary,3.817000000,statistics.finalExecutionDurationMs
BigQuery,151,151,2026-08-11T16:24:39.579Z,89952672588,1,Single-symbol summary,3.334000000,statistics.finalExecutionDurationMs
BigQuery,152,152,2026-08-11T16:34:39.579Z,90547693478,1,Single-symbol summary,3.981000000,statistics.finalExecutionDurationMs
BigQuery,153,153,2026-08-11T16:44:39.579Z,91154749774,1,Single-symbol summary,4.661000000,statistics.finalExecutionDurationMs
BigQuery,154,154,2026-08-11T16:54:39.579Z,91751279854,1,Single-symbol summary,3.382000000,statistics.finalExecutionDurationMs
BigQuery,155,155,2026-08-11T17:04:39.579Z,92346120006,1,Single-symbol summary,4.836000000,statistics.finalExecutionDurationMs
BigQuery,156,156,2026-08-11T17:14:39.579Z,92951947412,1,Single-symbol summary,3.901000000,statistics.finalExecutionDurationMs
BigQuery,157,157,2026-08-11T17:24:39.579Z,93548598329,1,Single-symbol summary,3.736000000,statistics.finalExecutionDurationMs
BigQuery,158,158,2026-08-11T17:34:39.579Z,94154137006,1,Single-symbol summary,3.186000000,statistics.finalExecutionDurationMs
BigQuery,159,159,2026-08-11T17:44:39.579Z,94750489021,1,Single-symbol summary,3.427000000,statistics.finalExecutionDurationMs
BigQuery,160,160,2026-08-11T17:54:39.579Z,95346365011,1,Single-symbol summary,3.016000000,statistics.finalExecutionDurationMs
BigQuery,161,161,2026-08-11T18:04:39.579Z,95952538048,1,Single-symbol summary,3.516000000,statistics.finalExecutionDurationMs
BigQuery,162,162,2026-08-11T18:14:39.579Z,96548490823,1,Single-symbol summary,3.636000000,statistics.finalExecutionDurationMs
BigQuery,163,163,2026-08-11T18:24:39.579Z,97155331056,1,Single-symbol summary,3.892000000,statistics.finalExecutionDurationMs
BigQuery,164,164,2026-08-11T18:34:39.579Z,97751631895,1,Single-symbol summary,3.559000000,statistics.finalExecutionDurationMs
BigQuery,165,165,2026-08-11T18:44:39.579Z,98347800336,1,Single-symbol summary,3.228000000,statistics.finalExecutionDurationMs
BigQuery,166,166,2026-08-11T18:54:39.579Z,98954665038,1,Single-symbol summary,3.739000000,statistics.finalExecutionDurationMs
BigQuery,167,167,2026-08-11T19:04:39.579Z,99551267495,1,Single-symbol summary,3.292000000,statistics.finalExecutionDurationMs
ClickHouse Cloud,2,2,2026-08-08T07:05:59Z,724786266,1,Single-symbol summary,0.006000000,clickhouse-client --time
ClickHouse Cloud,3,3,2026-08-08T07:15:59Z,1370669828,1,Single-symbol summary,0.041000000,clickhouse-client --time
ClickHouse Cloud,4,4,2026-08-08T07:25:59Z,1975682003,1,Single-symbol summary,0.006000000,clickhouse-client --time
ClickHouse Cloud,5,5,2026-08-08T07:35:59Z,2574084882,1,Single-symbol summary,0.007000000,clickhouse-client --time
ClickHouse Cloud,6,6,2026-08-08T07:45:59Z,3146910669,1,Single-symbol summary,0.012000000,clickhouse-client --time
ClickHouse Cloud,7,7,2026-08-08T07:55:59Z,3738865972,1,Single-symbol summary,0.014000000,clickhouse-client --time
ClickHouse Cloud,8,8,2026-08-08T08:05:59Z,4293755746,1,Single-symbol summary,0.013000000,clickhouse-client --time
ClickHouse Cloud,9,9,2026-08-08T08:15:59Z,4891042750,1,Single-symbol summary,0.007000000,clickhouse-client --time
ClickHouse Cloud,10,10,2026-08-08T08:25:59Z,5469535309,1,Single-symbol summary,0.013000000,clickhouse-client --time
ClickHouse Cloud,11,11,2026-08-08T08:35:59Z,6010532017,1,Single-symbol summary,0.006000000,clickhouse-client --time
ClickHouse Cloud,12,12,2026-08-08T08:45:59Z,6539371357,1,Single-symbol summary,0.014000000,clickhouse-client --time
ClickHouse Cloud,13,13,2026-08-08T08:55:59Z,7146131616,1,Single-symbol summary,0.006000000,clickhouse-client --time
ClickHouse Cloud,14,14,2026-08-08T09:05:59Z,7727462172,1,Single-symbol summary,0.007000000,clickhouse-client --time
ClickHouse Cloud,15,15,2026-08-08T09:15:59Z,8305203448,1,Single-symbol summary,0.007000000,clickhouse-client --time
ClickHouse Cloud,16,16,2026-08-08T09:25:59Z,8807164173,1,Single-symbol summary,0.013000000,clickhouse-client --time
ClickHouse Cloud,17,17,2026-08-08T09:35:59Z,9395201523,1,Single-symbol summary,0.007000000,clickhouse-client --time
ClickHouse Cloud,18,18,2026-08-08T09:45:59Z,9911918805,1,Single-symbol summary,0.007000000,clickhouse-client --time
ClickHouse Cloud,19,19,2026-08-08T09:55:59Z,10448957290,1,Single-symbol summary,0.007000000,clickhouse-client --time
ClickHouse Cloud,20,20,2026-08-08T10:05:59Z,10999409964,1,Single-symbol summary,0.007000000,clickhouse-client --time
ClickHouse Cloud,21,21,2026-08-08T10:15:59Z,11495758638,1,Single-symbol summary,0.007000000,clickhouse-client --time
ClickHouse Cloud,22,22,2026-08-08T10:25:59Z,12058435469,1,Single-symbol summary,0.012000000,clickhouse-client --time
ClickHouse Cloud,23,23,2026-08-08T10:35:59Z,12574526062,1,Single-symbol summary,0.013000000,clickhouse-client --time
ClickHouse Cloud,24,24,2026-08-08T10:45:59Z,13130688854,1,Single-symbol summary,0.013000000,clickhouse-client --time
ClickHouse Cloud,25,25,2026-08-08T10:55:59Z,13690901348,1,Single-symbol summary,0.014000000,clickhouse-client --time
ClickHouse Cloud,26,26,2026-08-08T11:05:59Z,14280804947,1,Single-symbol summary,0.013000000,clickhouse-client --time
ClickHouse Cloud,27,27,2026-08-08T11:15:59Z,14876856126,1,Single-symbol summary,0.013000000,clickhouse-client --time
ClickHouse Cloud,28,28,2026-08-08T11:25:59Z,15470256866,1,Single-symbol summary,0.087000000,clickhouse-client --time
ClickHouse Cloud,29,29,2026-08-08T11:35:59Z,16058779354,1,Single-symbol summary,0.007000000,clickhouse-client --time
ClickHouse Cloud,30,30,2026-08-08T11:45:59Z,16604006353,1,Single-symbol summary,0.007000000,clickhouse-client --time
ClickHouse Cloud,31,31,2026-08-08T11:55:59Z,17204550973,1,Single-symbol summary,0.006000000,clickhouse-client --time
ClickHouse Cloud,32,32,2026-08-08T12:05:59Z,17758468213,1,Single-symbol summary,0.013000000,clickhouse-client --time
ClickHouse Cloud,33,33,2026-08-08T12:15:59Z,18360002425,1,Single-symbol summary,0.013000000,clickhouse-client --time
ClickHouse Cloud,34,34,2026-08-08T12:25:59Z,18930505218,1,Single-symbol summary,0.014000000,clickhouse-client --time
ClickHouse Cloud,35,35,2026-08-08T12:35:59Z,19498533079,1,Single-symbol summary,0.012000000,clickhouse-client --time
ClickHouse Cloud,36,36,2026-08-08T12:45:59Z,20030972521,1,Single-symbol summary,0.014000000,clickhouse-client --time
ClickHouse Cloud,37,37,2026-08-08T12:55:59Z,20598954386,1,Single-symbol summary,0.013000000,clickhouse-client --time
ClickHouse Cloud,38,38,2026-08-08T13:05:59Z,21177624388,1,Single-symbol summary,0.007000000,clickhouse-client --time
ClickHouse Cloud,39,39,2026-08-08T13:15:59Z,21690449123,1,Single-symbol summary,0.007000000,clickhouse-client --time
ClickHouse Cloud,40,40,2026-08-08T13:25:59Z,22225814642,1,Single-symbol summary,0.013000000,clickhouse-client --time
ClickHouse Cloud,41,41,2026-08-08T13:35:59Z,22769842666,1,Single-symbol summary,0.007000000,clickhouse-client --time
ClickHouse Cloud,42,42,2026-08-08T13:45:59Z,23288685490,1,Single-symbol summary,0.014000000,clickhouse-client --time
ClickHouse Cloud,43,43,2026-08-08T13:55:59Z,23844225514,1,Single-symbol summary,0.007000000,clickhouse-client --time
ClickHouse Cloud,44,44,2026-08-08T14:05:59Z,24360433073,1,Single-symbol summary,0.007000000,clickhouse-client --time
ClickHouse Cloud,45,45,2026-08-08T14:15:59Z,24937313823,1,Single-symbol summary,0.012000000,clickhouse-client --time
ClickHouse Cloud,46,46,2026-08-08T14:25:59Z,25492435118,1,Single-symbol summary,0.007000000,clickhouse-client --time
ClickHouse Cloud,47,47,2026-08-08T14:35:59Z,26047358918,1,Single-symbol summary,0.007000000,clickhouse-client --time
ClickHouse Cloud,48,48,2026-08-08T14:45:59Z,26583320264,1,Single-symbol summary,0.007000000,clickhouse-client --time
ClickHouse Cloud,49,49,2026-08-08T14:55:59Z,27117466999,1,Single-symbol summary,0.013000000,clickhouse-client --time
ClickHouse Cloud,50,50,2026-08-08T15:05:59Z,27681375912,1,Single-symbol summary,0.007000000,clickhouse-client --time
