query_id,start_time,elapsed_seconds,query_id,table_name,used_range_restricted_scan,scanned_rows,rows_after_filter,scanned_bytes,blocks_read,local_blocks,remote_blocks,scan_seconds,max_data_skewness_pct,max_time_skewness_pct,local_spill_blocks,remote_spill_blocks,query_text
2034552,2026-08-12 16:54:02.833520,0.079306,2034552,quotes_shared.public.mv_tbl__quotes_daily__0,0,0,0,0,0,0,0,0.0010,0,25,0,0,"SELECT sym, pct_range FROM ( SELECT sym, (MAX(bp_max) - MIN(bp_min)) / MIN(bp_min) * 100 AS pct_range FROM quotes_daily GROUP BY sym ) t ORDER BY ABS(pct_range) DESC LIMIT 20"
2034561,2026-08-12 16:54:03.352047,0.077611,2034561,,0,0,0,0,0,0,0,0.0038,0,35,0,0,"SELECT day, SUM(n_quotes) AS total_quotes, SUM(bs_sum) + SUM(as_sum) AS total_volume, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily GROUP BY day ORDER BY day"
2034561,2026-08-12 16:54:03.352047,0.077611,2034561,quotes_shared.public.mv_tbl__quotes_daily__0,0,0,0,0,0,0,0,0.0012,0,36,0,0,"SELECT day, SUM(n_quotes) AS total_quotes, SUM(bs_sum) + SUM(as_sum) AS total_volume, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily GROUP BY day ORDER BY day"
2034568,2026-08-12 16:54:07.481883,0.607758,2034568,,0,0,65,0,0,0,0,0.0029,0,74,0,0,"WITH s AS ( SELECT (ap - bp) AS spread, (bp + ap) / 2.0 AS mid, bs AS bs, ""as"" AS az FROM quotes_typed WHERE sym = 'AAPL' ), agg AS ( SELECT COUNT(*)::float8 AS n, SUM(spread) AS s1, SUM(POWER(spread, 2)) AS s2, SUM(POWER(spread, 3)) AS s3, SUM(POWER"
2034568,2026-08-12 16:54:07.481883,0.607758,2034568,quotes_shared.public.mv_tbl__quotes_typed__0,1,0,0,0,0,0,0,0.0019,0,22,0,0,"WITH s AS ( SELECT (ap - bp) AS spread, (bp + ap) / 2.0 AS mid, bs AS bs, ""as"" AS az FROM quotes_typed WHERE sym = 'AAPL' ), agg AS ( SELECT COUNT(*)::float8 AS n, SUM(spread) AS s1, SUM(POWER(spread, 2)) AS s2, SUM(POWER(spread, 3)) AS s3, SUM(POWER"
2034575,2026-08-12 16:54:08.577245,0.170624,2034575,,0,0,0,0,0,0,0,0.0048,0,74,0,0,"WITH src AS ( SELECT DATE_TRUNC('hour', TIMESTAMP 'epoch' + payload.t::bigint / 1000 * INTERVAL '1 second') AS hour, payload.bp::float8 AS bp, payload.bs::bigint AS bs, payload.ap::float8 AS ap, payload.t::bigint AS t FROM quotes_streamed WHERE sym ="
2034575,2026-08-12 16:54:08.577245,0.170624,2034575,quotes_shared.public.mv_tbl__quotes_streamed__0,1,0,0,0,0,0,0,0.0014,0,34,0,0,"WITH src AS ( SELECT DATE_TRUNC('hour', TIMESTAMP 'epoch' + payload.t::bigint / 1000 * INTERVAL '1 second') AS hour, payload.bp::float8 AS bp, payload.bs::bigint AS bs, payload.ap::float8 AS ap, payload.t::bigint AS t FROM quotes_streamed WHERE sym ="
2034582,2026-08-12 16:54:09.156043,0.101608,2034582,,0,0,65,0,0,0,0,0.0016,0,32,0,0,"WITH s AS ( SELECT (payload.ap::float8 - payload.bp::float8) AS spread, (payload.bp::float8 + payload.ap::float8) / 2.0 AS mid, payload.bs::bigint AS bs, payload.""as""::bigint AS az FROM quotes_streamed WHERE sym = 'AAPL' ), agg AS ( SELECT COUNT(*)::"
2034582,2026-08-12 16:54:09.156043,0.101608,2034582,quotes_shared.public.mv_tbl__quotes_streamed__0,1,0,0,0,0,0,0,0.0022,0,30,0,0,"WITH s AS ( SELECT (payload.ap::float8 - payload.bp::float8) AS spread, (payload.bp::float8 + payload.ap::float8) / 2.0 AS mid, payload.bs::bigint AS bs, payload.""as""::bigint AS az FROM quotes_streamed WHERE sym = 'AAPL' ), agg AS ( SELECT COUNT(*)::"
2034829,2026-08-12 17:02:20.610940,2.017074,2034829,,0,0,65,0,0,0,0,0.0026,0,66,0,0,/* RQEV2-Y9G0EfY2Kl */\n-- REQUIRED: shared objects live in the datashare's external schema\nSELECT COUNT(*) FROM quotes_typed limit 100
2034829,2026-08-12 17:02:20.610940,2.017074,2034829,quotes_shared.public.mv_tbl__quotes_typed__0,0,419543174,419543174,0,0,0,0,0.5193,33,15,0,0,/* RQEV2-Y9G0EfY2Kl */\n-- REQUIRED: shared objects live in the datashare's external schema\nSELECT COUNT(*) FROM quotes_typed limit 100
2034865,2026-08-12 17:03:41.095088,5.35487,2034865,,0,0,1004877,0,0,0,0,4.0606,88,84,0,0,"/* RQEV2-hiNLevJ2Ld */\nWITH src AS (\n    SELECT DATE_TRUNC('hour', TIMESTAMP 'epoch' + t / 1000 * INTERVAL '1 second') AS hour,\n           bp, bs, ap, t\n    FROM quotes_typed\n    WHERE sym = 'AAPL'\n),\nranked AS (\n    SELECT hour, bp, bs, ap,\"
2034865,2026-08-12 17:03:41.095088,5.35487,2034865,quotes_shared.public.mv_tbl__quotes_typed__0,1,164548875,334959,0,0,0,0,4.0476,42,17,0,0,"/* RQEV2-hiNLevJ2Ld */\nWITH src AS (\n    SELECT DATE_TRUNC('hour', TIMESTAMP 'epoch' + t / 1000 * INTERVAL '1 second') AS hour,\n           bp, bs, ap, t\n    FROM quotes_typed\n    WHERE sym = 'AAPL'\n),\nranked AS (\n    SELECT hour, bp, bs, ap,\"
2034881,2026-08-12 17:03:56.848448,0.864204,2034881,,0,0,65,0,0,0,0,0.0028,0,69,0,0,"SELECT COALESCE(SUM(n_quotes), 0) FROM quotes_daily"
2034881,2026-08-12 17:03:56.848448,0.864204,2034881,quotes_shared.public.mv_tbl__quotes_daily__0,1,18859,9804,0,0,0,0,0.5625,43,35,0,0,"SELECT COALESCE(SUM(n_quotes), 0) FROM quotes_daily"
2034884,2026-08-12 17:03:57.714216,0.084438,2034884,,0,0,65,0,0,0,0,0.0015,0,24,0,0,SELECT COUNT(*) FROM quotes_daily
2034884,2026-08-12 17:03:57.714216,0.084438,2034884,quotes_shared.public.mv_tbl__quotes_daily__0,1,18859,9804,0,0,0,0,0.0011,51,21,0,0,SELECT COUNT(*) FROM quotes_daily
2034887,2026-08-12 17:03:57.800243,0.954133,2034887,,0,0,65,0,0,0,0,0.0018,0,33,0,0,"SELECT COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, MIN(ap_min) AS lowest_ask, MAX(ap_max) AS highest_ask, SUM(spread_sum) / SUM(n_quotes) AS avg_spread, SUM(bs_sum) AS total_bid_volum"
2034887,2026-08-12 17:03:57.800243,0.954133,2034887,quotes_shared.public.mv_tbl__quotes_daily__0,1,6015,1,0,0,0,0,0.8622,96,44,0,0,"SELECT COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, MIN(ap_min) AS lowest_ask, MAX(ap_max) AS highest_ask, SUM(spread_sum) / SUM(n_quotes) AS avg_spread, SUM(bs_sum) AS total_bid_volum"
2034894,2026-08-12 17:04:00.709415,0.54595,2034894,,0,0,16,0,0,0,0,0.4425,91,24,0,0,"SELECT sym, COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily WHERE sym IN ('AAPL', 'MSFT', 'GOOGL', 'AMZN', 'TSLA', 'META', "
2034894,2026-08-12 17:04:00.709415,0.54595,2034894,quotes_shared.public.mv_tbl__quotes_daily__0,1,18859,8,0,0,0,0,0.4393,87,53,0,0,"SELECT sym, COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily WHERE sym IN ('AAPL', 'MSFT', 'GOOGL', 'AMZN', 'TSLA', 'META', "
2034901,2026-08-12 17:04:01.688563,0.178368,2034901,,0,0,10444,0,0,0,0,0.0814,12,69,0,0,"SELECT sym, pct_range FROM ( SELECT sym, (MAX(bp_max) - MIN(bp_min)) / MIN(bp_min) * 100 AS pct_range FROM quotes_daily GROUP BY sym ) t ORDER BY ABS(pct_range) DESC LIMIT 20"
2034901,2026-08-12 17:04:01.688563,0.178368,2034901,quotes_shared.public.mv_tbl__quotes_daily__0,1,18859,9804,0,0,0,0,0.0784,43,92,0,0,"SELECT sym, pct_range FROM ( SELECT sym, (MAX(bp_max) - MIN(bp_min)) / MIN(bp_min) * 100 AS pct_range FROM quotes_daily GROUP BY sym ) t ORDER BY ABS(pct_range) DESC LIMIT 20"
2034908,2026-08-12 17:04:02.269480,0.528943,2034908,,0,0,30,0,0,0,0,0.4349,96,23,0,0,"SELECT day, SUM(n_quotes) AS total_quotes, SUM(bs_sum) + SUM(as_sum) AS total_volume, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily GROUP BY day ORDER BY day"
2034908,2026-08-12 17:04:02.269480,0.528943,2034908,quotes_shared.public.mv_tbl__quotes_daily__0,1,18859,9804,0,0,0,0,0.4325,53,42,0,0,"SELECT day, SUM(n_quotes) AS total_quotes, SUM(bs_sum) + SUM(as_sum) AS total_volume, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily GROUP BY day ORDER BY day"
2034917,2026-08-12 17:04:06.949548,5.467829,2034917,,0,0,97,0,0,0,0,0.0236,0,47,0,0,"/* RQEV2-nK4riNtrrp */\nWITH s AS (\n    SELECT (ap - bp)          AS spread,\n           (bp + ap) / 2.0    AS mid,\n           bs                 AS bs,\n           ""as""               AS az\n    FROM quotes_typed\n    WHERE sym = 'AAPL'\n),\nagg AS"
2034917,2026-08-12 17:04:06.949548,5.467829,2034917,quotes_shared.public.mv_tbl__quotes_typed__0,1,180357367,357437,0,0,0,0,1.5638,50,18,0,0,"/* RQEV2-nK4riNtrrp */\nWITH s AS (\n    SELECT (ap - bp)          AS spread,\n           (bp + ap) / 2.0    AS mid,\n           bs                 AS bs,\n           ""as""               AS az\n    FROM quotes_typed\n    WHERE sym = 'AAPL'\n),\nagg AS"
2236869,2026-08-12 17:14:06.702976,3.046601,2236869,,0,0,65,0,0,0,0,0.0024,0,27,0,0,"SELECT COALESCE(SUM(n_quotes), 0) FROM quotes_daily"
2236869,2026-08-12 17:14:06.702976,3.046601,2236869,quotes_shared.public.mv_tbl__quotes_daily__0,1,19662,19656,0,0,0,0,1.3282,41,45,0,0,"SELECT COALESCE(SUM(n_quotes), 0) FROM quotes_daily"
2236872,2026-08-12 17:14:09.751416,0.083322,2236872,,0,0,65,0,0,0,0,0.0021,0,21,0,0,SELECT COUNT(*) FROM quotes_daily
2236872,2026-08-12 17:14:09.751416,0.083322,2236872,quotes_shared.public.mv_tbl__quotes_daily__0,1,19662,19656,0,0,0,0,0.0016,56,29,0,0,SELECT COUNT(*) FROM quotes_daily
2236875,2026-08-12 17:14:09.836300,1.258696,2236875,,0,0,65,0,0,0,0,0.0021,0,27,0,0,"SELECT COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, MIN(ap_min) AS lowest_ask, MAX(ap_max) AS highest_ask, SUM(spread_sum) / SUM(n_quotes) AS avg_spread, SUM(bs_sum) AS total_bid_volum"
2236875,2026-08-12 17:14:09.836300,1.258696,2236875,quotes_shared.public.mv_tbl__quotes_daily__0,1,5657,2,0,0,0,0,1.1672,96,62,0,0,"SELECT COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, MIN(ap_min) AS lowest_ask, MAX(ap_max) AS highest_ask, SUM(spread_sum) / SUM(n_quotes) AS avg_spread, SUM(bs_sum) AS total_bid_volum"
2236882,2026-08-12 17:14:11.760461,0.500239,2236882,,0,0,22,0,0,0,0,0.3993,92,68,0,0,"SELECT sym, COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily WHERE sym IN ('AAPL', 'MSFT', 'GOOGL', 'AMZN', 'TSLA', 'META', "
2236882,2026-08-12 17:14:11.760461,0.500239,2236882,quotes_shared.public.mv_tbl__quotes_daily__0,1,19662,16,0,0,0,0,0.3901,83,26,0,0,"SELECT sym, COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily WHERE sym IN ('AAPL', 'MSFT', 'GOOGL', 'AMZN', 'TSLA', 'META', "
2236889,2026-08-12 17:14:12.708964,0.155069,2236889,,0,0,19985,0,0,0,0,0.0594,11,20,0,0,"SELECT sym, pct_range FROM ( SELECT sym, (MAX(bp_max) - MIN(bp_min)) / MIN(bp_min) * 100 AS pct_range FROM quotes_daily GROUP BY sym ) t ORDER BY ABS(pct_range) DESC LIMIT 20"
2236889,2026-08-12 17:14:12.708964,0.155069,2236889,quotes_shared.public.mv_tbl__quotes_daily__0,1,19662,19656,0,0,0,0,0.0561,50,91,0,0,"SELECT sym, pct_range FROM ( SELECT sym, (MAX(bp_max) - MIN(bp_min)) / MIN(bp_min) * 100 AS pct_range FROM quotes_daily GROUP BY sym ) t ORDER BY ABS(pct_range) DESC LIMIT 20"
2236896,2026-08-12 17:14:13.295847,0.480258,2236896,,0,0,66,0,0,0,0,0.3880,93,21,0,0,"SELECT day, SUM(n_quotes) AS total_quotes, SUM(bs_sum) + SUM(as_sum) AS total_volume, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily GROUP BY day ORDER BY day"
2236896,2026-08-12 17:14:13.295847,0.480258,2236896,quotes_shared.public.mv_tbl__quotes_daily__0,1,19662,19656,0,0,0,0,0.3850,50,26,0,0,"SELECT day, SUM(n_quotes) AS total_quotes, SUM(bs_sum) + SUM(as_sum) AS total_volume, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily GROUP BY day ORDER BY day"
2439941,2026-08-12 17:24:06.605470,3.25262,2439941,,0,0,65,0,0,0,0,0.0026,0,25,0,0,"SELECT COALESCE(SUM(n_quotes), 0) FROM quotes_daily"
2439941,2026-08-12 17:24:06.605470,3.25262,2439941,quotes_shared.public.mv_tbl__quotes_daily__0,1,51567,33783,0,0,0,0,1.0936,42,30,0,0,"SELECT COALESCE(SUM(n_quotes), 0) FROM quotes_daily"
2439944,2026-08-12 17:24:09.859841,0.090941,2439944,,0,0,65,0,0,0,0,0.0033,0,31,0,0,SELECT COUNT(*) FROM quotes_daily
2439944,2026-08-12 17:24:09.859841,0.090941,2439944,quotes_shared.public.mv_tbl__quotes_daily__0,1,51567,33783,0,0,0,0,0.0096,48,11,0,0,SELECT COUNT(*) FROM quotes_daily
2439947,2026-08-12 17:24:09.952432,1.235531,2439947,,0,0,65,0,0,0,0,0.0118,0,32,0,0,"SELECT COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, MIN(ap_min) AS lowest_ask, MAX(ap_max) AS highest_ask, SUM(spread_sum) / SUM(n_quotes) AS avg_spread, SUM(bs_sum) AS total_bid_volum"
2439947,2026-08-12 17:24:09.952432,1.235531,2439947,quotes_shared.public.mv_tbl__quotes_daily__0,1,26307,3,0,0,0,0,1.1447,90,26,0,0,"SELECT COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, MIN(ap_min) AS lowest_ask, MAX(ap_max) AS highest_ask, SUM(spread_sum) / SUM(n_quotes) AS avg_spread, SUM(bs_sum) AS total_bid_volum"
2439954,2026-08-12 17:24:11.927461,0.615103,2439954,,0,0,30,0,0,0,0,0.5217,91,18,0,0,"SELECT sym, COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily WHERE sym IN ('AAPL', 'MSFT', 'GOOGL', 'AMZN', 'TSLA', 'META', "
2439954,2026-08-12 17:24:11.927461,0.615103,2439954,quotes_shared.public.mv_tbl__quotes_daily__0,1,51567,24,0,0,0,0,0.5166,81,50,0,0,"SELECT sym, COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily WHERE sym IN ('AAPL', 'MSFT', 'GOOGL', 'AMZN', 'TSLA', 'META', "
2439961,2026-08-12 17:24:13.014846,0.176195,2439961,,0,0,32789,0,0,0,0,0.0896,13,24,0,0,"SELECT sym, pct_range FROM ( SELECT sym, (MAX(bp_max) - MIN(bp_min)) / MIN(bp_min) * 100 AS pct_range FROM quotes_daily GROUP BY sym ) t ORDER BY ABS(pct_range) DESC LIMIT 20"
2439961,2026-08-12 17:24:13.014846,0.176195,2439961,quotes_shared.public.mv_tbl__quotes_daily__0,1,51567,33783,0,0,0,0,0.0839,42,94,0,0,"SELECT sym, pct_range FROM ( SELECT sym, (MAX(bp_max) - MIN(bp_min)) / MIN(bp_min) * 100 AS pct_range FROM quotes_daily GROUP BY sym ) t ORDER BY ABS(pct_range) DESC LIMIT 20"
2439968,2026-08-12 17:24:13.641793,0.584155,2439968,,0,0,132,0,0,0,0,0.5044,87,25,0,0,"SELECT day, SUM(n_quotes) AS total_quotes, SUM(bs_sum) + SUM(as_sum) AS total_volume, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily GROUP BY day ORDER BY day"
2439968,2026-08-12 17:24:13.641793,0.584155,2439968,quotes_shared.public.mv_tbl__quotes_daily__0,1,51567,33783,0,0,0,0,0.5003,46,40,0,0,"SELECT day, SUM(n_quotes) AS total_quotes, SUM(bs_sum) + SUM(as_sum) AS total_volume, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily GROUP BY day ORDER BY day"
2643013,2026-08-12 17:34:06.737968,2.851441,2643013,,0,0,65,0,0,0,0,0.0071,0,31,0,0,"SELECT COALESCE(SUM(n_quotes), 0) FROM quotes_daily"
2643013,2026-08-12 17:34:06.737968,2.851441,2643013,quotes_shared.public.mv_tbl__quotes_daily__0,1,50720,43699,0,0,0,0,0.9532,61,21,0,0,"SELECT COALESCE(SUM(n_quotes), 0) FROM quotes_daily"
2643016,2026-08-12 17:34:09.591142,0.299133,2643016,,0,0,65,0,0,0,0,0.0143,0,30,0,0,SELECT COUNT(*) FROM quotes_daily
2643016,2026-08-12 17:34:09.591142,0.299133,2643016,quotes_shared.public.mv_tbl__quotes_daily__0,1,50720,43699,0,0,0,0,0.0104,44,64,0,0,SELECT COUNT(*) FROM quotes_daily
2643019,2026-08-12 17:34:09.891935,1.516785,2643019,,0,0,65,0,0,0,0,0.0030,0,26,0,0,"SELECT COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, MIN(ap_min) AS lowest_ask, MAX(ap_max) AS highest_ask, SUM(spread_sum) / SUM(n_quotes) AS avg_spread, SUM(bs_sum) AS total_bid_volum"
2643019,2026-08-12 17:34:09.891935,1.516785,2643019,quotes_shared.public.mv_tbl__quotes_daily__0,1,25046,4,0,0,0,0,1.4248,87,45,0,0,"SELECT COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, MIN(ap_min) AS lowest_ask, MAX(ap_max) AS highest_ask, SUM(spread_sum) / SUM(n_quotes) AS avg_spread, SUM(bs_sum) AS total_bid_volum"
2643026,2026-08-12 17:34:12.118633,0.552129,2643026,,0,0,37,0,0,0,0,0.4606,91,24,0,0,"SELECT sym, COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily WHERE sym IN ('AAPL', 'MSFT', 'GOOGL', 'AMZN', 'TSLA', 'META', "
2643026,2026-08-12 17:34:12.118633,0.552129,2643026,quotes_shared.public.mv_tbl__quotes_daily__0,1,50720,32,0,0,0,0,0.4556,80,41,0,0,"SELECT sym, COUNT(*) AS days_traded, SUM(n_quotes) AS total_quotes, MIN(bp_min) AS lowest_bid, MAX(bp_max) AS highest_bid, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily WHERE sym IN ('AAPL', 'MSFT', 'GOOGL', 'AMZN', 'TSLA', 'META', "
2643033,2026-08-12 17:34:13.115121,0.204242,2643033,,0,0,41655,0,0,0,0,0.1255,13,23,0,0,"SELECT sym, pct_range FROM ( SELECT sym, (MAX(bp_max) - MIN(bp_min)) / MIN(bp_min) * 100 AS pct_range FROM quotes_daily GROUP BY sym ) t ORDER BY ABS(pct_range) DESC LIMIT 20"
2643033,2026-08-12 17:34:13.115121,0.204242,2643033,quotes_shared.public.mv_tbl__quotes_daily__0,1,50720,43699,0,0,0,0,0.1210,32,93,0,0,"SELECT sym, pct_range FROM ( SELECT sym, (MAX(bp_max) - MIN(bp_min)) / MIN(bp_min) * 100 AS pct_range FROM quotes_daily GROUP BY sym ) t ORDER BY ABS(pct_range) DESC LIMIT 20"
2643040,2026-08-12 17:34:13.780214,0.513274,2643040,,0,0,164,0,0,0,0,0.4382,84,19,0,0,"SELECT day, SUM(n_quotes) AS total_quotes, SUM(bs_sum) + SUM(as_sum) AS total_volume, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily GROUP BY day ORDER BY day"
2643040,2026-08-12 17:34:13.780214,0.513274,2643040,quotes_shared.public.mv_tbl__quotes_daily__0,1,50720,43699,0,0,0,0,0.4340,40,33,0,0,"SELECT day, SUM(n_quotes) AS total_quotes, SUM(bs_sum) + SUM(as_sum) AS total_volume, SUM(spread_sum) / SUM(n_quotes) AS avg_spread FROM quotes_daily GROUP BY day ORDER BY day"
2846085,2026-08-12 17:44:07.239632,2.890724,2846085,,0,0,65,0,0,0,0,0.0120,0,24,0,0,"SELECT COALESCE(SUM(n_quotes), 0) FROM quotes_daily"
2846085,2026-08-12 17:44:07.239632,2.890724,2846085,quotes_shared.public.mv_tbl__quotes_daily__0,1,61145,51456,0,0,0,0,0.7868,41,22,0,0,"SELECT COALESCE(SUM(n_quotes), 0) FROM quotes_daily"
2846088,2026-08-12 17:44:10.132006,0.078605,2846088,,0,0,65,0,0,0,0,0.0019,0,28,0,0,SELECT COUNT(*) FROM quotes_daily
