WAREHOUSE_NAME,QUERY_ID,START_TIME,REMOTE_READ_PCT,ELAPSED_MS,EXEC_MS,BYTES_SCANNED,FRAC_FROM_CACHE
SNOWPIPES_IT_READ_SMALL,01c63da6-0003-c72a-0003-a22e01db4d12,2026-08-07 17:06:17.529 -0700,,1386,941,274015744,1
SNOWPIPES_IT_READ_SMALL,01c63de2-0003-c72a-0003-a22e01db4fe2,2026-08-07 18:06:17.312 -0700,2.380952381,598,465,270061152,0.9908141694
SNOWPIPES_IT_READ_SMALL,01c63de3-0003-c72a-0003-a22e01ea500a,2026-08-07 18:07:50.897 -0700,3.571428571,901,522,258399392,0.9820139515
SNOWPIPES_IT_READ_SMALL,01c63e1d-0003-c72a-0003-a22e01ea52be,2026-08-07 19:05:56.717 -0700,,1196,543,245486080,1
SNOWPIPES_IT_READ_SMALL,01c63e1e-0003-c72a-0003-a22e01ea52da,2026-08-07 19:06:14.268 -0700,1.754385965,1099,629,292623392,0.9959266141
SNOWPIPES_IT_READ_SMALL,01c63e5a-0003-c72a-0003-a22e01ea55b2,2026-08-07 20:06:08.445 -0700,2.631578947,944,693,311675552,0.987378362
SNOWPIPES_IT_READ_SMALL,01c63e5a-0003-c72a-0003-a22e01ea55e2,2026-08-07 20:06:26.975 -0700,,1002,638,258793472,1
SNOWPIPES_IT_READ_SMALL,01c63e95-0003-c72a-0003-a22e01ea5896,2026-08-07 21:05:50.527 -0700,4.411764706,1129,628,328764000,0.9943309608
SNOWPIPES_IT_READ_SMALL,01c63e96-0003-c72a-0003-a22e01ea58a6,2026-08-07 21:06:03.855 -0700,,1278,678,333464776,0.9999139219
SNOWPIPES_IT_READ_SMALL,01c63ed1-0003-c72a-0003-a22e01ea5b82,2026-08-07 22:05:59.915 -0700,2.631578947,1000,625,335486496,0.9986614782
SNOWPIPES_IT_READ_SMALL,01c63ed2-0003-c72a-0003-a22e01ea5b92,2026-08-07 22:06:18.934 -0700,,1329,814,350320640,1
SNOWPIPES_IT_READ_SMALL,01c63f0f-0003-c72a-0003-a22e01ea5e6e,2026-08-07 23:07:46.788 -0700,,1340,600,335813632,1
SNOWPIPES_IT_READ_SMALL,01c63f11-0003-c72a-0003-a22e01ea5e7e,2026-08-07 23:09:58.636 -0700,,1581,841,325571120,0.998225936
SNOWPIPES_IT_READ_SMALL,01c63f4a-0003-c72a-0003-a22e01f9715a,2026-08-08 00:06:33.814 -0700,,1262,611,321415680,1
SNOWPIPES_IT_READ_SMALL,01c63f4a-0003-c72a-0003-a22e01f9716a,2026-08-08 00:06:49.719 -0700,,1369,693,354076160,1
SNOWPIPES_IT_READ_SMALL,01c63f85-0003-c72a-0003-a22e01f97446,2026-08-08 01:05:39.638 -0700,6.578947368,1200,778,316920608,0.9808451712
SNOWPIPES_IT_READ_SMALL,01c63f85-0003-c72a-0003-a22e01f97456,2026-08-08 01:05:57.920 -0700,,1447,773,339556872,0.997888448
SNOWPIPES_IT_READ_SMALL,01c63fc1-0003-d19e-0003-a22e01fdd2d6,2026-08-08 02:05:35.913 -0700,,1304,594,373494784,1
SNOWPIPES_IT_READ_SMALL,01c63fc2-0003-d19e-0003-a22e01fdd2e6,2026-08-08 02:06:01.901 -0700,,1541,791,304000512,1
SNOWPIPES_IT_READ_SMALL,01c63fff-0003-d19e-0003-a22e01fdd5c2,2026-08-08 03:07:16.725 -0700,,1431,690,412697088,1
SNOWPIPES_IT_READ_SMALL,01c63fff-0003-d19e-0003-a22e01fdd5d2,2026-08-08 03:07:46.736 -0700,,1466,831,385177600,1
SNOWPIPES_IT_READ_SMALL,01c6403a-0003-d19e-0003-a22e01fdd8ae,2026-08-08 04:06:39.279 -0700,,1404,665,354406912,1
SNOWPIPES_IT_READ_SMALL,01c6403a-0003-d19e-0003-a22e01fdd8be,2026-08-08 04:06:51.441 -0700,,1530,869,310114304,1
SNOWPIPES_IT_READ_SMALL,01c64075-0003-d19e-0003-a22e01fddb9a,2026-08-08 05:05:37.270 -0700,,1616,788,462188544,1
SNOWPIPES_IT_READ_SMALL,01c64075-0003-d19e-0003-a22e01fddbaa,2026-08-08 05:05:51.166 -0700,1.818181818,1665,993,411311760,0.9852064721
SNOWPIPES_IT_READ_SMALL,01c640b1-0003-d19e-0003-a22e01fdde86,2026-08-08 06:05:43.889 -0700,,1527,796,398006272,1
SNOWPIPES_IT_READ_SMALL,01c640b1-0003-d19e-0003-a22e01fdde96,2026-08-08 06:05:55.917 -0700,,1527,901,391411200,1
SNOWPIPES_IT_READ_SMALL,01c640ed-0003-d19e-0003-a22e020cc172,2026-08-08 07:05:40.810 -0700,,1510,831,378578432,1
SNOWPIPES_IT_READ_SMALL,01c640ed-0003-d19e-0003-a22e020cc182,2026-08-08 07:05:55.267 -0700,,1510,946,348036608,1
SNOWPIPES_IT_READ_SMALL,01c64129-0003-d19e-0003-a22e020cc45e,2026-08-08 08:05:52.182 -0700,,1694,846,409884160,1
SNOWPIPES_IT_READ_SMALL,01c6412a-0003-d19e-0003-a22e020cc46e,2026-08-08 08:06:36.993 -0700,,1812,1047,400238592,1
SNOWPIPES_IT_READ_SMALL,01c64171-0003-d19e-0003-a22e020cc74e,2026-08-08 09:17:28.649 -0700,0.9090909091,1174,911,411911712,0.9976270643
SNOWPIPES_IT_READ_SMALL,01c64172-0003-d19e-0003-a22e020cc776,2026-08-08 09:18:04.974 -0700,,1676,1015,413432832,1
SNOWPIPES_IT_READ_SMALL,01c641a1-0003-d19e-0003-a22e020cca36,2026-08-08 10:05:56.437 -0700,,1663,886,561500672,1
SNOWPIPES_IT_READ_SMALL,01c641a2-0003-d19e-0003-a22e020cca46,2026-08-08 10:06:11.556 -0700,,1843,1052,448087040,1
SNOWPIPES_IT_READ_SMALL,01c641de-0003-d19e-0003-a22e020ccd22,2026-08-08 11:06:02.897 -0700,,1829,892,529432064,1
SNOWPIPES_IT_READ_SMALL,01c641de-0003-d19e-0003-a22e020ccd32,2026-08-08 11:06:18.487 -0700,,1700,1035,444209152,1
SNOWPIPES_IT_READ_SMALL,01c6421a-0003-d19e-0003-a22e021c300e,2026-08-08 12:06:01.704 -0700,0.8474576271,1598,965,525373504,0.9971347166
SNOWPIPES_IT_READ_SMALL,01c6421a-0003-d19e-0003-a22e021c301e,2026-08-08 12:06:18.507 -0700,,1727,1079,413100032,1
SNOWPIPES_IT_READ_SMALL,01c64256-0003-d19e-0003-a22e021c32fa,2026-08-08 13:06:26.923 -0700,,1782,998,565485568,1
SNOWPIPES_IT_READ_SMALL,01c64256-0003-d19e-0003-a22e021c330a,2026-08-08 13:06:48.648 -0700,,1912,1112,424517632,1
SNOWPIPES_IT_READ_SMALL,01c64291-0003-d19e-0003-a22e021c35e6,2026-08-08 14:05:29.293 -0700,,1495,965,497652224,1
SNOWPIPES_IT_READ_SMALL,01c64291-0003-d19e-0003-a22e021c35f6,2026-08-08 14:05:42.864 -0700,,1807,1144,454301184,1
SNOWPIPES_IT_READ_SMALL,01c642cd-0003-d19e-0003-a22e021c38d2,2026-08-08 15:05:36.678 -0700,,1907,1201,454782464,1
SNOWPIPES_IT_READ_SMALL,01c642cd-0003-d19e-0003-a22e021c38e2,2026-08-08 15:05:46.402 -0700,,1909,1204,515396096,1
SNOWPIPES_IT_READ_SMALL,01c64309-0003-d19e-0003-a22e021c3bbe,2026-08-08 16:05:38.105 -0700,,1958,1065,488273920,1
SNOWPIPES_IT_READ_SMALL,01c64309-0003-d19e-0003-a22e021c3bce,2026-08-08 16:05:49.039 -0700,,1957,1184,538971648,1
SNOWPIPES_IT_READ_SMALL,01c64345-0003-d19e-0003-a22e021c3eaa,2026-08-08 17:05:35.583 -0700,,1652,1120,525826560,1
SNOWPIPES_IT_READ_SMALL,01c64345-0003-d19e-0003-a22e021c3eba,2026-08-08 17:05:49.138 -0700,,1839,1161,492676608,1
SNOWPIPES_IT_READ_SMALL,01c64385-0003-d19e-0003-a22e022ae19a,2026-08-08 18:09:39.272 -0700,,1558,1162,521665536,1
SNOWPIPES_IT_READ_SMALL,01c64385-0003-d19e-0003-a22e022ae1ba,2026-08-08 18:09:55.805 -0700,,1880,1290,507255808,1
SNOWPIPES_IT_READ_SMALL,01c643bd-0003-d19e-0003-a22e022ae482,2026-08-08 19:05:38.445 -0700,,1739,1218,416347680,0.9977150635
SNOWPIPES_IT_READ_SMALL,01c643bd-0003-d19e-0003-a22e022ae492,2026-08-08 19:05:45.469 -0700,,1784,1252,407812840,0.9976320118
SNOWPIPES_IT_READ_SMALL,01c643f9-0003-d19e-0003-a22e022ae76e,2026-08-08 20:05:41.357 -0700,,1298,1159,418368512,1
SNOWPIPES_IT_READ_SMALL,01c643f9-0003-d19e-0003-a22e022ae77e,2026-08-08 20:05:43.743 -0700,,1442,1290,404480512,1
SNOWPIPES_IT_READ_SMALL,01c64435-0003-d19e-0003-a22e022aea5a,2026-08-08 21:05:46.148 -0700,,1300,1161,418368512,1
SNOWPIPES_IT_READ_SMALL,01c64435-0003-d19e-0003-a22e022aea6a,2026-08-08 21:05:48.136 -0700,,1409,1262,404480512,1
SNOWPIPES_IT_READ_SMALL,01c64471-0003-d19e-0003-a22e022aed46,2026-08-08 22:05:38.470 -0700,,1213,1109,418368512,1
SNOWPIPES_IT_READ_SMALL,01c64471-0003-d19e-0003-a22e022aed56,2026-08-08 22:05:40.415 -0700,,1392,1244,404480512,1
SNOWPIPES_IT_READ_SMALL,01c644ad-0003-d19e-0003-a22e022f4032,2026-08-08 23:05:52.996 -0700,,1186,1095,418368512,1
SNOWPIPES_IT_READ_SMALL,01c644ad-0003-d19e-0003-a22e022f4042,2026-08-08 23:05:56.070 -0700,,1441,1284,404480512,1
