START_TIME,END_TIME,CREDITS_USED,TABLE_ID,TABLE_NAME,SCHEMA_ID,SCHEMA_NAME,DATABASE_ID,DATABASE_NAME
2026-08-12 05:00:00.000 -0700,2026-08-12 06:00:00.000 -0700,0.273111317,3690566,QUOTES_DAILY_IMV,942,STOCKHOUSE_T2_RUN14,41,BENCH2COST
2026-08-12 06:00:00.000 -0700,2026-08-12 07:00:00.000 -0700,0.267032454,3690566,QUOTES_DAILY_IMV,942,STOCKHOUSE_T2_RUN14,41,BENCH2COST
2026-08-12 07:00:00.000 -0700,2026-08-12 08:00:00.000 -0700,0.271509518,3690566,QUOTES_DAILY_IMV,942,STOCKHOUSE_T2_RUN14,41,BENCH2COST
2026-08-12 08:00:00.000 -0700,2026-08-12 09:00:00.000 -0700,0.281773799,3690566,QUOTES_DAILY_IMV,942,STOCKHOUSE_T2_RUN14,41,BENCH2COST
2026-08-12 09:00:00.000 -0700,2026-08-12 10:00:00.000 -0700,0.272144885,3690566,QUOTES_DAILY_IMV,942,STOCKHOUSE_T2_RUN14,41,BENCH2COST
2026-08-12 10:00:00.000 -0700,2026-08-12 11:00:00.000 -0700,0.282988481,3690566,QUOTES_DAILY_IMV,942,STOCKHOUSE_T2_RUN14,41,BENCH2COST
2026-08-12 11:00:00.000 -0700,2026-08-12 12:00:00.000 -0700,0.283283164,3690566,QUOTES_DAILY_IMV,942,STOCKHOUSE_T2_RUN14,41,BENCH2COST
2026-08-12 12:00:00.000 -0700,2026-08-12 13:00:00.000 -0700,0.259109016,3690566,QUOTES_DAILY_IMV,942,STOCKHOUSE_T2_RUN14,41,BENCH2COST
2026-08-12 13:00:00.000 -0700,2026-08-12 14:00:00.000 -0700,0.235697039,3690566,QUOTES_DAILY_IMV,942,STOCKHOUSE_T2_RUN14,41,BENCH2COST
2026-08-12 14:00:00.000 -0700,2026-08-12 15:00:00.000 -0700,0.255846003,3690566,QUOTES_DAILY_IMV,942,STOCKHOUSE_T2_RUN14,41,BENCH2COST
2026-08-12 15:00:00.000 -0700,2026-08-12 16:00:00.000 -0700,0.002567526,3690566,QUOTES_DAILY_IMV,942,STOCKHOUSE_T2_RUN14,41,BENCH2COST
2026-08-12 18:00:00.000 -0700,2026-08-12 19:00:00.000 -0700,0.002218320,3690566,QUOTES_DAILY_IMV,942,STOCKHOUSE_T2_RUN14,41,BENCH2COST
