SERVICE_TYPE,START_TIME,END_TIME,ENTITY_ID,ENTITY_TYPE,NAME,DATABASE_ID,DATABASE_NAME,SCHEMA_ID,SCHEMA_NAME,CREDITS_USED_COMPUTE,CREDITS_USED_CLOUD_SERVICES,CREDITS_USED,BYTES,ROWS,FILES,PIPE_ID,PIPE_NAME,PIPE_SCHEMA_ID,PIPE_SCHEMA,PIPE_CATALOG_ID,PIPE_CATALOG,IS_AUTOINGEST_ENABLED,NOTIFICATION_CHANNEL_NAME,PIPE_OWNER,DEFINITION,CREATED,LAST_ALTERED,COMMENT,PATTERN,DELETED,OWNER_ROLE_TYPE,IS_SNOWFLAKE_MANAGED
SNOWPIPE_STREAMING,2026-08-07 18:00:00.000 -0700,2026-08-07 19:00:00.000 -0700,253,PIPE,QUOTES_IT_PIPE,41,BENCH2COST,861,STOCKHOUSE_T2_RUN12,0.512212330,0.000000000,0.512212330,148639678075,,,253,QUOTES_IT_PIPE,861,STOCKHOUSE_T2_RUN12,41,BENCH2COST,YES,,ACCOUNTADMIN,"COPY INTO QUOTES_IT (sym, bx, bp, bs, ax, ap, ""AS"", c, i, t, q, z) FROM ( SELECT $1:sym::VARCHAR, $1:bx::NUMBER(3,0), $1:bp::FLOAT, $1:bs::NUMBER(20,0), $1:ax::NUMBER(3,0), $1:ap::FLOAT, $1:""as""::NUMBER(20,0), $1:c::NUMBER(3,0), $1:i::ARRAY, $1:t::NUMBER(20,0), $1:q::NUMBER(20,0), $1:z::NUMBER(3,0) FROM TABLE(DATA_SOURCE(TYPE => 'STREAMING')) )",2026-08-07 08:04:32.887 -0700,2026-08-07 08:04:32.887 -0700,,,,ROLE,FALSE
SNOWPIPE_STREAMING,2026-08-07 19:00:00.000 -0700,2026-08-07 20:00:00.000 -0700,253,PIPE,QUOTES_IT_PIPE,41,BENCH2COST,861,STOCKHOUSE_T2_RUN12,0.512669979,0.000000000,0.512669979,148772484255,,,253,QUOTES_IT_PIPE,861,STOCKHOUSE_T2_RUN12,41,BENCH2COST,YES,,ACCOUNTADMIN,"COPY INTO QUOTES_IT (sym, bx, bp, bs, ax, ap, ""AS"", c, i, t, q, z) FROM ( SELECT $1:sym::VARCHAR, $1:bx::NUMBER(3,0), $1:bp::FLOAT, $1:bs::NUMBER(20,0), $1:ax::NUMBER(3,0), $1:ap::FLOAT, $1:""as""::NUMBER(20,0), $1:c::NUMBER(3,0), $1:i::ARRAY, $1:t::NUMBER(20,0), $1:q::NUMBER(20,0), $1:z::NUMBER(3,0) FROM TABLE(DATA_SOURCE(TYPE => 'STREAMING')) )",2026-08-07 08:04:32.887 -0700,2026-08-07 08:04:32.887 -0700,,,,ROLE,FALSE
SNOWPIPE_STREAMING,2026-08-07 20:00:00.000 -0700,2026-08-07 21:00:00.000 -0700,253,PIPE,QUOTES_IT_PIPE,41,BENCH2COST,861,STOCKHOUSE_T2_RUN12,0.512778887,0.000000000,0.512778887,148804088128,,,253,QUOTES_IT_PIPE,861,STOCKHOUSE_T2_RUN12,41,BENCH2COST,YES,,ACCOUNTADMIN,"COPY INTO QUOTES_IT (sym, bx, bp, bs, ax, ap, ""AS"", c, i, t, q, z) FROM ( SELECT $1:sym::VARCHAR, $1:bx::NUMBER(3,0), $1:bp::FLOAT, $1:bs::NUMBER(20,0), $1:ax::NUMBER(3,0), $1:ap::FLOAT, $1:""as""::NUMBER(20,0), $1:c::NUMBER(3,0), $1:i::ARRAY, $1:t::NUMBER(20,0), $1:q::NUMBER(20,0), $1:z::NUMBER(3,0) FROM TABLE(DATA_SOURCE(TYPE => 'STREAMING')) )",2026-08-07 08:04:32.887 -0700,2026-08-07 08:04:32.887 -0700,,,,ROLE,FALSE
SNOWPIPE_STREAMING,2026-08-07 21:00:00.000 -0700,2026-08-07 22:00:00.000 -0700,253,PIPE,QUOTES_IT_PIPE,41,BENCH2COST,861,STOCKHOUSE_T2_RUN12,0.513014377,0.000000000,0.513014377,148872425029,,,253,QUOTES_IT_PIPE,861,STOCKHOUSE_T2_RUN12,41,BENCH2COST,YES,,ACCOUNTADMIN,"COPY INTO QUOTES_IT (sym, bx, bp, bs, ax, ap, ""AS"", c, i, t, q, z) FROM ( SELECT $1:sym::VARCHAR, $1:bx::NUMBER(3,0), $1:bp::FLOAT, $1:bs::NUMBER(20,0), $1:ax::NUMBER(3,0), $1:ap::FLOAT, $1:""as""::NUMBER(20,0), $1:c::NUMBER(3,0), $1:i::ARRAY, $1:t::NUMBER(20,0), $1:q::NUMBER(20,0), $1:z::NUMBER(3,0) FROM TABLE(DATA_SOURCE(TYPE => 'STREAMING')) )",2026-08-07 08:04:32.887 -0700,2026-08-07 08:04:32.887 -0700,,,,ROLE,FALSE
SNOWPIPE_STREAMING,2026-08-07 22:00:00.000 -0700,2026-08-07 23:00:00.000 -0700,253,PIPE,QUOTES_IT_PIPE,41,BENCH2COST,861,STOCKHOUSE_T2_RUN12,0.512483472,0.000000000,0.512483472,148718361702,,,253,QUOTES_IT_PIPE,861,STOCKHOUSE_T2_RUN12,41,BENCH2COST,YES,,ACCOUNTADMIN,"COPY INTO QUOTES_IT (sym, bx, bp, bs, ax, ap, ""AS"", c, i, t, q, z) FROM ( SELECT $1:sym::VARCHAR, $1:bx::NUMBER(3,0), $1:bp::FLOAT, $1:bs::NUMBER(20,0), $1:ax::NUMBER(3,0), $1:ap::FLOAT, $1:""as""::NUMBER(20,0), $1:c::NUMBER(3,0), $1:i::ARRAY, $1:t::NUMBER(20,0), $1:q::NUMBER(20,0), $1:z::NUMBER(3,0) FROM TABLE(DATA_SOURCE(TYPE => 'STREAMING')) )",2026-08-07 08:04:32.887 -0700,2026-08-07 08:04:32.887 -0700,,,,ROLE,FALSE
SNOWPIPE_STREAMING,2026-08-07 23:00:00.000 -0700,2026-08-08 00:00:00.000 -0700,253,PIPE,QUOTES_IT_PIPE,41,BENCH2COST,861,STOCKHOUSE_T2_RUN12,0.513134208,0.000000000,0.513134208,148907198557,,,253,QUOTES_IT_PIPE,861,STOCKHOUSE_T2_RUN12,41,BENCH2COST,YES,,ACCOUNTADMIN,"COPY INTO QUOTES_IT (sym, bx, bp, bs, ax, ap, ""AS"", c, i, t, q, z) FROM ( SELECT $1:sym::VARCHAR, $1:bx::NUMBER(3,0), $1:bp::FLOAT, $1:bs::NUMBER(20,0), $1:ax::NUMBER(3,0), $1:ap::FLOAT, $1:""as""::NUMBER(20,0), $1:c::NUMBER(3,0), $1:i::ARRAY, $1:t::NUMBER(20,0), $1:q::NUMBER(20,0), $1:z::NUMBER(3,0) FROM TABLE(DATA_SOURCE(TYPE => 'STREAMING')) )",2026-08-07 08:04:32.887 -0700,2026-08-07 08:04:32.887 -0700,,,,ROLE,FALSE
SNOWPIPE_STREAMING,2026-08-08 00:00:00.000 -0700,2026-08-08 01:00:00.000 -0700,253,PIPE,QUOTES_IT_PIPE,41,BENCH2COST,861,STOCKHOUSE_T2_RUN12,0.513102767,0.000000000,0.513102767,148898073839,,,253,QUOTES_IT_PIPE,861,STOCKHOUSE_T2_RUN12,41,BENCH2COST,YES,,ACCOUNTADMIN,"COPY INTO QUOTES_IT (sym, bx, bp, bs, ax, ap, ""AS"", c, i, t, q, z) FROM ( SELECT $1:sym::VARCHAR, $1:bx::NUMBER(3,0), $1:bp::FLOAT, $1:bs::NUMBER(20,0), $1:ax::NUMBER(3,0), $1:ap::FLOAT, $1:""as""::NUMBER(20,0), $1:c::NUMBER(3,0), $1:i::ARRAY, $1:t::NUMBER(20,0), $1:q::NUMBER(20,0), $1:z::NUMBER(3,0) FROM TABLE(DATA_SOURCE(TYPE => 'STREAMING')) )",2026-08-07 08:04:32.887 -0700,2026-08-07 08:04:32.887 -0700,,,,ROLE,FALSE
SNOWPIPE_STREAMING,2026-08-08 01:00:00.000 -0700,2026-08-08 02:00:00.000 -0700,253,PIPE,QUOTES_IT_PIPE,41,BENCH2COST,861,STOCKHOUSE_T2_RUN12,0.513428496,0.000000000,0.513428496,148992599106,,,253,QUOTES_IT_PIPE,861,STOCKHOUSE_T2_RUN12,41,BENCH2COST,YES,,ACCOUNTADMIN,"COPY INTO QUOTES_IT (sym, bx, bp, bs, ax, ap, ""AS"", c, i, t, q, z) FROM ( SELECT $1:sym::VARCHAR, $1:bx::NUMBER(3,0), $1:bp::FLOAT, $1:bs::NUMBER(20,0), $1:ax::NUMBER(3,0), $1:ap::FLOAT, $1:""as""::NUMBER(20,0), $1:c::NUMBER(3,0), $1:i::ARRAY, $1:t::NUMBER(20,0), $1:q::NUMBER(20,0), $1:z::NUMBER(3,0) FROM TABLE(DATA_SOURCE(TYPE => 'STREAMING')) )",2026-08-07 08:04:32.887 -0700,2026-08-07 08:04:32.887 -0700,,,,ROLE,FALSE
SNOWPIPE_STREAMING,2026-08-08 02:00:00.000 -0700,2026-08-08 03:00:00.000 -0700,253,PIPE,QUOTES_IT_PIPE,41,BENCH2COST,861,STOCKHOUSE_T2_RUN12,0.513070251,0.000000000,0.513070251,148888637927,,,253,QUOTES_IT_PIPE,861,STOCKHOUSE_T2_RUN12,41,BENCH2COST,YES,,ACCOUNTADMIN,"COPY INTO QUOTES_IT (sym, bx, bp, bs, ax, ap, ""AS"", c, i, t, q, z) FROM ( SELECT $1:sym::VARCHAR, $1:bx::NUMBER(3,0), $1:bp::FLOAT, $1:bs::NUMBER(20,0), $1:ax::NUMBER(3,0), $1:ap::FLOAT, $1:""as""::NUMBER(20,0), $1:c::NUMBER(3,0), $1:i::ARRAY, $1:t::NUMBER(20,0), $1:q::NUMBER(20,0), $1:z::NUMBER(3,0) FROM TABLE(DATA_SOURCE(TYPE => 'STREAMING')) )",2026-08-07 08:04:32.887 -0700,2026-08-07 08:04:32.887 -0700,,,,ROLE,FALSE
SNOWPIPE_STREAMING,2026-08-08 03:00:00.000 -0700,2026-08-08 04:00:00.000 -0700,253,PIPE,QUOTES_IT_PIPE,41,BENCH2COST,861,STOCKHOUSE_T2_RUN12,0.512952731,0.000000000,0.512952731,148854536678,,,253,QUOTES_IT_PIPE,861,STOCKHOUSE_T2_RUN12,41,BENCH2COST,YES,,ACCOUNTADMIN,"COPY INTO QUOTES_IT (sym, bx, bp, bs, ax, ap, ""AS"", c, i, t, q, z) FROM ( SELECT $1:sym::VARCHAR, $1:bx::NUMBER(3,0), $1:bp::FLOAT, $1:bs::NUMBER(20,0), $1:ax::NUMBER(3,0), $1:ap::FLOAT, $1:""as""::NUMBER(20,0), $1:c::NUMBER(3,0), $1:i::ARRAY, $1:t::NUMBER(20,0), $1:q::NUMBER(20,0), $1:z::NUMBER(3,0) FROM TABLE(DATA_SOURCE(TYPE => 'STREAMING')) )",2026-08-07 08:04:32.887 -0700,2026-08-07 08:04:32.887 -0700,,,,ROLE,FALSE
SNOWPIPE_STREAMING,2026-08-08 04:00:00.000 -0700,2026-08-08 05:00:00.000 -0700,253,PIPE,QUOTES_IT_PIPE,41,BENCH2COST,861,STOCKHOUSE_T2_RUN12,0.510985777,0.000000000,0.510985777,148283742783,,,253,QUOTES_IT_PIPE,861,STOCKHOUSE_T2_RUN12,41,BENCH2COST,YES,,ACCOUNTADMIN,"COPY INTO QUOTES_IT (sym, bx, bp, bs, ax, ap, ""AS"", c, i, t, q, z) FROM ( SELECT $1:sym::VARCHAR, $1:bx::NUMBER(3,0), $1:bp::FLOAT, $1:bs::NUMBER(20,0), $1:ax::NUMBER(3,0), $1:ap::FLOAT, $1:""as""::NUMBER(20,0), $1:c::NUMBER(3,0), $1:i::ARRAY, $1:t::NUMBER(20,0), $1:q::NUMBER(20,0), $1:z::NUMBER(3,0) FROM TABLE(DATA_SOURCE(TYPE => 'STREAMING')) )",2026-08-07 08:04:32.887 -0700,2026-08-07 08:04:32.887 -0700,,,,ROLE,FALSE
SNOWPIPE_STREAMING,2026-08-08 05:00:00.000 -0700,2026-08-08 06:00:00.000 -0700,253,PIPE,QUOTES_IT_PIPE,41,BENCH2COST,861,STOCKHOUSE_T2_RUN12,0.510655052,0.000000000,0.510655052,148187769656,,,253,QUOTES_IT_PIPE,861,STOCKHOUSE_T2_RUN12,41,BENCH2COST,YES,,ACCOUNTADMIN,"COPY INTO QUOTES_IT (sym, bx, bp, bs, ax, ap, ""AS"", c, i, t, q, z) FROM ( SELECT $1:sym::VARCHAR, $1:bx::NUMBER(3,0), $1:bp::FLOAT, $1:bs::NUMBER(20,0), $1:ax::NUMBER(3,0), $1:ap::FLOAT, $1:""as""::NUMBER(20,0), $1:c::NUMBER(3,0), $1:i::ARRAY, $1:t::NUMBER(20,0), $1:q::NUMBER(20,0), $1:z::NUMBER(3,0) FROM TABLE(DATA_SOURCE(TYPE => 'STREAMING')) )",2026-08-07 08:04:32.887 -0700,2026-08-07 08:04:32.887 -0700,,,,ROLE,FALSE
SNOWPIPE_STREAMING,2026-08-08 06:00:00.000 -0700,2026-08-08 07:00:00.000 -0700,253,PIPE,QUOTES_IT_PIPE,41,BENCH2COST,861,STOCKHOUSE_T2_RUN12,0.511532848,0.000000000,0.511532848,148442497432,,,253,QUOTES_IT_PIPE,861,STOCKHOUSE_T2_RUN12,41,BENCH2COST,YES,,ACCOUNTADMIN,"COPY INTO QUOTES_IT (sym, bx, bp, bs, ax, ap, ""AS"", c, i, t, q, z) FROM ( SELECT $1:sym::VARCHAR, $1:bx::NUMBER(3,0), $1:bp::FLOAT, $1:bs::NUMBER(20,0), $1:ax::NUMBER(3,0), $1:ap::FLOAT, $1:""as""::NUMBER(20,0), $1:c::NUMBER(3,0), $1:i::ARRAY, $1:t::NUMBER(20,0), $1:q::NUMBER(20,0), $1:z::NUMBER(3,0) FROM TABLE(DATA_SOURCE(TYPE => 'STREAMING')) )",2026-08-07 08:04:32.887 -0700,2026-08-07 08:04:32.887 -0700,,,,ROLE,FALSE
SNOWPIPE_STREAMING,2026-08-08 07:00:00.000 -0700,2026-08-08 08:00:00.000 -0700,253,PIPE,QUOTES_IT_PIPE,41,BENCH2COST,861,STOCKHOUSE_T2_RUN12,0.511801785,0.000000000,0.511801785,148520541976,,,253,QUOTES_IT_PIPE,861,STOCKHOUSE_T2_RUN12,41,BENCH2COST,YES,,ACCOUNTADMIN,"COPY INTO QUOTES_IT (sym, bx, bp, bs, ax, ap, ""AS"", c, i, t, q, z) FROM ( SELECT $1:sym::VARCHAR, $1:bx::NUMBER(3,0), $1:bp::FLOAT, $1:bs::NUMBER(20,0), $1:ax::NUMBER(3,0), $1:ap::FLOAT, $1:""as""::NUMBER(20,0), $1:c::NUMBER(3,0), $1:i::ARRAY, $1:t::NUMBER(20,0), $1:q::NUMBER(20,0), $1:z::NUMBER(3,0) FROM TABLE(DATA_SOURCE(TYPE => 'STREAMING')) )",2026-08-07 08:04:32.887 -0700,2026-08-07 08:04:32.887 -0700,,,,ROLE,FALSE
SNOWPIPE_STREAMING,2026-08-08 08:00:00.000 -0700,2026-08-08 09:00:00.000 -0700,253,PIPE,QUOTES_IT_PIPE,41,BENCH2COST,861,STOCKHOUSE_T2_RUN12,0.511225895,0.000000000,0.511225895,148353423328,,,253,QUOTES_IT_PIPE,861,STOCKHOUSE_T2_RUN12,41,BENCH2COST,YES,,ACCOUNTADMIN,"COPY INTO QUOTES_IT (sym, bx, bp, bs, ax, ap, ""AS"", c, i, t, q, z) FROM ( SELECT $1:sym::VARCHAR, $1:bx::NUMBER(3,0), $1:bp::FLOAT, $1:bs::NUMBER(20,0), $1:ax::NUMBER(3,0), $1:ap::FLOAT, $1:""as""::NUMBER(20,0), $1:c::NUMBER(3,0), $1:i::ARRAY, $1:t::NUMBER(20,0), $1:q::NUMBER(20,0), $1:z::NUMBER(3,0) FROM TABLE(DATA_SOURCE(TYPE => 'STREAMING')) )",2026-08-07 08:04:32.887 -0700,2026-08-07 08:04:32.887 -0700,,,,ROLE,FALSE
SNOWPIPE_STREAMING,2026-08-08 09:00:00.000 -0700,2026-08-08 10:00:00.000 -0700,253,PIPE,QUOTES_IT_PIPE,41,BENCH2COST,861,STOCKHOUSE_T2_RUN12,0.511028302,0.000000000,0.511028302,148296084297,,,253,QUOTES_IT_PIPE,861,STOCKHOUSE_T2_RUN12,41,BENCH2COST,YES,,ACCOUNTADMIN,"COPY INTO QUOTES_IT (sym, bx, bp, bs, ax, ap, ""AS"", c, i, t, q, z) FROM ( SELECT $1:sym::VARCHAR, $1:bx::NUMBER(3,0), $1:bp::FLOAT, $1:bs::NUMBER(20,0), $1:ax::NUMBER(3,0), $1:ap::FLOAT, $1:""as""::NUMBER(20,0), $1:c::NUMBER(3,0), $1:i::ARRAY, $1:t::NUMBER(20,0), $1:q::NUMBER(20,0), $1:z::NUMBER(3,0) FROM TABLE(DATA_SOURCE(TYPE => 'STREAMING')) )",2026-08-07 08:04:32.887 -0700,2026-08-07 08:04:32.887 -0700,,,,ROLE,FALSE
