wrote profile.json
108289 tasks across 8 channels -> BENCH2COST.STOCKHOUSE_T2_RUN8 via pipe QUOTES_IT_PIPE
2026-07-20T12:14:43Z | INFO | core (219) | thread_unknown | Logger initialized with level: INFO, target: stdout
2026-07-20T12:14:43Z | INFO | core (164) | thread_unknown | SDK execution environment initialized: language=python, version=3.12.13, shaded=false, sdk_id=cbc61da7-ba2a-400b-a0f3-5155f9565ce5
2026-07-20T12:14:43Z | INFO | core::prod::metrics (88) | thread_unknown | Telemetry exporter initialized without Prometheus recorder
2026-07-20T12:14:43Z | INFO | core::bindings_python::python_ffi (36) | thread_unknown | Python FFI bootstrap complete with runtime version: 3.12.13, SDK version: v1.6.2
2026-07-20T12:14:43Z | INFO | core (219) | thread_unknown | Logger initialized with level: INFO, target: stdout
2026-07-20T12:14:43Z | INFO | core::util::process_info_provider (141) | thread_unknown | Running in Kubernetes pod: false
2026-07-20T12:14:43Z | INFO | core::util::process_info_provider (64) | thread_unknown | Initialized process_info_provider with refresh duration: 50 ms
2026-07-20T12:14:43Z | INFO | core (164) | thread_unknown | SDK execution environment initialized: language=python, version=3.12.13, shaded=false, sdk_id=2ec442fe-7b66-453b-a2f7-1a4d282b3efd
2026-07-20T12:14:43Z | INFO | core::prod::metrics (88) | thread_unknown | Telemetry exporter initialized without Prometheus recorder
2026-07-20T12:14:43Z | INFO | core::bindings_python::python_ffi (36) | thread_unknown | Python FFI bootstrap complete with runtime version: 3.12.13, SDK version: v1.6.2
2026-07-20T12:14:43Z | INFO | core (219) | thread_unknown | Logger initialized with level: INFO, target: stdout
2026-07-20T12:14:43Z | INFO | core::util::process_info_provider (141) | thread_unknown | Running in Kubernetes pod: false
2026-07-20T12:14:43Z | INFO | core::util::process_info_provider (64) | thread_unknown | Initialized process_info_provider with refresh duration: 50 ms
2026-07-20T12:14:43Z | INFO | core (164) | thread_unknown | SDK execution environment initialized: language=python, version=3.12.13, shaded=false, sdk_id=65763c72-47f1-405d-80cf-dc0c2a60172a
2026-07-20T12:14:43Z | INFO | core::prod::metrics (88) | thread_unknown | Telemetry exporter initialized without Prometheus recorder
2026-07-20T12:14:43Z | INFO | core::bindings_python::python_ffi (36) | thread_unknown | Python FFI bootstrap complete with runtime version: 3.12.13, SDK version: v1.6.2
2026-07-20T12:14:43Z | INFO | core (219) | thread_unknown | Logger initialized with level: INFO, target: stdout
2026-07-20T12:14:43Z | INFO | core::util::process_info_provider (141) | thread_unknown | Running in Kubernetes pod: false
2026-07-20T12:14:43Z | INFO | core::util::process_info_provider (64) | thread_unknown | Initialized process_info_provider with refresh duration: 50 ms
2026-07-20T12:14:43Z | INFO | core (164) | thread_unknown | SDK execution environment initialized: language=python, version=3.12.13, shaded=false, sdk_id=51606256-1e43-437e-a641-0fd71217c31c
2026-07-20T12:14:43Z | INFO | core::prod::metrics (88) | thread_unknown | Telemetry exporter initialized without Prometheus recorder
2026-07-20T12:14:43Z | INFO | core::bindings_python::python_ffi (36) | thread_unknown | Python FFI bootstrap complete with runtime version: 3.12.13, SDK version: v1.6.2
2026-07-20T12:14:43Z | INFO | core (219) | thread_unknown | Logger initialized with level: INFO, target: stdout
2026-07-20T12:14:43Z | INFO | core::util::process_info_provider (141) | thread_unknown | Running in Kubernetes pod: false
2026-07-20T12:14:43Z | INFO | core::util::process_info_provider (64) | thread_unknown | Initialized process_info_provider with refresh duration: 50 ms
2026-07-20T12:14:43Z | INFO | core (164) | thread_unknown | SDK execution environment initialized: language=python, version=3.12.13, shaded=false, sdk_id=675a9746-4ca2-41ae-9145-5661aaa31769
2026-07-20T12:14:43Z | INFO | core::prod::metrics (88) | thread_unknown | Telemetry exporter initialized without Prometheus recorder
2026-07-20T12:14:43Z | INFO | core::bindings_python::python_ffi (36) | thread_unknown | Python FFI bootstrap complete with runtime version: 3.12.13, SDK version: v1.6.2
2026-07-20T12:14:43Z | INFO | core (219) | thread_unknown | Logger initialized with level: INFO, target: stdout
2026-07-20T12:14:43Z | INFO | core::util::process_info_provider (141) | thread_unknown | Running in Kubernetes pod: false
2026-07-20T12:14:43Z | INFO | core::util::process_info_provider (64) | thread_unknown | Initialized process_info_provider with refresh duration: 50 ms
2026-07-20T12:14:43Z | INFO | core (164) | thread_unknown | SDK execution environment initialized: language=python, version=3.12.13, shaded=false, sdk_id=6a10c903-8f7b-44ef-a047-7ec27db95131
2026-07-20T12:14:43Z | INFO | core::prod::metrics (88) | thread_unknown | Telemetry exporter initialized without Prometheus recorder
2026-07-20T12:14:43Z | INFO | core::bindings_python::python_ffi (36) | thread_unknown | Python FFI bootstrap complete with runtime version: 3.12.13, SDK version: v1.6.2
2026-07-20T12:14:43Z | INFO | core::util::config (529) | thread_unknown | No account URL provided. Constructing from scheme, host, and port
2026-07-20T12:14:43Z | INFO | core::prod::security::jwt (165) | thread_unknown | Creating JWTManager with account: IXHMFWU-LONDONTEST, user: LIONEL, role: MISSING
2026-07-20T12:14:43Z | INFO | core::prod::security::jwt (237) | thread_unknown | JWTManager created with account: IXHMFWU-LONDONTEST, user: LIONEL
2026-07-20T12:14:43Z | INFO | core::util::config (529) | thread_unknown | No account URL provided. Constructing from scheme, host, and port
2026-07-20T12:14:43Z | INFO | core::prod::security::jwt (165) | thread_unknown | Creating JWTManager with account: IXHMFWU-LONDONTEST, user: LIONEL, role: MISSING
2026-07-20T12:14:43Z | INFO | core::prod::security::jwt (237) | thread_unknown | JWTManager created with account: IXHMFWU-LONDONTEST, user: LIONEL
2026-07-20T12:14:43Z | INFO | core::util::config (529) | thread_unknown | No account URL provided. Constructing from scheme, host, and port
2026-07-20T12:14:43Z | INFO | core::prod::security::jwt (165) | thread_unknown | Creating JWTManager with account: IXHMFWU-LONDONTEST, user: LIONEL, role: MISSING
2026-07-20T12:14:43Z | INFO | core::prod::security::jwt (237) | thread_unknown | JWTManager created with account: IXHMFWU-LONDONTEST, user: LIONEL
2026-07-20T12:14:43Z | INFO | core::util::config (529) | thread_unknown | No account URL provided. Constructing from scheme, host, and port
2026-07-20T12:14:43Z | INFO | core::prod::security::jwt (165) | thread_unknown | Creating JWTManager with account: IXHMFWU-LONDONTEST, user: LIONEL, role: MISSING
2026-07-20T12:14:43Z | INFO | core::prod::security::jwt (237) | thread_unknown | JWTManager created with account: IXHMFWU-LONDONTEST, user: LIONEL
2026-07-20T12:14:43Z | INFO | core::util::config (529) | thread_unknown | No account URL provided. Constructing from scheme, host, and port
2026-07-20T12:14:43Z | INFO | core::prod::security::jwt (165) | thread_unknown | Creating JWTManager with account: IXHMFWU-LONDONTEST, user: LIONEL, role: MISSING
2026-07-20T12:14:43Z | INFO | core::prod::security::jwt (237) | thread_unknown | JWTManager created with account: IXHMFWU-LONDONTEST, user: LIONEL
2026-07-20T12:14:43Z | INFO | core::util::config (529) | thread_unknown | No account URL provided. Constructing from scheme, host, and port
2026-07-20T12:14:43Z | INFO | core::prod::security::jwt (165) | thread_unknown | Creating JWTManager with account: IXHMFWU-LONDONTEST, user: LIONEL, role: MISSING
2026-07-20T12:14:43Z | INFO | core::prod::security::jwt (237) | thread_unknown | JWTManager created with account: IXHMFWU-LONDONTEST, user: LIONEL
2026-07-20T12:14:43Z | INFO | core::util::config (529) | thread_unknown | No account URL provided. Constructing from scheme, host, and port
2026-07-20T12:14:43Z | INFO | core::prod::security::jwt (165) | thread_unknown | Creating JWTManager with account: IXHMFWU-LONDONTEST, user: LIONEL, role: MISSING
2026-07-20T12:14:43Z | INFO | core::prod::security::jwt (237) | thread_unknown | JWTManager created with account: IXHMFWU-LONDONTEST, user: LIONEL
2026-07-20T12:14:43Z | INFO | core::util::config (529) | thread_unknown | No account URL provided. Constructing from scheme, host, and port
2026-07-20T12:14:43Z | INFO | core::prod::security::jwt (165) | thread_unknown | Creating JWTManager with account: IXHMFWU-LONDONTEST, user: LIONEL, role: MISSING
2026-07-20T12:14:43Z | INFO | core::prod::security::jwt (237) | thread_unknown | JWTManager created with account: IXHMFWU-LONDONTEST, user: LIONEL
2026-07-20T12:14:43Z | INFO | core::prod::ingest_client (266) | thread_unknown | Retrieved account subdomain hostname: AA78225.ingest.lhrasq.snowflakecomputing.com
2026-07-20T12:14:43Z | INFO | core::prod::security::scoped (82) | thread_unknown | Creating ScopedTokenManager with client_identifier: BENCH2COST.STOCKHOUSE_T2_RUN8.QUOTES_IT_PIPE.QUOTES_STREAM_5, account_url: https://IXHMFWU-LONDONTEST.snowflakecomputing.com:443, subdomain_name: AA78225.ingest.lhrasq.snowflakecomputing.com, original auth manager: KEYPAIR_JWT
2026-07-20T12:14:43Z | INFO | core::prod::ingest_client (266) | thread_unknown | Retrieved account subdomain hostname: AA78225.ingest.lhrasq.snowflakecomputing.com
2026-07-20T12:14:43Z | INFO | core::prod::security::scoped (82) | thread_unknown | Creating ScopedTokenManager with client_identifier: BENCH2COST.STOCKHOUSE_T2_RUN8.QUOTES_IT_PIPE.QUOTES_STREAM_3, account_url: https://IXHMFWU-LONDONTEST.snowflakecomputing.com:443, subdomain_name: AA78225.ingest.lhrasq.snowflakecomputing.com, original auth manager: KEYPAIR_JWT
2026-07-20T12:14:43Z | INFO | core::prod::ingest_client (266) | thread_unknown | Retrieved account subdomain hostname: AA78225.ingest.lhrasq.snowflakecomputing.com
2026-07-20T12:14:43Z | INFO | core::prod::security::scoped (82) | thread_unknown | Creating ScopedTokenManager with client_identifier: BENCH2COST.STOCKHOUSE_T2_RUN8.QUOTES_IT_PIPE.QUOTES_STREAM_2, account_url: https://IXHMFWU-LONDONTEST.snowflakecomputing.com:443, subdomain_name: AA78225.ingest.lhrasq.snowflakecomputing.com, original auth manager: KEYPAIR_JWT
2026-07-20T12:14:43Z | INFO | core::prod::ingest_client (266) | thread_unknown | Retrieved account subdomain hostname: AA78225.ingest.lhrasq.snowflakecomputing.com
2026-07-20T12:14:43Z | INFO | core::prod::security::scoped (82) | thread_unknown | Creating ScopedTokenManager with client_identifier: BENCH2COST.STOCKHOUSE_T2_RUN8.QUOTES_IT_PIPE.QUOTES_STREAM_0, account_url: https://IXHMFWU-LONDONTEST.snowflakecomputing.com:443, subdomain_name: AA78225.ingest.lhrasq.snowflakecomputing.com, original auth manager: KEYPAIR_JWT
2026-07-20T12:14:43Z | INFO | core::prod::ingest_client (266) | thread_unknown | Retrieved account subdomain hostname: AA78225.ingest.lhrasq.snowflakecomputing.com
2026-07-20T12:14:43Z | INFO | core::prod::security::scoped (82) | thread_unknown | Creating ScopedTokenManager with client_identifier: BENCH2COST.STOCKHOUSE_T2_RUN8.QUOTES_IT_PIPE.QUOTES_STREAM_1, account_url: https://IXHMFWU-LONDONTEST.snowflakecomputing.com:443, subdomain_name: AA78225.ingest.lhrasq.snowflakecomputing.com, original auth manager: KEYPAIR_JWT
2026-07-20T12:14:43Z | INFO | core::prod::ingest_client (266) | thread_unknown | Retrieved account subdomain hostname: AA78225.ingest.lhrasq.snowflakecomputing.com
2026-07-20T12:14:43Z | INFO | core::prod::security::scoped (82) | thread_unknown | Creating ScopedTokenManager with client_identifier: BENCH2COST.STOCKHOUSE_T2_RUN8.QUOTES_IT_PIPE.QUOTES_STREAM_4, account_url: https://IXHMFWU-LONDONTEST.snowflakecomputing.com:443, subdomain_name: AA78225.ingest.lhrasq.snowflakecomputing.com, original auth manager: KEYPAIR_JWT
2026-07-20T12:14:43Z | INFO | core::prod::ingest_client (266) | thread_unknown | Retrieved account subdomain hostname: AA78225.ingest.lhrasq.snowflakecomputing.com
2026-07-20T12:14:43Z | INFO | core::prod::security::scoped (82) | thread_unknown | Creating ScopedTokenManager with client_identifier: BENCH2COST.STOCKHOUSE_T2_RUN8.QUOTES_IT_PIPE.QUOTES_STREAM_6, account_url: https://IXHMFWU-LONDONTEST.snowflakecomputing.com:443, subdomain_name: AA78225.ingest.lhrasq.snowflakecomputing.com, original auth manager: KEYPAIR_JWT
2026-07-20T12:14:43Z | INFO | core::prod::ingest_client (266) | thread_unknown | Retrieved account subdomain hostname: AA78225.ingest.lhrasq.snowflakecomputing.com
2026-07-20T12:14:43Z | INFO | core::prod::security::scoped (82) | thread_unknown | Creating ScopedTokenManager with client_identifier: BENCH2COST.STOCKHOUSE_T2_RUN8.QUOTES_IT_PIPE.QUOTES_STREAM_7, account_url: https://IXHMFWU-LONDONTEST.snowflakecomputing.com:443, subdomain_name: AA78225.ingest.lhrasq.snowflakecomputing.com, original auth manager: KEYPAIR_JWT
2026-07-20T12:14:43Z | INFO | core::prod::security::scoped (212) | thread_unknown | ScopedTokenManager: extracted JWT token expiration - expires in 3599s (Unix timestamp: 1784553283) for client=BENCH2COST.STOCKHOUSE_T2_RUN8.QUOTES_IT_PIPE.QUOTES_STREAM_2
2026-07-20T12:14:43Z | INFO | core::prod::security::scoped (118) | thread_unknown | ScopedTokenManager successfully created.
2026-07-20T12:14:43Z | INFO | core::prod::sf_client::sf_mgmt_client (63) | thread_unknown | ManagementClient backoff policy: ExponentialBackoff { initial_backoff: 1s, backoff_multiplier: 2, max_backoff: 60s, total_backoff: 7200s, jitter_ratio: 0.5 }
2026-07-20T12:14:43Z | INFO | core::prod::metrics::telemetry_service (95) | thread_unknown | Starting Telemetry Service for client: BENCH2COST.STOCKHOUSE_T2_RUN8.QUOTES_IT_PIPE.QUOTES_STREAM_2
2026-07-20T12:14:43Z | INFO | core::prod::sf_client::sf_mgmt_client (132) | thread_unknown | Fetch pipe info for BENCH2COST.STOCKHOUSE_T2_RUN8.QUOTES_IT_PIPE.QUOTES_STREAM_2
2026-07-20T12:14:43Z | INFO | core::prod::security::scoped (212) | thread_unknown | ScopedTokenManager: extracted JWT token expiration - expires in 3599s (Unix timestamp: 1784553283) for client=BENCH2COST.STOCKHOUSE_T2_RUN8.QUOTES_IT_PIPE.QUOTES_STREAM_5
2026-07-20T12:14:43Z | INFO | core::prod::security::scoped (118) | thread_unknown | ScopedTokenManager successfully created.
2026-07-20T12:14:43Z | INFO | core::prod::sf_client::sf_mgmt_client (63) | thread_unknown | ManagementClient backoff policy: ExponentialBackoff { initial_backoff: 1s, backoff_multiplier: 2, max_backoff: 60s, total_backoff: 7200s, jitter_ratio: 0.5 }
2026-07-20T12:14:43Z | INFO | core::prod::metrics::telemetry_service (95) | thread_unknown | Starting Telemetry Service for client: BENCH2COST.STOCKHOUSE_T2_RUN8.QUOTES_IT_PIPE.QUOTES_STREAM_5
2026-07-20T12:14:43Z | INFO | core::prod::sf_client::sf_mgmt_client (132) | thread_unknown | Fetch pipe info for BENCH2COST.STOCKHOUSE_T2_RUN8.QUOTES_IT_PIPE.QUOTES_STREAM_5
2026-07-20T12:14:43Z | INFO | core::prod::security::scoped (212) | thread_unknown | ScopedTokenManager: extracted JWT token expiration - expires in 3599s (Unix timestamp: 1784553283) for client=BENCH2COST.STOCKHOUSE_T2_RUN8.QUOTES_IT_PIPE.QUOTES_STREAM_1
2026-07-20T12:14:43Z | INFO | core::prod::security::scoped (118) | thread_unknown | ScopedTokenManager successfully created.
2026-07-20T12:14:43Z | INFO | core::prod::security::scoped (212) | thread_unknown | ScopedTokenManager: extracted JWT token expiration - expires in 3599s (Unix timestamp: 1784553283) for client=BENCH2COST.STOCKHOUSE_T2_RUN8.QUOTES_IT_PIPE.QUOTES_STREAM_7
2026-07-20T12:14:43Z | INFO | core::prod::sf_client::sf_mgmt_client (63) | thread_unknown | ManagementClient backoff policy: ExponentialBackoff { initial_backoff: 1s, backoff_multiplier: 2, max_backoff: 60s, total_backoff: 7200s, jitter_ratio: 0.5 }
2026-07-20T12:14:43Z | INFO | core::prod::metrics::telemetry_service (95) | thread_unknown | Starting Telemetry Service for client: BENCH2COST.STOCKHOUSE_T2_RUN8.QUOTES_IT_PIPE.QUOTES_STREAM_1
2026-07-20T12:14:43Z | INFO | core::prod::security::scoped (118) | thread_unknown | ScopedTokenManager successfully created.
2026-07-20T12:14:43Z | INFO | core::prod::sf_client::sf_mgmt_client (63) | thread_unknown | ManagementClient backoff policy: ExponentialBackoff { initial_backoff: 1s, backoff_multiplier: 2, max_backoff: 60s, total_backoff: 7200s, jitter_ratio: 0.5 }
2026-07-20T12:14:43Z | INFO | core::prod::metrics::telemetry_service (95) | thread_unknown | Starting Telemetry Service for client: BENCH2COST.STOCKHOUSE_T2_RUN8.QUOTES_IT_PIPE.QUOTES_STREAM_7
2026-07-20T12:14:43Z | INFO | core::prod::sf_client::sf_mgmt_client (132) | thread_unknown | Fetch pipe info for BENCH2COST.STOCKHOUSE_T2_RUN8.QUOTES_IT_PIPE.QUOTES_STREAM_1
2026-07-20T12:14:43Z | INFO | core::prod::sf_client::sf_mgmt_client (132) | thread_unknown | Fetch pipe info for BENCH2COST.STOCKHOUSE_T2_RUN8.QUOTES_IT_PIPE.QUOTES_STREAM_7
2026-07-20T12:14:43Z | INFO | core::prod::security::scoped (212) | thread_unknown | ScopedTokenManager: extracted JWT token expiration - expires in 3599s (Unix timestamp: 1784553283) for client=BENCH2COST.STOCKHOUSE_T2_RUN8.QUOTES_IT_PIPE.QUOTES_STREAM_3
2026-07-20T12:14:43Z | INFO | core::prod::security::scoped (118) | thread_unknown | ScopedTokenManager successfully created.
2026-07-20T12:14:43Z | INFO | core::prod::sf_client::sf_mgmt_client (63) | thread_unknown | ManagementClient backoff policy: ExponentialBackoff { initial_backoff: 1s, backoff_multiplier: 2, max_backoff: 60s, total_backoff: 7200s, jitter_ratio: 0.5 }
2026-07-20T12:14:43Z | INFO | core::prod::metrics::telemetry_service (95) | thread_unknown | Starting Telemetry Service for client: BENCH2COST.STOCKHOUSE_T2_RUN8.QUOTES_IT_PIPE.QUOTES_STREAM_3
2026-07-20T12:14:43Z | INFO | core::prod::sf_client::sf_mgmt_client (132) | thread_unknown | Fetch pipe info for BENCH2COST.STOCKHOUSE_T2_RUN8.QUOTES_IT_PIPE.QUOTES_STREAM_3
2026-07-20T12:14:43Z | INFO | core::prod::security::scoped (212) | thread_unknown | ScopedTokenManager: extracted JWT token expiration - expires in 3599s (Unix timestamp: 1784553283) for client=BENCH2COST.STOCKHOUSE_T2_RUN8.QUOTES_IT_PIPE.QUOTES_STREAM_0
2026-07-20T12:14:43Z | INFO | core::prod::security::scoped (118) | thread_unknown | ScopedTokenManager successfully created.
2026-07-20T12:14:43Z | INFO | core::prod::sf_client::sf_mgmt_client (63) | thread_unknown | ManagementClient backoff policy: ExponentialBackoff { initial_backoff: 1s, backoff_multiplier: 2, max_backoff: 60s, total_backoff: 7200s, jitter_ratio: 0.5 }
2026-07-20T12:14:43Z | INFO | core::prod::metrics::telemetry_service (95) | thread_unknown | Starting Telemetry Service for client: BENCH2COST.STOCKHOUSE_T2_RUN8.QUOTES_IT_PIPE.QUOTES_STREAM_0
2026-07-20T12:14:43Z | INFO | core::prod::sf_client::sf_mgmt_client (132) | thread_unknown | Fetch pipe info for BENCH2COST.STOCKHOUSE_T2_RUN8.QUOTES_IT_PIPE.QUOTES_STREAM_0
2026-07-20T12:14:43Z | INFO | core::prod::security::scoped (212) | thread_unknown | ScopedTokenManager: extracted JWT token expiration - expires in 3599s (Unix timestamp: 1784553283) for client=BENCH2COST.STOCKHOUSE_T2_RUN8.QUOTES_IT_PIPE.QUOTES_STREAM_4
2026-07-20T12:14:43Z | INFO | core::prod::security::scoped (118) | thread_unknown | ScopedTokenManager successfully created.
2026-07-20T12:14:43Z | INFO | core::prod::sf_client::sf_mgmt_client (63) | thread_unknown | ManagementClient backoff policy: ExponentialBackoff { initial_backoff: 1s, backoff_multiplier: 2, max_backoff: 60s, total_backoff: 7200s, jitter_ratio: 0.5 }
2026-07-20T12:14:43Z | INFO | core::prod::metrics::telemetry_service (95) | thread_unknown | Starting Telemetry Service for client: BENCH2COST.STOCKHOUSE_T2_RUN8.QUOTES_IT_PIPE.QUOTES_STREAM_4
2026-07-20T12:14:43Z | INFO | core::prod::sf_client::sf_mgmt_client (132) | thread_unknown | Fetch pipe info for BENCH2COST.STOCKHOUSE_T2_RUN8.QUOTES_IT_PIPE.QUOTES_STREAM_4
2026-07-20T12:14:43Z | INFO | core::prod::security::scoped (212) | thread_unknown | ScopedTokenManager: extracted JWT token expiration - expires in 3599s (Unix timestamp: 1784553283) for client=BENCH2COST.STOCKHOUSE_T2_RUN8.QUOTES_IT_PIPE.QUOTES_STREAM_6
2026-07-20T12:14:43Z | INFO | core::prod::security::scoped (118) | thread_unknown | ScopedTokenManager successfully created.
2026-07-20T12:14:43Z | INFO | core::prod::sf_client::sf_mgmt_client (63) | thread_unknown | ManagementClient backoff policy: ExponentialBackoff { initial_backoff: 1s, backoff_multiplier: 2, max_backoff: 60s, total_backoff: 7200s, jitter_ratio: 0.5 }
2026-07-20T12:14:43Z | INFO | core::prod::metrics::telemetry_service (95) | thread_unknown | Starting Telemetry Service for client: BENCH2COST.STOCKHOUSE_T2_RUN8.QUOTES_IT_PIPE.QUOTES_STREAM_6
2026-07-20T12:14:43Z | INFO | core::prod::sf_client::sf_mgmt_client (132) | thread_unknown | Fetch pipe info for BENCH2COST.STOCKHOUSE_T2_RUN8.QUOTES_IT_PIPE.QUOTES_STREAM_6
2026-07-20T12:14:43Z | INFO | core::prod::sf_client::pipe_info_manager (323) | thread_unknown | PipeInfoManager: pipe info expires at 1784553283000 (transient_location_expiry_ms=1784553283000, durable_location_expiry_ms=1784553283000), required refresh duration=3599.225s, next refresh_duration=3539.225s
2026-07-20T12:14:43Z | INFO | core::prod::storage::aws (274) | thread_unknown | Using standard S3 endpoint for region 'eu-west-2' (use_fips_from_server=Some(false))
2026-07-20T12:14:43Z | INFO | core::prod::sf_client::pipe_info_manager (323) | thread_unknown | PipeInfoManager: pipe info expires at 1784553283000 (transient_location_expiry_ms=1784553283000, durable_location_expiry_ms=1784553283000), required refresh duration=3599.224s, next refresh_duration=3539.224s
2026-07-20T12:14:43Z | INFO | core::prod::storage::aws (274) | thread_unknown | Using standard S3 endpoint for region 'eu-west-2' (use_fips_from_server=Some(false))
2026-07-20T12:14:43Z | INFO | core::prod::sf_client::pipe_info_manager (323) | thread_unknown | PipeInfoManager: pipe info expires at 1784553283000 (transient_location_expiry_ms=1784553283000, durable_location_expiry_ms=1784553283000), required refresh duration=3599.218s, next refresh_duration=3539.218s
2026-07-20T12:14:43Z | INFO | core::prod::storage::aws (274) | thread_unknown | Using standard S3 endpoint for region 'eu-west-2' (use_fips_from_server=Some(false))
2026-07-20T12:14:43Z | INFO | core::prod::sf_client::pipe_info_manager (323) | thread_unknown | PipeInfoManager: pipe info expires at 1784553283000 (transient_location_expiry_ms=1784553283000, durable_location_expiry_ms=1784553283000), required refresh duration=3599.217s, next refresh_duration=3539.217s
2026-07-20T12:14:43Z | INFO | core::prod::storage::aws (274) | thread_unknown | Using standard S3 endpoint for region 'eu-west-2' (use_fips_from_server=Some(false))
2026-07-20T12:14:43Z | INFO | core::prod::sf_client::pipe_info_manager (323) | thread_unknown | PipeInfoManager: pipe info expires at 1784553283000 (transient_location_expiry_ms=1784553283000, durable_location_expiry_ms=1784553283000), required refresh duration=3599.217s, next refresh_duration=3539.217s
2026-07-20T12:14:43Z | INFO | core::prod::storage::aws (274) | thread_unknown | Using standard S3 endpoint for region 'eu-west-2' (use_fips_from_server=Some(false))
2026-07-20T12:14:43Z | INFO | core::prod::sf_client::pipe_info_manager (323) | thread_unknown | PipeInfoManager: pipe info expires at 1784553283000 (transient_location_expiry_ms=1784553283000, durable_location_expiry_ms=1784553283000), required refresh duration=3599.217s, next refresh_duration=3539.217s
2026-07-20T12:14:43Z | INFO | core::prod::storage::aws (274) | thread_unknown | Using standard S3 endpoint for region 'eu-west-2' (use_fips_from_server=Some(false))
2026-07-20T12:14:43Z | INFO | core::prod::sf_client::pipe_info_manager (323) | thread_unknown | PipeInfoManager: pipe info expires at 1784553283000 (transient_location_expiry_ms=1784553283000, durable_location_expiry_ms=1784553283000), required refresh duration=3599.216s, next refresh_duration=3539.216s
2026-07-20T12:14:43Z | INFO | core::prod::storage::aws (274) | thread_unknown | Using standard S3 endpoint for region 'eu-west-2' (use_fips_from_server=Some(false))
2026-07-20T12:14:43Z | INFO | core::prod::sf_client::pipe_info_manager (323) | thread_unknown | PipeInfoManager: pipe info expires at 1784553283000 (transient_location_expiry_ms=1784553283000, durable_location_expiry_ms=1784553283000), required refresh duration=3599.214s, next refresh_duration=3539.214s
2026-07-20T12:14:43Z | INFO | core::prod::storage::aws (274) | thread_unknown | Using standard S3 endpoint for region 'eu-west-2' (use_fips_from_server=Some(false))
2026-07-20T12:14:43Z | INFO | core::prod::storage::aws (274) | thread_unknown | Using standard S3 endpoint for region 'eu-west-2' (use_fips_from_server=Some(false))
2026-07-20T12:14:43Z | INFO | core::prod::storage::aws (274) | thread_unknown | Using standard S3 endpoint for region 'eu-west-2' (use_fips_from_server=Some(false))
2026-07-20T12:14:43Z | INFO | core::prod::storage::aws (274) | thread_unknown | Using standard S3 endpoint for region 'eu-west-2' (use_fips_from_server=Some(false))
2026-07-20T12:14:43Z | INFO | core::prod::storage::aws (274) | thread_unknown | Using standard S3 endpoint for region 'eu-west-2' (use_fips_from_server=Some(false))
2026-07-20T12:14:43Z | INFO | core::prod::storage::aws (274) | thread_unknown | Using standard S3 endpoint for region 'eu-west-2' (use_fips_from_server=Some(false))
2026-07-20T12:14:43Z | INFO | core::prod::storage::aws (274) | thread_unknown | Using standard S3 endpoint for region 'eu-west-2' (use_fips_from_server=Some(false))
2026-07-20T12:14:43Z | INFO | core::prod::storage::aws (274) | thread_unknown | Using standard S3 endpoint for region 'eu-west-2' (use_fips_from_server=Some(false))
2026-07-20T12:14:43Z | INFO | core::prod::storage::aws (274) | thread_unknown | Using standard S3 endpoint for region 'eu-west-2' (use_fips_from_server=Some(false))
