provider,base_table_rows,display_lag_minutes
snowflake,10627249610.810823,1.1979290113362955
snowflake,10678489472.875853,1.1993205706683618
snowflake,10729729334.940882,1.2002504180308922
snowflake,10780969197.00591,1.2031811361891112
snowflake,10832209059.070942,1.20820889626148
snowflake,10883448921.135971,1.2107578649428865
snowflake,10934688783.201,1.2124407044972743
snowflake,10985928645.26603,1.214875511087613
snowflake,11037168507.33106,1.2209567595288497
snowflake,11088408369.39609,1.2241212142543112
snowflake,11139648231.461119,1.2259444367071521
snowflake,11190888093.526148,1.2275928868517931
snowflake,11242127955.591177,1.2336293432238414
snowflake,11293367817.656208,1.2377354227182957
snowflake,11344607679.721237,1.239751916656413
snowflake,11395847541.786266,1.2415127937278934
snowflake,11447087403.851295,1.2466781374047824
snowflake,11498327265.916327,1.2512801634252064
snowflake,11549567127.981356,1.253626073694921
snowflake,11600806990.046385,1.2554275187740715
snowflake,11652046852.111414,1.2593243060434607
snowflake,11703286714.176443,1.2650243906982581
snowflake,11754526576.241474,1.268052772541235
snowflake,11805766438.306503,1.2700247583180104
snowflake,11857006300.371532,1.2723302849450995
snowflake,11908246162.436562,1.278573612956592
snowflake,11959486024.50159,1.28222935724861
snowflake,12010725886.566622,1.284242362734495
snowflake,12061965748.63165,1.2861815930562408
snowflake,12113205610.69668,1.2915332683456806
snowflake,12164445472.76171,1.296628032746161
snowflake,12215685334.82674,1.2994355236035424
snowflake,12266925196.89177,1.3014664863551362
snowflake,12318165058.956799,1.3054529270917679
snowflake,12369404921.021828,1.3115621215322457
snowflake,12420644783.086857,1.3150516204732854
snowflake,12471884645.151888,1.3173044752691803
snowflake,12523124507.216917,1.3201407503365625
snowflake,12574364369.281946,1.3265913194278574
snowflake,12625604231.346975,1.3300868160397394
snowflake,12676844093.412006,1.3318117246085805
snowflake,12728083955.477036,1.3331815519769168
snowflake,12779323817.542065,1.3385147807153175
snowflake,12830563679.607094,1.3421346160197203
snowflake,12881803541.672123,1.3440998301098899
snowflake,12933043403.737154,1.3456424761802603
snowflake,12984283265.802183,1.3502275889599658
snowflake,13035523127.867212,1.3541574551068782
snowflake,13086762989.932241,1.3556899385378889
snowflake,13138002851.99727,1.3566297110121086
snowflake,13189242714.062302,1.35953763064687
snowflake,13240482576.12733,1.3641342194730097
snowflake,13291722438.19236,1.3660413725261455
snowflake,13342962300.25739,1.366880071339641
snowflake,13394202162.32242,1.3680507235809583
snowflake,13445442024.38745,1.372605669987677
snowflake,13496681886.452478,1.3739671235550046
snowflake,13547921748.517508,1.3738649756531662
snowflake,13599161610.582537,1.3737705165013494
snowflake,13650401472.647568,1.377815124696268
snowflake,13701641334.712597,1.379919534922659
snowflake,13752881196.777626,1.3801144083530257
snowflake,13804121058.842655,1.3801603707340664
snowflake,13855360920.907686,1.3831659781812211
snowflake,13906600782.972715,1.38577105289984
snowflake,13957840645.037745,1.3861266817352171
snowflake,14009080507.102774,1.3862898668576233
snowflake,14060320369.167803,1.3886473536181487
snowflake,14111560231.232834,1.3924207306953715
snowflake,14162800093.297863,1.3936460904348114
snowflake,14214039955.362892,1.3942539926742485
snowflake,14265279817.427921,1.3960529996614235
snowflake,14316519679.49295,1.4005566820215796
snowflake,14367759541.557981,1.4024632099291754
snowflake,14418999403.62301,1.4033593656288665
snowflake,14470239265.68804,1.4045811627724156
snowflake,14521479127.753069,1.409763135871238
snowflake,14572718989.8181,1.4121016240115647
snowflake,14623958851.88313,1.4125587058187057
snowflake,14675198713.948158,1.412899024424339
snowflake,14726438576.013187,1.4167080173347608
snowflake,14777678438.078217,1.4191734369623579
snowflake,14828918300.143248,1.4194482079421376
snowflake,14880158162.208277,1.4195583505560556
snowflake,14931398024.273306,1.4217962750484165
snowflake,14982637886.338335,1.4247288358270689
snowflake,15033877748.403366,1.425042551295669
snowflake,15085117610.468395,1.4248483113366892
snowflake,15136357472.533424,1.4258291128072642
snowflake,15187597334.598454,1.4301019048657146
snowflake,15238837196.663483,1.431362511340972
snowflake,15290077058.728514,1.4315424032735031
snowflake,15341316920.793543,1.4321222337934787
snowflake,15392556782.858572,1.4364104960003843
snowflake,15443796644.923601,1.4379781419771938
snowflake,15495036506.98863,1.4378799190801894
snowflake,15546276369.053661,1.4379360019593235
snowflake,15597516231.11869,1.441443731292778
snowflake,15648756093.18372,1.4434825932157298
snowflake,15699995955.248749,1.4432006002196898
snowflake,15751235817.31378,1.442224919994457
snowflake,15802475679.378809,1.4436721165755213
snowflake,15853715541.443838,1.4457545695082354
snowflake,15904955403.508867,1.4458208307527833
snowflake,15956195265.573896,1.444978494193107
snowflake,16007435127.638927,1.4452006417353638
snowflake,16058674989.703957,1.448488351001141
snowflake,16109914851.768986,1.449138553978174
snowflake,16161154713.834015,1.4482980448825553
snowflake,16212394575.899046,1.4477121225085887
snowflake,16263634437.964075,1.4509853186714963
snowflake,16314874300.029104,1.451882736041329
snowflake,16366114162.094133,1.4511659922759446
snowflake,16417354024.159163,1.4503478952465736
snowflake,16468593886.224194,1.4528404987911276
snowflake,16519833748.289223,1.4538502846603893
snowflake,16571073610.354252,1.4531438862219073
snowflake,16622313472.419281,1.451466085001103
snowflake,16673553334.48431,1.4524006990576352
snowflake,16724793196.549341,1.453988346690362
snowflake,16776033058.61437,1.4537468124613626
snowflake,16827272920.6794,1.4522250080568795
snowflake,16878512782.744429,1.4521460072548749
snowflake,16929752644.80946,1.4549422750367953
snowflake,16980992506.874489,1.4555722069247814
snowflake,17032232368.939518,1.454669485900735
snowflake,17083472231.004547,1.454068053426605
snowflake,17134712093.069576,1.457285547591547
snowflake,17185951955.134605,1.458191469150984
snowflake,17237191817.19964,1.4575714855914876
snowflake,17288431679.264664,1.4569902740276761
snowflake,17339671541.329697,1.4594067424636823
snowflake,17390911403.394726,1.4610314793160417
snowflake,17442151265.459755,1.4607257955571293
snowflake,17493391127.524784,1.4596533874187472
snowflake,17544630989.589813,1.4602254697499837
snowflake,17595870851.654842,1.4620895464314685
snowflake,17647110713.71987,1.4620963015694055
snowflake,17698350575.784904,1.4606647096499752
snowflake,17749590437.849934,1.4602868774476359
snowflake,17800830299.914963,1.4627744729766639
snowflake,17852070161.979992,1.4628765459746542
snowflake,17903310024.04502,1.4612087816195625
snowflake,17954549886.11005,1.4601225308998664
snowflake,18005789748.17508,1.4626817733623796
snowflake,18057029610.24011,1.4630402231520887
snowflake,18108269472.305138,1.4617227702315305
snowflake,18159509334.370167,1.4604996404959585
snowflake,18210749196.435196,1.4629919123011978
snowflake,18261989058.50023,1.4636866591400348
snowflake,18313228920.565258,1.462924746282071
snowflake,18364468782.630287,1.461358924397336
snowflake,18415708644.695316,1.462774276723383
snowflake,18466948506.760345,1.4637308583134592
snowflake,18518188368.825375,1.4631233333425036
snowflake,18569428230.890404,1.4613208251506227
snowflake,18620668092.955433,1.4614552228438022
snowflake,18671907955.020462,1.4631916221637578
snowflake,18723147817.085495,1.4630489647317222
snowflake,18774387679.150524,1.4611625081445712
snowflake,18825627541.215553,1.4599295715897975
snowflake,18876867403.280582,1.462317791367002
snowflake,18928107265.34561,1.462691080654258
snowflake,18979347127.41064,1.461784467210083
snowflake,19030586989.47567,1.4611837497539397
snowflake,19081826851.5407,1.4639297765914907
snowflake,19133066713.60573,1.4663023892910798
snowflake,19184306575.67076,1.4665673124689482
snowflake,19235546437.73579,1.4665123875070505
snowflake,19286786299.80082,1.4681555128995296
snowflake,19338026161.86585,1.471599789326186
snowflake,19389266023.930878,1.4722801788375568
snowflake,19440505885.995907,1.4722914678712977
snowflake,19491745748.060936,1.4733043668221486
snowflake,19542985610.125965,1.4769169814939154
snowflake,19594225472.190994,1.477671132196524
snowflake,19645465334.256027,1.477065317121235
snowflake,19696705196.321056,1.4770681409190165
snowflake,19747945058.386086,1.480562957899418
snowflake,19799184920.451115,1.4815675979941718
snowflake,19850424782.516144,1.481495386794571
snowflake,19901664644.581173,1.4817357659033232
snowflake,19952904506.646202,1.4856817913614726
snowflake,20004144368.71123,1.4884087516455926
snowflake,20055384230.77626,1.4891744488379492
snowflake,20106624092.841293,1.489824556320554
snowflake,20157863954.906322,1.4927265611811573
snowflake,20209103816.97135,1.4975418947943364
snowflake,20260343679.03638,1.499761349400084
snowflake,20311583541.10141,1.50064785569567
snowflake,20362823403.16644,1.5022138984874802
snowflake,20414063265.23147,1.507173483893065
snowflake,20465303127.296497,1.5096134176649523
snowflake,20516542989.361526,1.510391551040669
snowflake,20567782851.426556,1.510960309196814
snowflake,20619022713.49159,1.515280596467994
snowflake,20670262575.556618,1.5179073384240358
snowflake,20721502437.621647,1.518415435536427
snowflake,20772742299.686676,1.518747959875811
snowflake,20823982161.751705,1.521947807682876
snowflake,20875222023.816734,1.5253620938506898
snowflake,20926461885.881763,1.5265240043873323
snowflake,20977701747.946793,1.527092259995747
snowflake,21028941610.01182,1.5294569444685229
snowflake,21080181472.076855,1.5333790228741335
snowflake,21131421334.141884,1.534802588813411
snowflake,21182661196.206913,1.5353096935511212
snowflake,21233901058.271942,1.5364117873862846
snowflake,21285140920.33697,1.5408899037136474
snowflake,21336380782.402,1.5429467195018396
snowflake,21387620644.46703,1.5434057511353174
snowflake,21438860506.53206,1.543743885221693
snowflake,21490100368.597088,1.5475649757048269
snowflake,21541340230.66212,1.5496313040028864
snowflake,21592580092.72715,1.5497019374068837
snowflake,21643819954.79218,1.5497926243023106
snowflake,21695059816.85721,1.5527289263334663
snowflake,21746299678.922237,1.5563039031754637
snowflake,21797539540.987267,1.5573028966350693
snowflake,21848779403.052296,1.5576415214590595
snowflake,21900019265.117325,1.5592233453206414
snowflake,21951259127.182354,1.563069977855328
snowflake,22002498989.247387,1.564318782218307
snowflake,22053738851.312416,1.5645597619463163
snowflake,22104978713.377445,1.5650901085823885
snowflake,22156218575.442474,1.5693784231254266
snowflake,22207458437.507504,1.5712685765427297
snowflake,22258698299.572533,1.5713363104725033
snowflake,22309938161.63756,1.570820349198979
snowflake,22361178023.70259,1.5738405018735633
snowflake,22412417885.76762,1.575745351637958
snowflake,22463657747.832653,1.5756258492527029
snowflake,22514897609.897682,1.5754301255107768
snowflake,22566137471.96271,1.5778793548287495
snowflake,22617377334.02774,1.5809342660699761
snowflake,22668617196.09277,1.581565113455409
snowflake,22719857058.1578,1.5818086122938195
snowflake,22771096920.222828,1.58361415433745
snowflake,22822336782.287857,1.5880171249985904
snowflake,22873576644.352886,1.5900909245781987
snowflake,22924816506.417915,1.591222393255402
snowflake,22976056368.48295,1.5927319817541348
snowflake,23027296230.547977,1.5980696259129055
snowflake,23078536092.613007,1.6012355287567612
snowflake,23129775954.678036,1.6025159400756204
snowflake,23181015816.743065,1.603515834236394
snowflake,23232255678.808094,1.6081468525569285
snowflake,23283495540.873123,1.6110275917956685
snowflake,23334735402.938152,1.611765753379241
snowflake,23385975265.00318,1.6117776788003635
snowflake,23437215127.068214,1.6144407094110196
snowflake,23488454989.133244,1.6166328949111382
snowflake,23539694851.198273,1.616414824473792
snowflake,23590934713.2633,1.6155278200877712
snowflake,23642174575.32833,1.6165897945852823
snowflake,23693414437.39336,1.6190667148044615
snowflake,23744654299.45839,1.6193158610695413
snowflake,23795894161.52342,1.6184749479329728
snowflake,23847134023.588448,1.6184630538046045
snowflake,23898373885.65348,1.6219843338010467
snowflake,23949613747.71851,1.6229937809679063
snowflake,24000853609.78354,1.6227208691955688
snowflake,24052093471.848568,1.6226279537925914
snowflake,24103333333.913597,1.626391205193717
snowflake,24154573195.978626,1.6281986278192326
snowflake,24205813058.043655,1.627778664846747
snowflake,24257052920.108685,1.6272058019045716
snowflake,24308292782.173714,1.6295685069582977
snowflake,24359532644.238747,1.6318507092868075
snowflake,24410772506.303776,1.631845011617608
snowflake,24462012368.368805,1.6311116758247772
snowflake,24513252230.433834,1.6321517819124283
snowflake,24564492092.498863,1.635232209605371
snowflake,24615731954.563892,1.6358126148675127
snowflake,24666971816.62892,1.6352464916004696
snowflake,24718211678.69395,1.6353465327013847
snowflake,24769451540.75898,1.6393643001700005
snowflake,24820691402.824013,1.6409509016511092
snowflake,24871931264.88904,1.6410578257755124
snowflake,24923171126.95407,1.6414081835795464
snowflake,24974410989.0191,1.6454546849957885
snowflake,25025650851.08413,1.6478887795513306
snowflake,25076890713.14916,1.648210235439456
snowflake,25128130575.214188,1.6484301204935754
snowflake,25179370437.279217,1.651026963311484
snowflake,25230610299.344246,1.6545625953749907
snowflake,25281850161.409275,1.6558699002436064
snowflake,25333090023.474308,1.6564602009653706
snowflake,25384329885.539337,1.6582061492156868
snowflake,25435569747.604366,1.6628821817913904
snowflake,25486809609.669395,1.6648977653090027
snowflake,25538049471.734425,1.665396575100547
snowflake,25589289333.799454,1.6660157880686348
snowflake,25640529195.864483,1.6710633564880888
snowflake,25691769057.929512,1.673939556851149
snowflake,25743008919.99454,1.6746983964502264
snowflake,25794248782.059574,1.6754053809040645
snowflake,25845488644.124603,1.6793480959291305
snowflake,25896728506.189632,1.682262313872407
snowflake,25947968368.25466,1.6828307982854704
snowflake,25999208230.31969,1.6830539819259827
snowflake,26050448092.38472,1.6856187496877642
snowflake,26101687954.44975,1.6889603891799911
snowflake,26152927816.51478,1.6896366715947913
snowflake,26204167678.579807,1.6895865661951042
snowflake,26255407540.64484,1.6907532964897443
snowflake,26306647402.70987,1.6942505196486946
snowflake,26357887264.7749,1.695023261457075
snowflake,26409127126.839928,1.6947187189099884
snowflake,26460366988.904957,1.6950909254839694
snowflake,26511606850.969986,1.6993070283938432
snowflake,26562846713.035015,1.7006560901901935
snowflake,26614086575.100044,1.7007024913794426
snowflake,26665326437.165073,1.7009444143109531
snowflake,26716566299.230106,1.7055962915130627
snowflake,26767806161.295135,1.7080913810241585
snowflake,26819046023.360165,1.7089330079949652
snowflake,26870285885.425194,1.7098033114724298
snowflake,26921525747.490223,1.714096574304911
snowflake,26972765609.555252,1.7180302085145442
snowflake,27024005471.62028,1.7201094284202079
snowflake,27075245333.68531,1.7217538675918949
snowflake,27126485195.75034,1.7238504122167166
snowflake,27177725057.815372,1.7249735491445979
snowflake,27228964919.8804,1.7246298298489615
snowflake,27280204781.94543,1.7225232552511809
snowflake,27331444644.01046,1.7207976063538748
snowflake,27382684506.07549,1.722801788323658
snowflake,27433924368.14052,1.7225100989390707
snowflake,27485164230.205547,1.720715611136908
snowflake,27536404092.270576,1.7185832075596406
snowflake,27587643954.335606,1.7165945570654892
snowflake,27638883816.400635,1.7130200890678915
snowflake,27690123678.465668,1.7068858343866309
snowflake,27741363540.530697,1.702785750948151
snowflake,27792603402.595726,1.7029758066389395
snowflake,27843843264.660755,1.7035373846682198
snowflake,27895083126.725784,1.7019701734338561
snowflake,27946322988.790813,1.6991750993638584
snowflake,27997562850.855843,1.6966414268741843
snowflake,28048802712.92087,1.693598344695676
snowflake,28100042574.9859,1.6880437883203518
snowflake,28151282437.050934,1.6817606733299493
snowflake,28202522299.115963,1.6791475103424462
snowflake,28253762161.180992,1.6757800295541254
snowflake,28305002023.24602,1.6700319866839723
snowflake,28356241885.31105,1.6628069890041264
snowflake,28407481747.37608,1.6554421352384787
snowflake,28458721609.44111,1.6485477369809443
snowflake,28509961471.506138,1.6381416853605162
snowflake,28561201333.571167,1.625310420158587
snowflake,28612441195.6362,1.6157502569243722
snowflake,28663681057.70123,1.6072925552882795
snowflake,28714920919.76626,1.5971514649151766
snowflake,28766160781.831287,1.58445055120816
snowflake,28817400643.896317,1.5737268437996363
snowflake,28868640505.961346,1.5655634042496762
snowflake,28919880368.026375,1.5564928019665174
snowflake,28971120230.091404,1.5450856682902867
snowflake,29022360092.156433,1.5339757279004813
snowflake,29073599954.221466,1.5265631770459152
snowflake,29124839816.286495,1.5199152360733186
snowflake,29176079678.351524,1.509418481860122
snowflake,29227319540.416553,1.4975861214037216
snowflake,29278559402.481583,1.4895875000456413
snowflake,29329799264.54661,1.4818905124090715
snowflake,29381039126.61164,1.4723590940401468
snowflake,29432278988.67667,1.4606533387825027
snowflake,29483518850.7417,1.4517309752655407
snowflake,29534758712.806732,1.444145494560741
snowflake,29585998574.87176,1.4341823438609846
snowflake,29637238436.93679,1.4207358453197385
snowflake,29688478299.00182,1.4084717226186865
snowflake,29739718161.06685,1.3998222670974418
snowflake,29790958023.131878,1.3911056534282005
snowflake,29842197885.196907,1.3782182237444742
snowflake,29893437747.261936,1.3650295418019316
snowflake,29944677609.326965,1.3552768375841873
snowflake,29995917471.391994,1.3449455236460603
snowflake,30047157333.457027,1.330803504051565
snowflake,30098397195.522057,1.3152442907541015
snowflake,30149637057.587086,1.3036302123006296
snowflake,30200876919.652115,1.2937772585486542
snowflake,30252116781.717144,1.2802989550732982
snowflake,30303356643.782173,1.2646531566824746
snowflake,30354596505.847202,1.2513544069555895
snowflake,30405836367.91223,1.2402303853540269
snowflake,30457076229.97726,1.2295611417764865
snowflake,30508316092.042294,1.217457790110839
snowflake,30559555954.107323,1.2063565298690955
snowflake,30610795816.17235,1.198508507610669
snowflake,30662035678.23738,1.1903501332261146
snowflake,30713275540.30241,1.17804092692708
snowflake,30764515402.36744,1.1655780256894765
snowflake,30815755264.43247,1.1568387647022709
snowflake,30866995126.497498,1.1496169477501472
snowflake,30918234988.562527,1.1420678942359572
snowflake,30969474850.62756,1.133215199016355
snowflake,31020714712.69259,1.1284615933007243
snowflake,31071954574.757618,1.1219635679225914
snowflake,31123194436.822647,1.1116498908712227
snowflake,31174434298.887676,1.099641140136798
snowflake,31225674160.952705,1.0913328073275264
snowflake,31276914023.017735,1.0850094165224826
snowflake,31328153885.082764,1.0791675428028118
snowflake,31379393747.147793,1.0719721964762432
snowflake,31430633609.212826,1.0667726544195704
snowflake,31481873471.277855,1.0624646098952548
snowflake,31533113333.342884,1.056620963678639
snowflake,31584353195.407913,1.05079285921052
snowflake,31635593057.472942,1.0439766967878454
snowflake,31686832919.53797,1.040544893754785
snowflake,31738072781.603,1.0387777818977497
snowflake,31789312643.66803,1.036589220761999
snowflake,31840552505.73306,1.0343520728534699
snowflake,31891792367.79809,1.036099995315478
snowflake,31943032229.86312,1.0357868392288077
snowflake,31994272091.92815,1.035105160831503
snowflake,32045511953.99318,1.0327279848137874
snowflake,32096751816.05821,1.0335487731788309
snowflake,32147991678.123238,1.033664940284126
snowflake,32199231540.188267,1.0331056552748508
snowflake,32250471402.253296,1.0315237704131217
snowflake,32301711264.318325,1.031267758891861
snowflake,32352951126.383354,1.0322918243250316
snowflake,32404190988.448387,1.031802681181005
snowflake,32455430850.513416,1.0296830004148083
snowflake,32506670712.578445,1.0285920109282976
snowflake,32557910574.643475,1.030699594903543
snowflake,32609150436.708504,1.03064589836371
snowflake,32660390298.773533,1.0303682207539406
snowflake,32711630160.838562,1.0281944531576608
snowflake,32762870022.90359,1.0294599185420317
snowflake,32814109884.96862,1.0288523850015272
snowflake,32865349747.033653,1.0279169479873238
snowflake,32916589609.098682,1.0266416926213187
snowflake,32967829471.16371,1.0278218272827755
snowflake,33019069333.22874,1.0293733091033475
snowflake,33070309195.29377,1.0290964140071586
snowflake,33121549057.3588,1.0273823934653201
snowflake,33172788919.42383,1.0268747787085895
snowflake,33224028781.488857,1.0298813337249604
