provider,label,source_line,iteration,observed_at,raw_rows,query_number,query_name,latency_sec,runtime_source,included_in_plot
clickhouse,ClickHouse Cloud,19,19,2026-08-09T00:56:02Z,58512627462,1,Hourly OHLCV bars,0.854,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,20,20,2026-08-09T01:56:02Z,61372336571,1,Hourly OHLCV bars,0.9,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,21,21,2026-08-09T02:56:02Z,64300511639,1,Hourly OHLCV bars,0.749,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,22,22,2026-08-09T03:56:02Z,67296751626,1,Hourly OHLCV bars,0.74,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,23,23,2026-08-09T04:56:02Z,70171105615,1,Hourly OHLCV bars,1.133,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,24,24,2026-08-09T05:56:02Z,73014746623,1,Hourly OHLCV bars,0.796,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,25,25,2026-08-09T06:56:02Z,75968034150,1,Hourly OHLCV bars,0.809,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,26,26,2026-08-09T07:56:02Z,78744711237,1,Hourly OHLCV bars,0.871,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,27,27,2026-08-09T08:56:02Z,81363815092,1,Hourly OHLCV bars,0.772,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,28,28,2026-08-09T09:56:02Z,83951753947,1,Hourly OHLCV bars,1.039,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,29,29,2026-08-09T10:56:02Z,87063780214,1,Hourly OHLCV bars,1.18,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,30,30,2026-08-09T11:56:02Z,90313224986,1,Hourly OHLCV bars,0.81,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,31,31,2026-08-09T12:56:02Z,93296187953,1,Hourly OHLCV bars,1.012,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,32,32,2026-08-09T13:56:02Z,96365836441,1,Hourly OHLCV bars,0.834,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,33,33,2026-08-09T14:56:02Z,99569689379,1,Hourly OHLCV bars,0.978,clickhouse-client --time,True
snowflake,Snowflake,2,2,2026-08-11T12:18:57Z,3343738155,1,Hourly OHLCV bars,0.229,runner result (end-to-end),True
snowflake,Snowflake,3,3,2026-08-11T13:18:57Z,6662885451,1,Hourly OHLCV bars,0.467,runner result (end-to-end),True
snowflake,Snowflake,4,4,2026-08-11T14:18:57Z,9966828956,1,Hourly OHLCV bars,0.308,runner result (end-to-end),True
snowflake,Snowflake,5,5,2026-08-11T15:18:57Z,13239818975,1,Hourly OHLCV bars,0.699,runner result (end-to-end),True
snowflake,Snowflake,6,6,2026-08-11T16:18:57Z,16496810019,1,Hourly OHLCV bars,0.551,runner result (end-to-end),True
snowflake,Snowflake,7,7,2026-08-11T17:18:57Z,19759272533,1,Hourly OHLCV bars,0.603,runner result (end-to-end),True
snowflake,Snowflake,8,8,2026-08-11T18:18:57Z,23027036303,1,Hourly OHLCV bars,0.394,runner result (end-to-end),True
snowflake,Snowflake,9,9,2026-08-11T19:18:57Z,26292597940,1,Hourly OHLCV bars,0.75,runner result (end-to-end),True
snowflake,Snowflake,10,10,2026-08-11T20:18:57Z,29545700964,1,Hourly OHLCV bars,0.424,runner result (end-to-end),True
snowflake,Snowflake,11,11,2026-08-11T21:18:57Z,32804567571,1,Hourly OHLCV bars,0.807,runner result (end-to-end),True
snowflake,Snowflake,12,12,2026-08-11T22:18:57Z,36086551556,1,Hourly OHLCV bars,0.861,runner result (end-to-end),True
snowflake,Snowflake,13,13,2026-08-11T23:18:57Z,39353814542,1,Hourly OHLCV bars,0.824,runner result (end-to-end),True
snowflake,Snowflake,14,14,2026-08-12T00:18:57Z,42638946619,1,Hourly OHLCV bars,0.602,runner result (end-to-end),True
snowflake,Snowflake,15,15,2026-08-12T01:18:57Z,45915210443,1,Hourly OHLCV bars,0.587,runner result (end-to-end),True
snowflake,Snowflake,16,16,2026-08-12T02:18:57Z,49198792764,1,Hourly OHLCV bars,0.824,runner result (end-to-end),True
snowflake,Snowflake,17,17,2026-08-12T03:18:57Z,52476957308,1,Hourly OHLCV bars,1.22,runner result (end-to-end),True
snowflake,Snowflake,18,18,2026-08-12T04:18:57Z,55728939933,1,Hourly OHLCV bars,0.972,runner result (end-to-end),True
snowflake,Snowflake,19,19,2026-08-12T05:18:57Z,58996538773,1,Hourly OHLCV bars,1.04,runner result (end-to-end),True
snowflake,Snowflake,20,20,2026-08-12T06:18:57Z,62279567684,1,Hourly OHLCV bars,1.178,runner result (end-to-end),True
snowflake,Snowflake,21,21,2026-08-12T07:18:57Z,65557201130,1,Hourly OHLCV bars,1.245,runner result (end-to-end),True
snowflake,Snowflake,22,22,2026-08-12T08:18:57Z,68815578104,1,Hourly OHLCV bars,1.007,runner result (end-to-end),True
snowflake,Snowflake,23,23,2026-08-12T09:18:57Z,72058735690,1,Hourly OHLCV bars,1.328,runner result (end-to-end),True
snowflake,Snowflake,24,24,2026-08-12T10:18:57Z,75292467460,1,Hourly OHLCV bars,1.143,runner result (end-to-end),True
snowflake,Snowflake,25,25,2026-08-12T11:18:57Z,78556038400,1,Hourly OHLCV bars,0.9,runner result (end-to-end),True
snowflake,Snowflake,26,26,2026-08-12T12:18:57Z,81806775602,1,Hourly OHLCV bars,0.888,runner result (end-to-end),True
snowflake,Snowflake,27,27,2026-08-12T13:18:57Z,85080158709,1,Hourly OHLCV bars,1.389,runner result (end-to-end),True
snowflake,Snowflake,28,28,2026-08-12T14:18:57Z,88330971978,1,Hourly OHLCV bars,1.374,runner result (end-to-end),True
snowflake,Snowflake,29,29,2026-08-12T15:18:57Z,91608517197,1,Hourly OHLCV bars,1.06,runner result (end-to-end),True
snowflake,Snowflake,30,30,2026-08-12T16:18:57Z,94877773840,1,Hourly OHLCV bars,1.36,runner result (end-to-end),True
snowflake,Snowflake,31,31,2026-08-12T17:18:57Z,98161784620,1,Hourly OHLCV bars,1.817,runner result (end-to-end),True
bigquery,BigQuery,1,1,2026-08-10T15:24:41.101Z,5232720,1,Hourly OHLCV bars,0.96,statistics.finalExecutionDurationMs,True
bigquery,BigQuery,2,2,2026-08-10T16:24:41.101Z,3604604487,1,Hourly OHLCV bars,3.778,statistics.finalExecutionDurationMs,True
bigquery,BigQuery,3,3,2026-08-10T17:24:41.101Z,7208681892,1,Hourly OHLCV bars,4.257,statistics.finalExecutionDurationMs,True
bigquery,BigQuery,4,4,2026-08-10T18:24:41.101Z,10810687044,1,Hourly OHLCV bars,3.637,statistics.finalExecutionDurationMs,True
bigquery,BigQuery,5,5,2026-08-10T19:24:41.101Z,14404336229,1,Hourly OHLCV bars,4.253,statistics.finalExecutionDurationMs,True
bigquery,BigQuery,6,6,2026-08-10T20:24:41.101Z,18008545549,1,Hourly OHLCV bars,3.366,statistics.finalExecutionDurationMs,True
bigquery,BigQuery,7,7,2026-08-10T21:24:41.101Z,21601183337,1,Hourly OHLCV bars,3.099,statistics.finalExecutionDurationMs,True
bigquery,BigQuery,8,8,2026-08-10T22:24:41.101Z,25206685539,1,Hourly OHLCV bars,3.4,statistics.finalExecutionDurationMs,True
bigquery,BigQuery,9,9,2026-08-10T23:24:41.101Z,28801641121,1,Hourly OHLCV bars,2.661,statistics.finalExecutionDurationMs,True
bigquery,BigQuery,10,10,2026-08-11T00:24:41.101Z,32408058443,1,Hourly OHLCV bars,3.127,statistics.finalExecutionDurationMs,True
bigquery,BigQuery,11,11,2026-08-11T01:24:41.101Z,36003582107,1,Hourly OHLCV bars,2.691,statistics.finalExecutionDurationMs,True
bigquery,BigQuery,12,12,2026-08-11T02:24:41.101Z,39606099320,1,Hourly OHLCV bars,3.275,statistics.finalExecutionDurationMs,True
bigquery,BigQuery,13,13,2026-08-11T03:24:41.101Z,43199914240,1,Hourly OHLCV bars,3.244,statistics.finalExecutionDurationMs,True
bigquery,BigQuery,14,14,2026-08-11T04:24:41.101Z,46805853812,1,Hourly OHLCV bars,3.805,statistics.finalExecutionDurationMs,True
bigquery,BigQuery,15,15,2026-08-11T05:24:41.101Z,50401430353,1,Hourly OHLCV bars,3.069,statistics.finalExecutionDurationMs,True
bigquery,BigQuery,16,16,2026-08-11T06:24:41.101Z,53996988224,1,Hourly OHLCV bars,2.889,statistics.finalExecutionDurationMs,True
bigquery,BigQuery,17,17,2026-08-11T07:24:41.101Z,57603715749,1,Hourly OHLCV bars,2.789,statistics.finalExecutionDurationMs,True
bigquery,BigQuery,18,18,2026-08-11T08:24:41.101Z,61199564057,1,Hourly OHLCV bars,3.205,statistics.finalExecutionDurationMs,True
bigquery,BigQuery,19,19,2026-08-11T09:24:41.101Z,64793072681,1,Hourly OHLCV bars,3.22,statistics.finalExecutionDurationMs,True
bigquery,BigQuery,20,20,2026-08-11T10:24:41.101Z,68395308517,1,Hourly OHLCV bars,2.924,statistics.finalExecutionDurationMs,True
bigquery,BigQuery,21,21,2026-08-11T11:24:41.101Z,71987342393,1,Hourly OHLCV bars,3.171,statistics.finalExecutionDurationMs,True
bigquery,BigQuery,22,22,2026-08-11T12:24:41.101Z,75577981475,1,Hourly OHLCV bars,2.737,statistics.finalExecutionDurationMs,True
bigquery,BigQuery,23,23,2026-08-11T13:24:41.101Z,79170037334,1,Hourly OHLCV bars,3.257,statistics.finalExecutionDurationMs,True
bigquery,BigQuery,24,24,2026-08-11T14:24:41.101Z,82761715116,1,Hourly OHLCV bars,3.547,statistics.finalExecutionDurationMs,True
bigquery,BigQuery,25,25,2026-08-11T15:24:41.101Z,86354594018,1,Hourly OHLCV bars,3.796,statistics.finalExecutionDurationMs,True
bigquery,BigQuery,26,26,2026-08-11T16:24:41.101Z,89952672588,1,Hourly OHLCV bars,2.914,statistics.finalExecutionDurationMs,True
bigquery,BigQuery,27,27,2026-08-11T17:24:41.101Z,93548598329,1,Hourly OHLCV bars,3.604,statistics.finalExecutionDurationMs,True
bigquery,BigQuery,28,28,2026-08-11T18:24:41.101Z,97155331056,1,Hourly OHLCV bars,4.112,statistics.finalExecutionDurationMs,True
redshift_super,Redshift · SUPER,2,2,2026-08-12T17:54:28Z,3539132196,1,Hourly OHLCV bars,15.611969,clickhouse-client --time,True
redshift_super,Redshift · SUPER,3,3,2026-08-12T18:54:48Z,7142932703,1,Hourly OHLCV bars,29.389882,clickhouse-client --time,True
redshift_super,Redshift · SUPER,4,4,2026-08-12T19:55:14Z,10739646237,1,Hourly OHLCV bars,213.845328,clickhouse-client --time,True
redshift_super,Redshift · SUPER,5,5,2026-08-12T20:57:49Z,14346887362,1,Hourly OHLCV bars,64.131728,clickhouse-client --time,True
redshift_super,Redshift · SUPER,6,6,2026-08-12T21:58:44Z,17944900380,1,Hourly OHLCV bars,71.840974,clickhouse-client --time,True
redshift_super,Redshift · SUPER,7,7,2026-08-12T22:59:43Z,21541024360,1,Hourly OHLCV bars,87.85855,clickhouse-client --time,True
redshift_super,Redshift · SUPER,8,8,2026-08-13T00:00:35Z,25158046681,1,Hourly OHLCV bars,105.930057,clickhouse-client --time,True
redshift_super,Redshift · SUPER,9,9,2026-08-13T01:01:39Z,28758932048,1,Hourly OHLCV bars,120.504405,clickhouse-client --time,True
redshift_super,Redshift · SUPER,10,10,2026-08-13T02:02:16Z,32358986128,1,Hourly OHLCV bars,136.53611,clickhouse-client --time,True
redshift_super,Redshift · SUPER,11,11,2026-08-13T03:02:14Z,35960573077,1,Hourly OHLCV bars,149.744311,clickhouse-client --time,True
redshift_super,Redshift · SUPER,12,12,2026-08-13T03:54:52Z,39507372773,1,Hourly OHLCV bars,446.004491,clickhouse-client --time,True
redshift_super,Redshift · SUPER,13,13,2026-08-13T04:55:11Z,43113715625,1,Hourly OHLCV bars,56.021824,clickhouse-client --time,True
redshift_super,Redshift · SUPER,14,14,2026-08-13T06:01:34Z,46769882264,1,Hourly OHLCV bars,45.065908,clickhouse-client --time,True
redshift_super,Redshift · SUPER,15,15,2026-08-13T07:01:56Z,50311961071,1,Hourly OHLCV bars,61.11634,clickhouse-client --time,True
redshift_super,Redshift · SUPER,16,16,2026-08-13T08:02:01Z,53928907694,1,Hourly OHLCV bars,70.692557,clickhouse-client --time,True
redshift_super,Redshift · SUPER,17,17,2026-08-13T09:02:00Z,57534735475,1,Hourly OHLCV bars,84.077744,clickhouse-client --time,True
redshift_super,Redshift · SUPER,18,18,2026-08-13T10:02:06Z,61127219937,1,Hourly OHLCV bars,102.551223,clickhouse-client --time,True
redshift_super,Redshift · SUPER,19,19,2026-08-13T11:02:28Z,64726881755,1,Hourly OHLCV bars,120.270434,clickhouse-client --time,True
redshift_super,Redshift · SUPER,20,20,2026-08-13T12:02:29Z,68330088073,1,Hourly OHLCV bars,136.699789,clickhouse-client --time,True
redshift_super,Redshift · SUPER,21,21,2026-08-13T13:02:33Z,71946007841,1,Hourly OHLCV bars,150.259941,clickhouse-client --time,True
redshift_super,Redshift · SUPER,22,22,2026-08-13T14:02:53Z,75540057221,1,Hourly OHLCV bars,178.054849,clickhouse-client --time,True
redshift_super,Redshift · SUPER,23,23,2026-08-13T15:02:51Z,79146527318,1,Hourly OHLCV bars,199.828932,clickhouse-client --time,True
redshift_super,Redshift · SUPER,24,24,2026-08-13T16:02:36Z,82760697798,1,Hourly OHLCV bars,52.144207,clickhouse-client --time,True
redshift_super,Redshift · SUPER,25,25,2026-08-13T16:57:56Z,86376876842,1,Hourly OHLCV bars,63.592342,clickhouse-client --time,True
redshift_super,Redshift · SUPER,26,26,2026-08-13T18:00:01Z,89920330616,1,Hourly OHLCV bars,82.4392,clickhouse-client --time,True
redshift_super,Redshift · SUPER,27,27,2026-08-13T19:00:20Z,93578343844,1,Hourly OHLCV bars,95.675033,clickhouse-client --time,True
redshift_super,Redshift · SUPER,28,28,2026-08-13T20:00:16Z,97179016064,1,Hourly OHLCV bars,110.796395,clickhouse-client --time,True
redshift_typed,Redshift · Typed,2,2,2026-08-12T17:54:09Z,3539132196,1,Hourly OHLCV bars,15.920081,clickhouse-client --time,True
redshift_typed,Redshift · Typed,3,3,2026-08-12T18:54:09Z,7142932703,1,Hourly OHLCV bars,31.239792,clickhouse-client --time,True
redshift_typed,Redshift · Typed,4,4,2026-08-12T19:54:10Z,10739646237,1,Hourly OHLCV bars,46.703796,clickhouse-client --time,True
redshift_typed,Redshift · Typed,5,5,2026-08-12T20:54:09Z,14346887362,1,Hourly OHLCV bars,63.46344,clickhouse-client --time,True
redshift_typed,Redshift · Typed,6,6,2026-08-12T21:54:10Z,17944900380,1,Hourly OHLCV bars,77.17451,clickhouse-client --time,True
redshift_typed,Redshift · Typed,7,7,2026-08-12T22:54:09Z,21541024360,1,Hourly OHLCV bars,92.652014,clickhouse-client --time,True
redshift_typed,Redshift · Typed,8,8,2026-08-12T23:54:09Z,25158046681,1,Hourly OHLCV bars,108.211803,clickhouse-client --time,True
redshift_typed,Redshift · Typed,9,9,2026-08-13T00:54:10Z,28758932048,1,Hourly OHLCV bars,129.005022,clickhouse-client --time,True
redshift_typed,Redshift · Typed,10,10,2026-08-13T01:54:10Z,32358986128,1,Hourly OHLCV bars,144.999259,clickhouse-client --time,True
redshift_typed,Redshift · Typed,11,11,2026-08-13T02:54:08Z,35960573077,1,Hourly OHLCV bars,159.313652,clickhouse-client --time,True
redshift_typed,Redshift · Typed,12,12,2026-08-13T03:54:10Z,39507372773,1,Hourly OHLCV bars,34.857398,clickhouse-client --time,True
redshift_typed,Redshift · Typed,13,13,2026-08-13T04:54:10Z,43113715625,1,Hourly OHLCV bars,51.198841,clickhouse-client --time,True
redshift_typed,Redshift · Typed,14,14,2026-08-13T05:54:12Z,46769882264,1,Hourly OHLCV bars,67.427364,clickhouse-client --time,True
redshift_typed,Redshift · Typed,15,15,2026-08-13T06:54:10Z,50311961071,1,Hourly OHLCV bars,81.900148,clickhouse-client --time,True
redshift_typed,Redshift · Typed,16,16,2026-08-13T07:54:11Z,53928907694,1,Hourly OHLCV bars,96.422819,clickhouse-client --time,True
redshift_typed,Redshift · Typed,17,17,2026-08-13T08:54:10Z,57534735475,1,Hourly OHLCV bars,110.071634,clickhouse-client --time,True
redshift_typed,Redshift · Typed,18,18,2026-08-13T09:54:12Z,61127219937,1,Hourly OHLCV bars,130.18071,clickhouse-client --time,True
redshift_typed,Redshift · Typed,19,19,2026-08-13T10:54:10Z,64726881755,1,Hourly OHLCV bars,156.440168,clickhouse-client --time,True
redshift_typed,Redshift · Typed,20,20,2026-08-13T11:54:10Z,68330088073,1,Hourly OHLCV bars,170.877919,clickhouse-client --time,True
redshift_typed,Redshift · Typed,21,21,2026-08-13T12:54:09Z,71946007841,1,Hourly OHLCV bars,192.42891,clickhouse-client --time,True
redshift_typed,Redshift · Typed,22,22,2026-08-13T13:54:11Z,75540057221,1,Hourly OHLCV bars,210.127509,clickhouse-client --time,True
redshift_typed,Redshift · Typed,23,23,2026-08-13T14:54:11Z,79146527318,1,Hourly OHLCV bars,215.844457,clickhouse-client --time,True
redshift_typed,Redshift · Typed,24,24,2026-08-13T15:54:11Z,82760697798,1,Hourly OHLCV bars,234.741752,clickhouse-client --time,True
redshift_typed,Redshift · Typed,25,25,2026-08-13T16:54:11Z,86376876842,1,Hourly OHLCV bars,64.849824,clickhouse-client --time,True
redshift_typed,Redshift · Typed,26,26,2026-08-13T17:54:10Z,89920330616,1,Hourly OHLCV bars,79.47847,clickhouse-client --time,True
redshift_typed,Redshift · Typed,27,27,2026-08-13T18:54:11Z,93578343844,1,Hourly OHLCV bars,93.599052,clickhouse-client --time,True
redshift_typed,Redshift · Typed,28,28,2026-08-13T19:54:11Z,97179016064,1,Hourly OHLCV bars,111.850088,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,2,2,2026-08-08T07:56:02Z,3742528876,2,Risk & liquidity (B7),0.421,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,3,3,2026-08-08T08:56:02Z,7149139248,2,Risk & liquidity (B7),0.307,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,4,4,2026-08-08T09:56:02Z,10451300014,2,Risk & liquidity (B7),0.322,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,5,5,2026-08-08T10:56:02Z,13693746344,2,Risk & liquidity (B7),0.428,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,6,6,2026-08-08T11:56:02Z,17207612605,2,Risk & liquidity (B7),0.334,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,7,7,2026-08-08T12:56:02Z,20600910656,2,Risk & liquidity (B7),0.51,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,8,8,2026-08-08T13:56:02Z,23847648964,2,Risk & liquidity (B7),0.597,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,9,9,2026-08-08T14:56:02Z,27120394813,2,Risk & liquidity (B7),0.455,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,10,10,2026-08-08T15:56:02Z,30468775164,2,Risk & liquidity (B7),0.483,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,11,11,2026-08-08T16:56:02Z,33749879001,2,Risk & liquidity (B7),0.45,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,12,12,2026-08-08T17:56:02Z,36853722010,2,Risk & liquidity (B7),0.58,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,13,13,2026-08-08T18:56:02Z,39940404643,2,Risk & liquidity (B7),0.426,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,14,14,2026-08-08T19:56:02Z,43039194322,2,Risk & liquidity (B7),0.584,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,15,15,2026-08-08T20:56:02Z,46111116140,2,Risk & liquidity (B7),0.596,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,16,16,2026-08-08T21:56:02Z,49175866023,2,Risk & liquidity (B7),0.576,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,17,17,2026-08-08T22:56:02Z,52443266481,2,Risk & liquidity (B7),0.538,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,18,18,2026-08-08T23:56:02Z,55419548257,2,Risk & liquidity (B7),0.463,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,19,19,2026-08-09T00:56:02Z,58512627462,2,Risk & liquidity (B7),0.667,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,20,20,2026-08-09T01:56:02Z,61372336571,2,Risk & liquidity (B7),0.67,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,21,21,2026-08-09T02:56:02Z,64300511639,2,Risk & liquidity (B7),0.603,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,22,22,2026-08-09T03:56:02Z,67296751626,2,Risk & liquidity (B7),0.637,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,23,23,2026-08-09T04:56:02Z,70171105615,2,Risk & liquidity (B7),0.661,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,24,24,2026-08-09T05:56:02Z,73014746623,2,Risk & liquidity (B7),0.686,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,25,25,2026-08-09T06:56:02Z,75968034150,2,Risk & liquidity (B7),0.704,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,26,26,2026-08-09T07:56:02Z,78744711237,2,Risk & liquidity (B7),0.728,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,27,27,2026-08-09T08:56:02Z,81363815092,2,Risk & liquidity (B7),0.735,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,28,28,2026-08-09T09:56:02Z,83951753947,2,Risk & liquidity (B7),0.778,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,29,29,2026-08-09T10:56:02Z,87063780214,2,Risk & liquidity (B7),0.811,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,30,30,2026-08-09T11:56:02Z,90313224986,2,Risk & liquidity (B7),0.722,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,31,31,2026-08-09T12:56:02Z,93296187953,2,Risk & liquidity (B7),0.835,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,32,32,2026-08-09T13:56:02Z,96365836441,2,Risk & liquidity (B7),0.7,clickhouse-client --time,True
clickhouse,ClickHouse Cloud,33,33,2026-08-09T14:56:02Z,99569689379,2,Risk & liquidity (B7),0.843,clickhouse-client --time,True
snowflake,Snowflake,2,2,2026-08-11T12:18:57Z,3343738155,2,Risk & liquidity (B7),0.315,runner result (end-to-end),True
snowflake,Snowflake,3,3,2026-08-11T13:18:57Z,6662885451,2,Risk & liquidity (B7),0.339,runner result (end-to-end),True
snowflake,Snowflake,4,4,2026-08-11T14:18:57Z,9966828956,2,Risk & liquidity (B7),0.383,runner result (end-to-end),True
snowflake,Snowflake,5,5,2026-08-11T15:18:57Z,13239818975,2,Risk & liquidity (B7),0.751,runner result (end-to-end),True
snowflake,Snowflake,6,6,2026-08-11T16:18:57Z,16496810019,2,Risk & liquidity (B7),0.498,runner result (end-to-end),True
snowflake,Snowflake,7,7,2026-08-11T17:18:57Z,19759272533,2,Risk & liquidity (B7),0.421,runner result (end-to-end),True
snowflake,Snowflake,8,8,2026-08-11T18:18:57Z,23027036303,2,Risk & liquidity (B7),0.983,runner result (end-to-end),True
snowflake,Snowflake,9,9,2026-08-11T19:18:57Z,26292597940,2,Risk & liquidity (B7),1.051,runner result (end-to-end),True
snowflake,Snowflake,10,10,2026-08-11T20:18:57Z,29545700964,2,Risk & liquidity (B7),0.556,runner result (end-to-end),True
snowflake,Snowflake,11,11,2026-08-11T21:18:57Z,32804567571,2,Risk & liquidity (B7),0.766,runner result (end-to-end),True
snowflake,Snowflake,12,12,2026-08-11T22:18:57Z,36086551556,2,Risk & liquidity (B7),0.655,runner result (end-to-end),True
snowflake,Snowflake,13,13,2026-08-11T23:18:57Z,39353814542,2,Risk & liquidity (B7),0.759,runner result (end-to-end),True
snowflake,Snowflake,14,14,2026-08-12T00:18:57Z,42638946619,2,Risk & liquidity (B7),1.525,runner result (end-to-end),True
snowflake,Snowflake,15,15,2026-08-12T01:18:57Z,45915210443,2,Risk & liquidity (B7),1.004,runner result (end-to-end),True
snowflake,Snowflake,16,16,2026-08-12T02:18:57Z,49198792764,2,Risk & liquidity (B7),0.822,runner result (end-to-end),True
snowflake,Snowflake,17,17,2026-08-12T03:18:57Z,52476957308,2,Risk & liquidity (B7),1.118,runner result (end-to-end),True
snowflake,Snowflake,18,18,2026-08-12T04:18:57Z,55728939933,2,Risk & liquidity (B7),1.5,runner result (end-to-end),True
snowflake,Snowflake,19,19,2026-08-12T05:18:57Z,58996538773,2,Risk & liquidity (B7),1.018,runner result (end-to-end),True
snowflake,Snowflake,20,20,2026-08-12T06:18:57Z,62279567684,2,Risk & liquidity (B7),1.191,runner result (end-to-end),True
snowflake,Snowflake,21,21,2026-08-12T07:18:57Z,65557201130,2,Risk & liquidity (B7),1.05,runner result (end-to-end),True
snowflake,Snowflake,22,22,2026-08-12T08:18:57Z,68815578104,2,Risk & liquidity (B7),1.072,runner result (end-to-end),True
snowflake,Snowflake,23,23,2026-08-12T09:18:57Z,72058735690,2,Risk & liquidity (B7),2.011,runner result (end-to-end),True
snowflake,Snowflake,24,24,2026-08-12T10:18:57Z,75292467460,2,Risk & liquidity (B7),1.304,runner result (end-to-end),True
