source_index,observed_at,collected_until,raw_rows,mv_source_rows,rows_behind,refresh_age_seconds
92,2026-09-18T18:38:42.353Z,2026-09-18T18:39:30.017Z,5495623091,5438905625,56717466,52.445743
93,2026-09-18T18:39:42.353Z,2026-09-18T18:40:21.921Z,5560358819,5495623091,64735728,52.349716
94,2026-09-18T18:40:42.353Z,2026-09-18T18:41:25.037Z,5627910907,5560358819,67552088,51.688731
95,2026-09-18T18:41:42.353Z,2026-09-18T18:42:24.371Z,5684533107,5617595467,66937640,51.656711
96,2026-09-18T18:42:42.353Z,2026-09-18T18:43:22.718Z,5748739745,5679573659,69166086,50.444738
97,2026-09-18T18:43:42.353Z,2026-09-18T18:44:24.717Z,5803881577,5741731391,62150186,48.477746
98,2026-09-18T18:44:42.353Z,2026-09-18T18:45:25.281Z,5858869319,5798798857,60070462,48.743748
99,2026-09-18T18:45:42.353Z,2026-09-18T18:46:24.611Z,5928177859,5860769953,67407906,46.994692
100,2026-09-18T18:46:42.353Z,2026-09-18T18:47:24.496Z,5980000969,5922956775,57044194,46.548731
101,2026-09-18T18:47:42.353Z,2026-09-18T18:48:26.443Z,6047179785,5980000969,67178816,50.31474
102,2026-09-18T18:48:42.353Z,2026-09-18T18:49:27.323Z,6101250073,6047179785,54070288,41.374739
103,2026-09-18T18:49:42.353Z,2026-09-18T18:50:27.511Z,6170502795,6104239705,66263090,43.63476
104,2026-09-18T18:50:42.353Z,2026-09-18T18:51:28.112Z,6223203267,6166185801,57017466,42.091742
105,2026-09-18T18:51:42.353Z,2026-09-18T18:52:27.906Z,6280969005,6223203267,57765738,42.184744
106,2026-09-18T18:52:42.353Z,2026-09-18T18:53:27.718Z,6340883649,6285330181,55553468,40.869721
107,2026-09-18T18:53:42.353Z,2026-09-18T18:54:29.542Z,6409438099,6352643905,56794194,37.217876
108,2026-09-18T18:54:42.353Z,2026-09-18T18:55:29.184Z,6461616011,6409438099,52177912,37.44877
109,2026-09-18T18:55:42.353Z,2026-09-18T18:56:28.459Z,6518316023,6471725633,46590390,35.338735
110,2026-09-18T18:56:42.353Z,2026-09-18T18:57:23.736Z,6585987293,6533852547,52134746,36.825676
111,2026-09-18T18:57:42.353Z,2026-09-18T18:58:21.603Z,6652062019,6595991097,56070922,34.270712
112,2026-09-18T18:58:42.353Z,2026-09-18T18:59:22.410Z,6706220671,6658291283,47929388,26.261727
113,2026-09-18T18:59:42.353Z,2026-09-18T19:00:24.458Z,6761729957,6720106561,41623396,30.935733
114,2026-09-18T19:00:42.353Z,2026-09-18T19:01:23.540Z,6829139591,6777474027,51665564,28.539964
115,2026-09-18T19:01:42.353Z,2026-09-18T19:02:24.611Z,6882413335,6844837751,37575584,23.251746
116,2026-09-18T19:02:42.353Z,2026-09-18T19:03:56.724Z,6951902693,6901793581,50109112,27.161733
117,2026-09-18T19:03:56.745Z,2026-09-18T19:05:20.274Z,7020949597,6964049585,56900012,38.08559
118,2026-09-18T19:05:20.298Z,2026-09-18T19:06:05.745Z,7101491031,7026170681,75320350,61.347569
119,2026-09-18T19:06:05.766Z,2026-09-18T19:06:49.113Z,7155565694,7088228413,67337281,43.886375
120,2026-09-18T19:06:49.135Z,2026-09-18T19:07:34.403Z,7183972382,7150321338,33651044,26.011169
121,2026-09-18T19:07:42.353Z,2026-09-18T19:08:27.367Z,7252047742,7207388804,44658938,22.122732
122,2026-09-18T19:08:42.353Z,2026-09-18T19:09:28.735Z,7305794758,7269527354,36267404,19.553734
123,2026-09-18T19:09:42.353Z,2026-09-18T19:10:30.005Z,7362738952,7331646722,31092230,18.418732
124,2026-09-18T19:10:42.353Z,2026-09-18T19:11:28.348Z,7430052676,7393785272,36267404,16.913761
125,2026-09-18T19:11:42.353Z,2026-09-18T19:12:29.835Z,7487027688,7450879466,36148222,16.075757
126,2026-09-18T19:12:42.353Z,2026-09-18T19:13:22.341Z,7540824704,7513029652,27795052,15.537835
127,2026-09-18T19:13:42.353Z,2026-09-18T19:14:22.186Z,7611497242,7575218202,36279040,13.01875
128,2026-09-18T19:14:42.353Z,2026-09-18T19:15:22.529Z,7668348982,7632043214,36305768,16.583746
129,2026-09-18T19:15:42.353Z,2026-09-18T19:16:24.487Z,7725447266,7694393400,31053866,14.798726
130,2026-09-18T19:16:42.353Z,2026-09-18T19:17:23.183Z,7792799354,7756466541,36332813,11.541727
131,2026-09-18T19:17:42.353Z,2026-09-18T19:18:25.701Z,7847250460,7818612954,28637506,12.603721
132,2026-09-18T19:18:42.353Z,2026-09-18T19:19:25.785Z,7901632464,7875611318,26021146,11.215732
133,2026-09-18T19:19:42.353Z,2026-09-18T19:20:25.716Z,7968772916,7937688232,31084684,10.984733
134,2026-09-18T19:20:42.353Z,2026-09-18T19:21:25.064Z,8025827018,7999838418,25988600,6.363717
135,2026-09-18T19:21:42.353Z,2026-09-18T19:22:27.712Z,8082727030,7999838418,82888612,66.363726
136,2026-09-18T19:22:42.353Z,2026-09-18T19:23:27.674Z,8152229752,8118832798,33396954,4.992735
137,2026-09-18T19:23:42.353Z,2026-09-18T19:24:26.818Z,8206998312,8118832798,88165514,64.992705
138,2026-09-18T19:24:42.353Z,2026-09-18T19:25:26.616Z,8259923784,8243123262,16800522,2.570729
139,2026-09-18T19:25:42.353Z,2026-09-18T19:26:28.923Z,8331194594,8243123262,88071332,62.570733
140,2026-09-18T19:26:42.353Z,2026-09-18T19:27:28.199Z,8388194606,8362211824,25982782,5.520732
141,2026-09-18T19:27:42.353Z,2026-09-18T19:28:29.963Z,8442557348,8424462010,18095338,4.151743
142,2026-09-18T19:28:42.353Z,2026-09-18T19:29:31.804Z,8501463812,8486600560,14863252,3.541732
143,2026-09-18T19:29:42.353Z,2026-09-18T19:30:22.539Z,8574446497,8486600560,87845937,63.541727
144,2026-09-18T19:30:42.353Z,2026-09-18T19:31:25.978Z,8630292419,8486600560,143691859,123.541735
145,2026-09-18T19:31:42.353Z,2026-09-18T19:32:21.894Z,8688394793,8605525363,82869430,59.120741
146,2026-09-18T19:32:42.353Z,2026-09-18T19:33:24.365Z,8744777351,8605525363,139251988,119.120744
147,2026-09-18T19:33:42.353Z,2026-09-18T19:34:24.075Z,8801933181,8724650561,77282620,57.705742
148,2026-09-18T19:34:42.353Z,2026-09-18T19:35:24.306Z,8869616087,8786727475,82888612,59.754727
149,2026-09-18T19:35:42.353Z,2026-09-18T19:36:24.905Z,8924248011,8848866025,75381986,58.148754
150,2026-09-18T19:36:42.353Z,2026-09-18T19:37:25.038Z,8981827113,8910950802,70876311,59.28671
151,2026-09-18T19:37:42.353Z,2026-09-18T19:38:27.250Z,9037498035,8973043125,64454910,55.506895
152,2026-09-18T19:38:42.353Z,2026-09-18T19:39:27.404Z,9107628119,9035212493,72415626,52.536711
153,2026-09-18T19:39:42.353Z,2026-09-18T19:40:28.455Z,9159427957,9035212493,124215464,112.536733
154,2026-09-18T19:40:42.353Z,2026-09-18T19:41:28.259Z,9226780045,9149143335,77636710,51.188758
155,2026-09-18T19:41:42.353Z,2026-09-18T19:42:27.840Z,9283624769,9149143335,134481434,111.188727
156,2026-09-18T19:42:42.354Z,2026-09-18T19:43:27.781Z,9350965221,9273309329,77655892,55.160333
157,2026-09-18T19:43:42.353Z,2026-09-18T19:44:31.857Z,9407847779,9335467061,72380718,55.016802
158,2026-09-18T19:44:42.353Z,2026-09-18T19:45:28.986Z,9459669161,9392334527,67334634,53.922739
159,2026-09-18T19:45:42.353Z,2026-09-18T19:46:30.642Z,9530066699,9454411441,75655258,53.336725
160,2026-09-18T19:46:42.353Z,2026-09-18T19:47:42.358Z,9584532897,9516519173,68013724,52.946752
161,2026-09-18T19:47:42.381Z,2026-09-18T19:48:22.224Z,9640919545,9573555821,67363724,55.231263
162,2026-09-18T19:48:42.354Z,2026-09-18T19:49:23.575Z,9708048361,9635663553,72384808,54.877154
163,2026-09-18T19:49:42.353Z,2026-09-18T19:50:25.522Z,9765296645,9692519383,72777262,54.816731
164,2026-09-18T19:50:42.353Z,2026-09-18T19:51:23.844Z,9821854203,9754650387,67203816,54.224728
165,2026-09-18T19:51:42.353Z,2026-09-18T19:52:24.523Z,9892751741,9816784847,75966894,47.946754
166,2026-09-18T19:52:42.353Z,2026-09-18T19:53:24.516Z,9948249391,9878927487,69321904,46.199726
167,2026-09-18T19:53:42.353Z,2026-09-18T19:54:26.723Z,10003092951,9940979401,62113550,48.078763
168,2026-09-18T19:54:42.353Z,2026-09-18T19:55:27.368Z,10070411544,9998048595,72362949,48.183736
169,2026-09-18T19:55:42.353Z,2026-09-18T19:56:28.699Z,10127442374,10065153824,62288550,43.477761
170,2026-09-18T19:56:42.353Z,2026-09-18T19:57:28.035Z,10185425566,10122202108,63223458,44.819724
171,2026-09-18T19:57:42.353Z,2026-09-18T19:58:28.268Z,10242543032,10184359840,58183192,41.569737
172,2026-09-18T19:58:42.353Z,2026-09-18T19:59:28.344Z,10313658024,10246460026,67197998,39.321728
173,2026-09-18T19:59:42.353Z,2026-09-18T20:00:29.313Z,10370706308,10308606122,62100186,36.976683
174,2026-09-18T20:00:42.353Z,2026-09-18T20:01:29.319Z,10427544684,10308606122,118938562,96.976742
175,2026-09-18T20:01:42.353Z,2026-09-18T20:02:30.781Z,10486337784,10432833222,53504562,31.434726
176,2026-09-18T20:02:42.353Z,2026-09-18T20:03:31.171Z,10543836068,10432833222,111002846,91.434752
177,2026-09-18T20:03:42.353Z,2026-09-18T20:04:23.751Z,10601238442,10551933420,49305022,33.795726
178,2026-09-18T20:04:42.353Z,2026-09-18T20:05:22.136Z,10670971982,10551933420,119038562,93.795743
179,2026-09-18T20:05:42.353Z,2026-09-18T20:06:24.300Z,10727977812,10670971982,57005830,31.673725
180,2026-09-18T20:06:42.353Z,2026-09-18T20:07:24.411Z,10784783642,10670971982,113811660,91.673722
181,2026-09-18T20:07:42.353Z,2026-09-18T20:08:25.117Z,10841856002,10795284794,46571208,28.307725
182,2026-09-18T20:08:42.353Z,2026-09-18T20:09:25.608Z,10912709358,10795284794,117424564,88.307751
183,2026-09-18T20:09:42.353Z,2026-09-18T20:10:25.329Z,10970623368,10919492712,51130656,22.476756
184,2026-09-18T20:10:42.353Z,2026-09-18T20:11:27.327Z,11028190834,10919492712,108698122,82.476722
185,2026-09-18T20:11:42.354Z,2026-09-18T20:12:25.744Z,11085239118,11033416008,51823110,27.858353
186,2026-09-18T20:12:42.353Z,2026-09-18T20:13:27.986Z,11142094948,11100737278,41357670,24.672745
187,2026-09-18T20:13:42.353Z,2026-09-18T20:14:27.908Z,11200458958,11100737278,99721680,84.672743
188,2026-09-18T20:14:42.353Z,2026-09-18T20:15:29.190Z,11257688060,11219789204,37898856,22.16475
189,2026-09-18T20:15:42.353Z,2026-09-18T20:16:29.988Z,11328448962,11287110474,41338488,19.374905
190,2026-09-18T20:16:42.353Z,2026-09-18T20:17:29.795Z,11385516428,11343985486,41530942,20.857729
191,2026-09-18T20:17:42.353Z,2026-09-18T20:18:30.411Z,11442383894,11406066490,36317404,22.38176
192,2026-09-18T20:18:42.353Z,2026-09-18T20:19:29.862Z,11504541626,11468255040,36286586,19.496744
193,2026-09-18T20:19:42.353Z,2026-09-18T20:20:21.362Z,11571874055,11468255040,103619015,79.496731
194,2026-09-18T20:20:42.353Z,2026-09-18T20:21:22.857Z,11623714619,11587397215,36317404,17.367959
195,2026-09-18T20:21:42.354Z,2026-09-18T20:22:23.253Z,11693459795,11587397215,106062580,77.368461
196,2026-09-18T20:22:42.353Z,2026-09-18T20:23:25.590Z,11742647363,11706379959,36267404,18.319713
197,2026-09-18T20:23:42.353Z,2026-09-18T20:24:25.330Z,11799995647,11768660963,31334684,18.91868
198,2026-09-18T20:24:42.353Z,2026-09-18T20:25:24.990Z,11866843645,11830787877,36055768,16.253719
199,2026-09-18T20:25:42.353Z,2026-09-18T20:26:27.195Z,11929113013,11892851427,36261586,16.769674
200,2026-09-18T20:26:42.353Z,2026-09-18T20:27:26.132Z,11985988025,11954945795,31042230,11.546722
201,2026-09-18T20:27:42.353Z,2026-09-18T20:28:25.497Z,12041878129,12017022709,24855420,9.68074
202,2026-09-18T20:28:42.353Z,2026-09-18T20:29:26.737Z,12099917139,12079180441,20736698,6.249731
203,2026-09-18T20:29:42.353Z,2026-09-18T20:30:25.840Z,12164342959,12079180441,85162518,66.249728
204,2026-09-18T20:30:42.353Z,2026-09-18T20:31:26.851Z,12224138421,12198305639,25832782,2.220726
205,2026-09-18T20:31:42.353Z,2026-09-18T20:32:30.102Z,12286407789,12198305639,88102150,62.220716
206,2026-09-18T20:32:42.353Z,2026-09-18T20:33:31.245Z,12348482558,12322526504,25956054,1.445738
207,2026-09-18T20:33:42.354Z,2026-09-18T20:34:28.883Z,12410615290,12322526504,88088786,61.446093
208,2026-09-18T20:34:42.353Z,2026-09-18T20:35:30.164Z,12472455568,12322526504,149929064,121.445745
209,2026-09-18T20:35:42.353Z,2026-09-18T20:36:31.079Z,12532518484,12446696058,85822426,55.529717
210,2026-09-18T20:36:42.353Z,2026-09-18T20:37:21.931Z,12590141768,12446696058,143445710,115.529751
211,2026-09-18T20:37:42.353Z,2026-09-18T20:38:23.302Z,12643577148,12565990438,77586710,58.532717
212,2026-09-18T20:38:42.353Z,2026-09-18T20:39:23.298Z,12705242426,12565990438,139251988,118.532756
213,2026-09-18T20:39:42.353Z,2026-09-18T20:40:23.897Z,12761324984,12685134818,76190166,56.881726
214,2026-09-18T20:40:42.353Z,2026-09-18T20:41:24.255Z,12819788994,12685134818,134654176,116.881728
215,2026-09-18T20:41:42.353Z,2026-09-18T20:42:25.035Z,12892381348,12804246652,88134696,58.035734
216,2026-09-18T20:42:42.353Z,2026-09-18T20:43:25.399Z,12953992853,12804246652,149746201,118.035757
217,2026-09-18T20:43:42.353Z,2026-09-18T20:44:25.590Z,13011618182,12923435214,88182968,57.233734
218,2026-09-18T20:44:42.353Z,2026-09-18T20:45:24.893Z,13068521486,12923435214,145086272,117.233735
219,2026-09-18T20:45:42.353Z,2026-09-18T20:46:27.828Z,13125527316,13047702242,77825074,55.470734
220,2026-09-18T20:46:42.353Z,2026-09-18T20:47:28.340Z,13182471510,13047702242,134769268,115.47072
221,2026-09-18T20:47:42.353Z,2026-09-18T20:48:28.575Z,13239893066,13166915804,72977262,55.962791
222,2026-09-18T20:48:42.353Z,2026-09-18T20:49:31.036Z,13312127557,13166915804,145211753,115.962734
223,2026-09-18T20:49:42.353Z,2026-09-18T20:50:28.657Z,13369041250,13291342904,77698346,52.792723
224,2026-09-18T20:50:42.353Z,2026-09-18T20:51:30.500Z,13425935444,13291342904,134592540,112.792738
225,2026-09-18T20:51:42.354Z,2026-09-18T20:52:30.547Z,13484274454,13410406466,73867988,52.936247
226,2026-09-18T20:52:42.353Z,2026-09-18T20:53:29.839Z,13545118188,13410406466,134711722,112.935736
227,2026-09-18T20:53:42.354Z,2026-09-18T20:54:22.158Z,13602191472,13540070376,62121096,42.380656
228,2026-09-18T20:54:42.353Z,2026-09-18T20:55:23.952Z,13674620462,13540070376,134550086,102.379749
229,2026-09-18T20:55:42.353Z,2026-09-18T20:56:25.461Z,13732809472,13659072302,73737170,44.58673
230,2026-09-18T20:56:42.353Z,2026-09-18T20:57:23.117Z,13793667897,13659072302,134595595,104.586736
231,2026-09-18T20:57:42.353Z,2026-09-18T20:58:26.060Z,13850529545,13778148827,72380718,44.047728
232,2026-09-18T20:58:42.353Z,2026-09-18T20:59:24.630Z,13912662277,13778148827,134513450,104.047726
233,2026-09-18T20:59:42.353Z,2026-09-18T21:00:25.688Z,13974837463,13897108299,77729164,44.122738
234,2026-09-18T21:00:42.353Z,2026-09-18T21:01:26.751Z,14031762475,13897108299,134654176,104.122764
235,2026-09-18T21:01:42.353Z,2026-09-18T21:02:26.551Z,14088606669,14021447035,67159634,40.850708
236,2026-09-18T21:02:42.353Z,2026-09-18T21:03:27.501Z,14147798041,14021447035,126351006,100.850724
237,2026-09-18T21:03:42.353Z,2026-09-18T21:04:27.278Z,14202810783,14140372233,62438550,41.881722
238,2026-09-18T21:04:42.353Z,2026-09-18T21:05:28.125Z,14264803106,14140372233,124430873,101.881726
239,2026-09-18T21:05:42.353Z,2026-09-18T21:06:29.139Z,14321643527,14264803106,56840421,36.471725
240,2026-09-18T21:06:42.353Z,2026-09-18T21:07:31.149Z,14383762895,14264803106,118959789,96.471722
241,2026-09-18T21:07:42.353Z,2026-09-18T21:08:31.139Z,14455845894,14389045615,66800279,35.829746
242,2026-09-18T21:08:42.353Z,2026-09-18T21:09:29.788Z,14513236632,14389045615,124191017,95.829725
243,2026-09-18T21:09:42.353Z,2026-09-18T21:10:23.297Z,14570134916,14513236632,56898284,29.340767
244,2026-09-18T21:10:42.353Z,2026-09-18T21:11:23.563Z,14626942474,14513236632,113705842,89.340734
245,2026-09-18T21:11:42.353Z,2026-09-18T21:12:24.515Z,14684015758,14632200194,51815564,28.429717
246,2026-09-18T21:12:42.353Z,2026-09-18T21:13:25.124Z,14744584492,14632200194,112384298,88.429755
247,2026-09-18T21:13:42.353Z,2026-09-18T21:14:24.896Z,14803160138,14751312028,51848110,26.976724
248,2026-09-18T21:14:42.353Z,2026-09-18T21:15:25.144Z,14874898402,14751312028,123586374,86.976757
249,2026-09-18T21:15:42.353Z,2026-09-18T21:16:24.631Z,14932389140,14875552492,56836648,28.640758
250,2026-09-18T21:16:42.353Z,2026-09-18T21:17:24.769Z,14990479878,14875552492,114927386,88.640723
251,2026-09-18T21:17:42.353Z,2026-09-18T21:18:26.020Z,15047708980,14994658508,53050472,29.430737
252,2026-09-18T21:18:42.353Z,2026-09-18T21:19:26.817Z,15103336558,14994658508,108678050,89.430738
253,2026-09-18T21:19:42.353Z,2026-09-18T21:20:28.717Z,15160404024,15113832816,46571208,27.424753
