NAME,REFRESH_END_TIME,STALENESS_AT_DONE_SEC,DURATION_SEC,STATE
QUOTES_DAILY_IT,2026-06-16 03:27:55.787 -0700,10,9,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 03:28:45.159 -0700,12,11,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 03:29:35.228 -0700,14,12,SUCCEEDED
QUOTES_IT,2026-06-16 03:30:03.948 -0700,139,137,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 03:30:23.824 -0700,14,13,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 03:31:12.829 -0700,15,15,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 03:32:02.642 -0700,17,16,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 03:32:51.234 -0700,18,17,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 03:33:41.133 -0700,20,18,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 03:34:29.891 -0700,21,19,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 03:35:19.560 -0700,22,21,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 03:36:09.435 -0700,24,23,SUCCEEDED
QUOTES_IT,2026-06-16 03:36:42.658 -0700,153,152,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 03:36:57.777 -0700,24,23,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 03:37:48.561 -0700,27,26,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 03:38:19.753 -0700,10,9,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 03:39:08.782 -0700,11,10,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 03:39:57.623 -0700,12,11,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 03:40:47.432 -0700,14,13,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 03:41:36.423 -0700,15,14,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 03:42:26.014 -0700,17,16,SUCCEEDED
QUOTES_IT,2026-06-16 03:42:54.173 -0700,141,139,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 03:43:15.552 -0700,18,17,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 03:44:05.093 -0700,20,18,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 03:44:53.703 -0700,20,19,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 03:45:43.468 -0700,22,20,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 03:46:31.919 -0700,23,22,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 03:47:21.333 -0700,24,23,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 03:47:57.236 -0700,12,11,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 03:48:47.325 -0700,14,12,SUCCEEDED
QUOTES_IT,2026-06-16 03:49:18.467 -0700,141,140,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 03:49:35.902 -0700,15,13,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 03:50:25.164 -0700,16,15,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 03:51:15.657 -0700,18,17,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 03:52:04.819 -0700,19,18,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 03:52:53.781 -0700,20,19,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 03:53:43.518 -0700,22,21,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 03:54:33.108 -0700,24,22,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 03:55:21.518 -0700,24,23,SUCCEEDED
QUOTES_IT,2026-06-16 03:55:47.668 -0700,146,145,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 03:56:11.092 -0700,26,25,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 03:57:00.180 -0700,27,26,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 03:57:49.186 -0700,28,27,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 03:58:23.956 -0700,15,14,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 03:59:13.454 -0700,16,15,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:00:03.595 -0700,18,17,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:00:52.073 -0700,19,17,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:01:42.692 -0700,21,20,SUCCEEDED
QUOTES_IT,2026-06-16 04:02:12.459 -0700,147,146,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:02:30.433 -0700,21,20,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:03:19.720 -0700,22,21,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:04:10.199 -0700,25,23,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:04:59.651 -0700,26,25,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:05:47.985 -0700,27,25,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:06:37.387 -0700,28,27,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:07:27.201 -0700,30,29,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:08:16.264 -0700,31,29,SUCCEEDED
QUOTES_IT,2026-06-16 04:08:31.239 -0700,142,141,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:09:04.335 -0700,31,30,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:09:53.465 -0700,32,31,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:10:27.469 -0700,18,17,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:11:16.041 -0700,19,18,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:12:06.121 -0700,21,19,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:12:54.989 -0700,22,20,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:13:44.681 -0700,23,22,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:14:34.318 -0700,25,24,SUCCEEDED
QUOTES_IT,2026-06-16 04:14:53.387 -0700,140,139,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:15:22.820 -0700,25,24,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:16:12.055 -0700,27,26,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:17:02.803 -0700,29,28,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:17:50.874 -0700,29,28,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:18:40.707 -0700,31,30,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:19:30.510 -0700,33,32,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:20:19.520 -0700,34,33,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:20:53.058 -0700,20,19,SUCCEEDED
QUOTES_IT,2026-06-16 04:21:22.802 -0700,145,144,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:21:42.259 -0700,21,20,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:22:31.832 -0700,22,21,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:23:21.479 -0700,24,23,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:24:10.305 -0700,25,24,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:25:00.124 -0700,27,26,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:25:49.037 -0700,28,26,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:26:38.630 -0700,29,28,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:27:27.674 -0700,30,29,SUCCEEDED
QUOTES_IT,2026-06-16 04:27:50.968 -0700,150,148,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:28:16.855 -0700,31,31,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:29:05.582 -0700,32,31,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:29:56.024 -0700,35,33,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:30:31.733 -0700,22,21,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:31:20.708 -0700,23,22,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:32:09.806 -0700,24,24,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:32:59.805 -0700,26,26,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:33:48.662 -0700,27,26,SUCCEEDED
QUOTES_IT,2026-06-16 04:34:11.124 -0700,146,145,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:35:44.452 -0700,95,33,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:36:16.150 -0700,31,30,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:37:06.158 -0700,33,32,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:37:56.103 -0700,35,34,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:38:45.613 -0700,36,34,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:39:35.283 -0700,38,37,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:40:09.391 -0700,24,23,SUCCEEDED
QUOTES_IT,2026-06-16 04:40:31.914 -0700,143,141,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:40:58.729 -0700,25,24,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:41:47.935 -0700,27,25,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:42:38.801 -0700,29,28,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:43:29.184 -0700,32,29,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:44:16.000 -0700,31,30,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:45:04.910 -0700,32,31,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:45:54.326 -0700,33,32,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:46:44.170 -0700,35,34,SUCCEEDED
QUOTES_IT,2026-06-16 04:46:58.922 -0700,146,145,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:47:34.371 -0700,37,36,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:48:23.721 -0700,38,37,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:49:11.887 -0700,38,38,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:50:02.045 -0700,41,39,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:50:50.782 -0700,41,40,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:51:23.681 -0700,26,25,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:52:14.076 -0700,29,27,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:53:02.004 -0700,29,28,SUCCEEDED
QUOTES_IT,2026-06-16 04:53:25.358 -0700,148,147,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:53:51.159 -0700,30,29,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:54:41.039 -0700,32,30,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:55:30.393 -0700,33,32,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:56:20.550 -0700,35,34,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:57:09.482 -0700,36,35,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:57:58.262 -0700,37,36,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:58:47.570 -0700,38,37,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 04:59:37.119 -0700,40,39,SUCCEEDED
QUOTES_IT,2026-06-16 04:59:47.491 -0700,146,145,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:00:26.403 -0700,41,40,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:01:17.451 -0700,44,42,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:02:13.877 -0700,52,51,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:03:28.137 -0700,31,30,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:04:18.337 -0700,33,32,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:05:06.338 -0700,33,32,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:05:56.327 -0700,35,34,SUCCEEDED
QUOTES_IT,2026-06-16 05:06:08.714 -0700,143,142,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:06:45.673 -0700,36,35,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:07:35.277 -0700,38,37,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:08:25.215 -0700,40,39,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:09:14.358 -0700,41,40,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:10:04.258 -0700,43,42,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:10:53.181 -0700,44,43,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:11:42.209 -0700,45,44,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:12:31.397 -0700,46,45,SUCCEEDED
QUOTES_IT,2026-06-16 05:12:34.985 -0700,146,144,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:13:21.650 -0700,48,47,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:13:53.070 -0700,32,30,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:14:42.724 -0700,33,33,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:15:32.258 -0700,35,34,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:16:21.491 -0700,36,35,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:17:10.279 -0700,37,36,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:17:59.697 -0700,38,37,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:18:48.668 -0700,39,38,SUCCEEDED
QUOTES_IT,2026-06-16 05:18:51.937 -0700,139,137,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:19:38.330 -0700,41,40,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:20:27.719 -0700,42,41,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:21:16.618 -0700,43,42,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:22:06.440 -0700,45,44,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:22:55.919 -0700,47,46,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:23:46.858 -0700,49,48,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:25:08.808 -0700,35,34,SUCCEEDED
QUOTES_IT,2026-06-16 05:25:29.012 -0700,152,151,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:25:57.349 -0700,36,35,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:26:46.952 -0700,38,37,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:27:36.928 -0700,40,38,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:28:25.676 -0700,40,39,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:29:14.966 -0700,42,41,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:30:05.737 -0700,44,43,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:30:54.340 -0700,45,44,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:31:44.785 -0700,47,46,SUCCEEDED
QUOTES_IT,2026-06-16 05:31:53.079 -0700,152,151,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:32:33.805 -0700,48,47,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:33:22.338 -0700,49,48,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:34:13.240 -0700,52,51,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:35:51.414 -0700,54,53,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:37:12.902 -0700,40,39,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:38:03.031 -0700,42,40,SUCCEEDED
QUOTES_IT,2026-06-16 05:38:16.577 -0700,151,151,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:38:52.165 -0700,43,41,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:39:41.712 -0700,44,43,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:40:31.811 -0700,46,46,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:41:21.681 -0700,48,47,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:42:10.287 -0700,49,48,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:43:00.066 -0700,51,50,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:44:39.058 -0700,54,52,SUCCEEDED
QUOTES_IT,2026-06-16 05:44:43.756 -0700,154,153,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:46:16.319 -0700,55,54,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:47:54.550 -0700,57,56,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:49:17.058 -0700,44,43,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:50:06.659 -0700,45,44,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:50:55.902 -0700,47,46,SUCCEEDED
QUOTES_IT,2026-06-16 05:50:59.849 -0700,146,145,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:51:45.489 -0700,48,47,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:52:35.603 -0700,50,49,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:54:15.158 -0700,54,53,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:55:52.131 -0700,55,53,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:57:32.708 -0700,59,58,SUCCEEDED
QUOTES_IT,2026-06-16 05:57:33.245 -0700,156,154,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 05:59:51.318 -0700,102,101,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 06:02:37.471 -0700,76,75,SUCCEEDED
QUOTES_IT,2026-06-16 06:03:52.165 -0700,151,149,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 06:04:06.835 -0700,69,68,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 06:05:55.778 -0700,82,81,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 06:07:05.584 -0700,56,55,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 06:09:20.167 -0700,95,94,SUCCEEDED
QUOTES_IT,2026-06-16 06:10:13.587 -0700,148,147,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 06:11:52.440 -0700,151,150,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 06:15:08.418 -0700,59,58,SUCCEEDED
QUOTES_IT,2026-06-16 06:16:36.735 -0700,147,146,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 06:16:43.518 -0700,58,57,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 06:18:55.554 -0700,94,93,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 06:21:07.994 -0700,131,129,SUCCEEDED
QUOTES_IT,2026-06-16 06:22:57.047 -0700,144,142,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 06:23:23.647 -0700,74,73,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 06:24:39.666 -0700,54,53,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 06:26:16.360 -0700,55,54,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 06:27:54.158 -0700,57,56,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 06:29:32.728 -0700,59,58,SUCCEEDED
QUOTES_IT,2026-06-16 06:29:32.853 -0700,155,155,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 06:31:37.995 -0700,89,87,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 06:32:52.630 -0700,67,66,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 06:34:28.881 -0700,67,66,SUCCEEDED
QUOTES_IT,2026-06-16 06:35:42.429 -0700,141,140,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 06:35:52.215 -0700,55,53,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 06:37:45.384 -0700,72,71,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 06:39:28.248 -0700,79,77,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 06:41:49.056 -0700,124,122,SUCCEEDED
QUOTES_IT,2026-06-16 06:42:14.456 -0700,149,148,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 06:44:14.252 -0700,77,76,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 06:45:27.963 -0700,55,54,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 06:47:26.035 -0700,77,74,SUCCEEDED
QUOTES_IT,2026-06-16 06:48:28.905 -0700,140,137,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 06:48:46.656 -0700,61,60,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 06:51:14.230 -0700,113,112,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 06:54:28.515 -0700,115,114,SUCCEEDED
QUOTES_IT,2026-06-16 06:54:39.656 -0700,126,125,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 06:57:42.947 -0700,118,116,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 07:00:11.749 -0700,74,73,SUCCEEDED
QUOTES_IT,2026-06-16 07:01:16.801 -0700,139,138,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 07:01:58.148 -0700,85,75,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 07:03:18.805 -0700,69,68,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 07:05:56.646 -0700,131,130,SUCCEEDED
QUOTES_IT,2026-06-16 07:07:21.032 -0700,120,119,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 07:09:27.499 -0700,150,149,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 07:13:01.876 -0700,76,75,SUCCEEDED
QUOTES_IT,2026-06-16 07:14:03.979 -0700,139,138,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 07:15:28.690 -0700,127,126,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 07:18:55.321 -0700,142,141,SUCCEEDED
QUOTES_IT,2026-06-16 07:20:30.218 -0700,141,140,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 07:21:06.112 -0700,81,79,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 07:22:44.657 -0700,83,82,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 07:24:24.893 -0700,88,87,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 07:26:07.050 -0700,94,93,SUCCEEDED
QUOTES_IT,2026-06-16 07:27:04.659 -0700,151,150,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 07:27:55.714 -0700,106,105,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 07:31:30.189 -0700,129,128,SUCCEEDED
QUOTES_IT,2026-06-16 07:33:28.155 -0700,151,149,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 07:34:15.889 -0700,102,101,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 07:37:27.805 -0700,102,101,SUCCEEDED
QUOTES_IT,2026-06-16 07:39:56.677 -0700,155,154,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 07:41:05.444 -0700,128,127,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 07:43:33.513 -0700,84,82,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 07:45:21.706 -0700,96,96,SUCCEEDED
QUOTES_IT,2026-06-16 07:46:14.723 -0700,149,149,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 07:47:10.047 -0700,109,108,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 07:50:54.004 -0700,141,139,SUCCEEDED
QUOTES_IT,2026-06-16 07:52:45.064 -0700,156,154,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 07:54:33.442 -0700,168,167,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 07:58:15.679 -0700,102,101,SUCCEEDED
QUOTES_IT,2026-06-16 07:59:05.753 -0700,152,152,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 08:01:49.737 -0700,124,123,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 08:04:40.494 -0700,103,102,SUCCEEDED
QUOTES_IT,2026-06-16 08:05:33.604 -0700,156,155,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 08:07:35.039 -0700,86,84,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 08:09:31.860 -0700,106,105,SUCCEEDED
QUOTES_IT,2026-06-16 08:11:54.760 -0700,153,153,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 08:13:08.487 -0700,131,130,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 08:17:04.884 -0700,175,174,SUCCEEDED
QUOTES_IT,2026-06-16 08:18:16.190 -0700,151,150,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 08:20:34.105 -0700,97,96,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 08:22:25.064 -0700,112,110,SUCCEEDED
QUOTES_IT,2026-06-16 08:24:45.518 -0700,156,155,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 08:26:03.893 -0700,139,138,SUCCEEDED
QUOTES_DAILY_IT,2026-06-16 08:29:55.936 -0700,179,178,SUCCEEDED
